artist,artist_id,followers,genres,popularity,type
PnB Rock,21WS9wngs9AqFckK7yYJPM,4290618.0,melodic rap,66.0,artist
Badshah,0y59o4v8uw5crbN9M3JiL1,30749638.0,"bollywood, desi, hindi pop, desi hip hop, hindi hip hop, desi pop",74.0,artist
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,9808519.0,"metal, heavy metal, rock, stoner rock, doom metal, hard rock",75.0,artist
Rod Stewart,2y8Jo9CKhJvtfeKOsYzRdT,5575940.0,soft rock,73.0,artist
Diljit Dosanjh,2FKWNmZWDBZR4dE5KX4plR,36604767.0,"bhangra, punjabi pop, punjabi hip hop, desi, bollywood",76.0,artist
MARINA,6CwfuxIqcltXDGjfZsMd9A,6122416.0,,73.0,artist
Sleepy Hallow,6EPlBSH2RSiettczlz7ihV,2549526.0,"brooklyn drill, new york drill",71.0,artist
Pusha T,0ONHkAv9pCAFxb0zJwDNTy,3056700.0,,73.0,artist
White Noise Radiance,0QUBaF6Rtta4TTmxYYfzux,39649.0,,82.0,artist
GuÃ¨,6gjAbs229sNHhSskJpQ2mG,882.0,opera,20.0,artist
The Doors,22WZ7M8sxp5THdruNY3gXt,8869123.0,"psychedelic rock, classic rock, acid rock",71.0,artist
Maren Morris,6WY7D3jk8zTrHtmkqqo5GI,890040.0,country,67.0,artist
Mrs. GREEN APPLE,4QvgGvpgzgyUOo8Yp8LDm9,6321745.0,"j-pop, anime, j-rock",78.0,artist
Latto,3MdXrJWsbVzdn6fe5JYkSQ,2356168.0,,75.0,artist
James Blunt,7KMqksf0UMdyA0UCf4R3ux,3303236.0,,70.0,artist
PinkPantheress,78rUTD7y6Cy67W1RVzYs7t,4784174.0,bedroom pop,78.0,artist
LE SSERAFIM,4SpbR6yFEvexJuaBpgAU5p,8040734.0,k-pop,80.0,artist
Papa Roach,4RddZ3iHvSpGV4dvATac9X,6113783.0,"nu metal, rap metal, alternative metal, rap rock, rock",72.0,artist
DJ Nelson,2ydZrTy8U3kOMOzx20s3dg,1268198.0,reggaeton,68.0,artist
The MarÃ­as,6PPiFvQiRj5uS1aaT5O5Vf,380.0,,9.0,artist
Topic,0u6GtibW46tFX7koQ6uNJZ,319318.0,,73.0,artist
girl in red,3uwAm6vQy7kWPS2bciKWx9,8794530.0,bedroom pop,74.0,artist
Carly Rae Jepsen,6sFIWsNpZYqfjUpaCgueju,5143949.0,,70.0,artist
Noah Cyrus,55fhWPvDiMpLnE4ZzNXZyW,2084468.0,,72.0,artist
R.E.M.,4KWTAlx2RvbpseOGMEmROg,5377891.0,"jangle pop, alternative rock, rock",73.0,artist
Lyanno,1Ts9of7VPZElwPQnqnDSfW,2017304.0,"reggaeton, trap latino, urbano latino",71.0,artist
Kacey Musgraves,70kkdajctXSbqSMJbQO424,1615998.0,,72.0,artist
Iggy Azalea,5yG7ZAZafVaAlMTeBybKAL,6619377.0,,68.0,artist
Stormzy,2SrSdSvpminqmStGELCSNd,3182660.0,"grime, uk grime, uk drill",69.0,artist
Destiny's Child,1pCsqHyuXU2IzcCHUKq5pD,126.0,,36.0,artist
Ufo361,5pVRwX5ZQR7hfJ18w8ZYkl,1998644.0,"german hip hop, turkish hip hop",69.0,artist
Key Glock,0RESbWvOMyua0yuyVrztJ5,2405803.0,,73.0,artist
Tim McGraw,6roFdX1y5BYSbp60OTJWMd,5050663.0,"country, classic country",70.0,artist
Seeb,1L8qgCGQtaYlaETtq4Ih65,2767.0,"midwest emo, math rock",9.0,artist
Lil Mosey,5zctI4wO9XSKS8XwcnqEHk,5988762.0,melodic rap,64.0,artist
Tinashe,0NIIxcxNHmOoyBx03SfTCD,3087356.0,alternative r&b,77.0,artist
George Michael,19ra5tSw0tWufvUp8GotLo,5677216.0,,72.0,artist
Lazza,0jdNdfi4vAuVi7a6cPDFBM,2741186.0,italian trap,72.0,artist
Geolier,27LlKWxS3KXW7RRAxN5S8s,3379096.0,"canzone napoletana, neomelodico, italian trap",72.0,artist
Pentatonix,26AHtbjWKiwYzsoGoUZq53,3966593.0,christmas,67.0,artist
Natalia Lafourcade,1hcdI2N1023RvSwLzTtdsp,5373080.0,"latin folk, bolero, latin indie, latin alternative, latin folklore",72.0,artist
Christina Perri,7H55rcKCfwqkyDFH9wpKM6,4314508.0,soft pop,72.0,artist
Mithoon,09UmIX92EUH9hAK4bxvHx6,11065051.0,"bollywood, hindi pop, desi",76.0,artist
MC Cabelinho,1WQBwwssN6r8DSjUlkyUGW,9793096.0,"brazilian trap, trap funk, trap, brazilian hip hop, funk consciente",73.0,artist
Joey Bada$$,2P5sC9cVZDToPxyomzF1UH,3821256.0,"hip hop, rap",70.0,artist
The Beach Boys,3oDbviiivRWhXwIE8hxkVV,5095058.0,baroque pop,70.0,artist
Evanescence,5nGIFgo0shDenQYSE0Sn7c,6204253.0,alternative metal,76.0,artist
Jorja Smith,1CoZyIx7UvdxT5c8UkMzHd,3658015.0,,71.0,artist
Enya,6uothxMWeLWIhsGeF7cyo4,2599119.0,"new age, celtic",73.0,artist
Gzuz,5eioJDe26lOqkAMbuhzZYs,1566512.0,german hip hop,70.0,artist
The Black Keys,7mnBLXK823vNxN3UWB7Gfz,4139885.0,"blues rock, garage rock, modern blues, rock",69.0,artist
Elevation Worship,3YCKuqpv9nCsIhJ2v8SMix,5116202.0,"worship, christian, ccm, gospel, pop worship",75.0,artist
Chino Pacas,2rmkQLzj0k4nZdQehOUByO,5238172.0,"corrido, corridos tumbados, corridos bélicos, música mexicana",76.0,artist
YOASOBI,64tJ2EAv1R6UaZqc4iOCyj,9553401.0,"j-pop, anime",72.0,artist
MF DOOM,2pAWfrd7WFF3XhVt9GooDL,4027586.0,"experimental hip hop, east coast hip hop, jazz rap, alternative hip hop",73.0,artist
Kenny Chesney,3grHWM9bx2E9vwJCdlRv9O,4893674.0,country,69.0,artist
Mike Posner,2KsP6tYLJlTBvSUxnwlVWa,1530150.0,,68.0,artist
aespa,6YVMFz59CuY7ngCxTxjpxE,9814389.0,k-pop,76.0,artist
El Fantasma,0my6Pg4I28dVcZLSpAkqhv,6449952.0,"corrido, banda, norteño, corridos bélicos, sierreño, música mexicana, ranchera",69.0,artist
Milky Chance,1hzfo8twXdOegF3xireCYs,2075244.0,,70.0,artist
Van Morrison,44NX2ffIYHr6D4n7RaZF7A,3604661.0,,70.0,artist
Norah Jones,2Kx7MNY7cI1ENniW7vT30N,3371564.0,,72.0,artist
Lynyrd Skynyrd,4MVyzYMgTwdP7Z49wAZHx0,5896461.0,"southern rock, classic rock, rock",73.0,artist
Charlie Brown Jr.,1on7ZQ2pvgeQF4vmIA09x5,9162792.0,"brazilian rock, mpb, brazilian pop",74.0,artist
Jeremy Zucker,3gIRvgZssIb9aiirIg0nI3,2360123.0,,65.0,artist
Melendi,1EXjXQpDx2pROygh8zvHs4,4639912.0,"flamenco, flamenco pop",73.0,artist
Dei V,2YRyPiW98bpkARAS4B3OQP,2334520.0,"trap latino, urbano latino",79.0,artist
LISA,68QvqbdqwqqjW39YpUJHdG,69259.0,swedish pop,45.0,artist
JVKE,164Uj4eKjl6zTBKfJLFKKK,5841798.0,,75.0,artist
Bruno & Marrone,5JXhkyafynxCvxtov7C1PV,6888722.0,"sertanejo, sertanejo tradicional, sertanejo universitário",73.0,artist
D-Block Europe,5VadK1havLhK1OpKYsXv9y,1794765.0,"grime, uk drill",73.0,artist
ROSÃ,7ltDVBr6mKbRvohxheJ9h1,8752244.0,latin,82.0,artist
Sonu Nigam,1dVygo6tRFXC8CSWURQJq2,22596060.0,"kannada pop, bollywood, sandalwood, hindi pop, desi, marathi pop",78.0,artist
Dean Martin,49e4v89VmlDcFCMyDv9wQ9,1956452.0,"christmas, adult standards, big band, swing music",69.0,artist
Sigala,1IueXOQyABrMOprrzwQJWN,1581473.0,,64.0,artist
ZoÃ©,4AGwPDdh1y8hochNzHy5HC,170147.0,,52.0,artist
Niska,7CUFPNi1TU8RowpnFRSsZV,6313867.0,"french rap, pop urbaine, french r&b",72.0,artist
Kid Ink,6KZDXtSj0SzGOV705nNeh3,2967803.0,,67.0,artist
Los Bukis,16kOCiqZ1auY4sokSeZuKf,5492710.0,"grupera, ranchera",75.0,artist
George Strait,5vngPClqofybhPERIqQMYd,5173284.0,"country, classic country, traditional country, honky tonk",73.0,artist
Ella Henderson,7nDsS0l5ZAzMedVRKPP8F1,1643463.0,,67.0,artist
Jaden,0xOeVMOz2fVg5BJY3N6akT,1943751.0,,64.0,artist
Capo Plaza,5SulO4l40qDuV9zUGLZx7n,4213689.0,"italian trap, trap",73.0,artist
Ruth B.,2WzaAvm2bBCf4pEhyuDgCY,4479010.0,,70.0,artist
Sade,0KdYhahrgZylBoBwA2DNIa,1265.0,"mariachi, música mexicana",22.0,artist
Leslie Odom Jr.,3cR4rhS2hBWqI7rJEBacvN,366796.0,musicals,74.0,artist
Yo Yo Honey Singh,7uIbLdzzSEqnX0Pkrb56cR,36517268.0,"bollywood, hindi hip hop, desi, hindi pop, punjabi pop, punjabi hip hop",77.0,artist
Orochi,3rfM2cGqF6DB0kUyytMkXx,8567189.0,"brazilian trap, brazilian hip hop, trap funk, trap",75.0,artist
Keane,53A0W3U0s8diEn9RhXQhVz,3930970.0,,74.0,artist
Busta Rhymes,1YfEcTuGvBQ8xSD1f53UnK,3175893.0,east coast hip hop,71.0,artist
Eric Clapton,6PAt558ZEZl0DmdXlnjMgD,6584961.0,"blues, blues rock, classic rock",71.0,artist
Adam Levine,4bYPcJP5jwMhSivRcqie2n,1064398.0,,72.0,artist
Stromae,5j4HeCoUlzhfWtjAfM1acR,3867642.0,french pop,73.0,artist
Sam Hunt,2kucQ9jQwuD8jWdtR9Ef38,2476817.0,"country, pop country",65.0,artist
Ms. Lauryn Hill,2Mu5NfyYm8n5iTomuKAEHl,3488163.0,neo soul,72.0,artist
Carlos Rivera,39yVoqm6sYFvvqF1RciUVf,4984716.0,latin pop,70.0,artist
Jeezy,4yBK75WVCQXej1p04GWqxH,2576559.0,"southern hip hop, crunk, rap, gangster rap",72.0,artist
Rise Against,6Wr3hh341P84m3EI8qdn9O,2941781.0,"punk, hardcore punk",69.0,artist
Birdy,2WX2uTcsvV5OnS0inACecP,3738021.0,,69.0,artist
Ray Dalton,4e0nWw2r4BoQSKPQ2zpU13,128862.0,,70.0,artist
Dolly Parton,32vWCbZh0xZ4o9gkz4PsEU,2977315.0,"country, classic country",71.0,artist
Simon & Garfunkel,70cRZdQywnSFp9pnc2WTCE,5903325.0,"folk rock, folk",69.0,artist
Imanbek,5rGrDvrLOV2VV8SCFVGWlj,277661.0,slap house,66.0,artist
The Goo Goo Dolls,2sil8z5kiy4r76CRTXxBCA,3515854.0,,76.0,artist
Mainstreet,25XJqeReVV38w0tR04GGBd,1156240.0,"brazilian trap, trap funk, trap, brazilian hip hop",71.0,artist
Mau y Ricky,2wkoKEfS6dXwThbyTnZWFU,6833166.0,"latin pop, reggaeton, pop urbano",66.0,artist
Robbie Williams,2HcwFjNelS49kFbfvMxQYw,3320450.0,,72.0,artist
Ozzy Osbourne,6ZLTlhejhndI4Rh53vYhrY,7612600.0,"metal, glam metal, heavy metal, hard rock",75.0,artist
keshi,3pc0bOVB5whxmD50W79wwO,4231592.0,,74.0,artist
Bill Withers,1ThoqLcyIYvZn7iWbj8fsj,2012499.0,"soul, classic soul, motown",72.0,artist
Sido,1Yk912s46hRDu0aEvLG8WO,3346.0,,13.0,artist
alt-J,3XHO7cRUPCLOr6jwp8vsx5,3426106.0,"indie, indie rock",68.0,artist
Die drei ??? Kids,0vLsqW05dyLvjuKKftAEGA,387463.0,children's music,74.0,artist
CNCO,0eecdvMrqBftK0M1VKhaF4,9360815.0,"reggaeton, latin",65.0,artist
Dimitri Vegas & Like Mike,73jBynjsVtofjRpdpRAJGk,3588065.0,"big room, electronica, edm",71.0,artist
Rudimental,4WN5naL3ofxrVBgFpguzKo,1410688.0,,68.0,artist
Scorpions,27T030eWyCQRmDyuvr1kxY,8625730.0,"hard rock, glam metal, rock",73.0,artist
Juan MagÃ¡n,,,,,
MC Hariel,0pcoadNMmvrUyab1RxWBoV,7833402.0,"brazilian funk, funk consciente, trap funk",73.0,artist
Van Halen,2cnMpRsOVqtPMfq7YiFE6K,6861300.0,"glam metal, classic rock, rock, hard rock",71.0,artist
Carrie Underwood,4xFUf1FHVy696Q1JQZMTRj,6127818.0,country,69.0,artist
Marracash,5AZuEF0feCXMkUCwQiQlW7,2934543.0,italian trap,73.0,artist
Sam Feldt,20gsENnposVs2I4rQ5kvrf,803041.0,tropical house,65.0,artist
Veigh,4YqwRbMLqGHRHLS1w2ZKse,6345289.0,"brazilian trap, trap funk, trap, brazilian hip hop",77.0,artist
Ferrugem,5ZfBThYiIIhL7jHMG8gDB2,6334978.0,"pagode, samba",75.0,artist
Sid Sriram,7qjJw7ZM2ekDSahLXPjIlN,19915083.0,"tollywood, telugu pop, tamil pop, kollywood",76.0,artist
Alan Jackson,4mxWe1mtYIYfP040G38yvS,3384075.0,"country, christian country, classic country",73.0,artist
i-dle,2AfmfGFbe0A0WsTYm0SDTx,11005319.0,k-pop,70.0,artist
Jon Pardi,4MoAOfV4ROWofLG3a3hhBN,2344824.0,"country, acoustic country",73.0,artist
Banda El Recodo,6AcOTCYBMvjKYy4zms0kaC,4458984.0,"banda, norteño, música mexicana, grupera, ranchera, corrido",73.0,artist
Yuvan Shankar Raja,6AiX12wXdXFoGJ2vk8zBjy,17049822.0,"tamil pop, kollywood, tamil dance, tamil hip hop",74.0,artist
Gente De Zona,2cy1zPcrFcXAJTP0APWewL,1767943.0,"latin, latin dance",70.0,artist
Juhn,6gjAbs229sNHhSskJpQ2mG,882.0,opera,20.0,artist
Breaking Benjamin,5BtHciL0e0zOP7prIHn3pP,5164138.0,"alternative metal, post-grunge, rock, hard rock",71.0,artist
Tears For Fears,4bthk9UfsYUYdcFyqxmSUU,4116108.0,"new wave, synthpop",73.0,artist
AURORA,1WgXqy2Dd70QQOU7Ay074N,4711083.0,"norwegian pop, art pop",73.0,artist
Leon Bridges,3qnGvpP8Yth1AqSBMqON5x,1931393.0,retro soul,73.0,artist
The Smashing Pumpkins,40Yq4vzPs9VNUrIBG5Jr2i,6098627.0,"alternative rock, rock",74.0,artist
Dermot Kennedy,5KNNVgR6LBIABRIomyCwKJ,1670997.0,,69.0,artist
Aya Nakamura,7IlRNXHjoOCgEAWN5qYksg,5565668.0,"french r&b, pop urbaine",71.0,artist
WILLOW,6f3he2xOHHHSZ0JVhTRIVj,60648.0,"swedish pop, christmas",42.0,artist
Gazo,5gqmbbfjcikQBzPB5Hv13I,4278051.0,"french rap, french r&b, pop urbaine, drill",72.0,artist
Hillsong UNITED,74cb3MG0x0BOnYNW1uXYnM,4249340.0,"worship, christian, ccm, pop worship, gospel",69.0,artist
Fred again..,4oLeXFyACqeem2VImYeBFe,2229071.0,"stutter house, house",78.0,artist
Darshan Raval,2GoeZ0qOTt6kjsWW4eA6LS,26523343.0,"gujarati garba, hindi pop, gujarati pop, bollywood, desi pop, desi",72.0,artist
Dilsinho,4NUePmzDvCYqilXBFa91Hg,4606662.0,"pagode, samba, sertanejo, piseiro",69.0,artist
Booba,58wXmynHaAWI5hwlPZP3qL,3695876.0,"french rap, french r&b, pop urbaine",72.0,artist
Canserbero,1wGIhYkKWSq4yACtTkCkSX,16419241.0,latin hip hop,73.0,artist
Denzel Curry,6fxyWrfmjcbj5d12gXeiNV,2861114.0,,70.0,artist
Jowell & Randy,4IMAo2UQchVFyPH24PAjUs,4481415.0,"reggaeton, urbano latino",71.0,artist
Shubh,5r3wPya2PpeTTsXsGhQU8O,10087317.0,"punjabi hip hop, punjabi pop, desi hip hop, hindi hip hop, desi",75.0,artist
The Fray,0zOcE3mg9nS6l3yxt1Y0bK,4296356.0,,73.0,artist
Sublime,0EdvGhlC1FkGItLOWQzG4J,3402393.0,"reggae rock, ska punk, ska",71.0,artist
Tulus,2iDVt6mFbtbDEZG5ax0dTi,19198223.0,"indonesian pop, indonesian jazz, indonesian indie",73.0,artist
KISS,07XSN3sPlIlB2L2XNcTwJw,11039924.0,"glam rock, glam metal, hard rock, rock, classic rock",73.0,artist
Joel Corry,6DgP9otnZw5z6daOntINxp,471294.0,dance pop,66.0,artist
Neha Kakkar,5f4QpKfy7ptCHwTqspnSJI,48959755.0,"bollywood, hindi pop, desi, desi pop, gujarati garba",73.0,artist
Shania Twain,5e4Dhzv426EvQe3aDb64jL,3390977.0,country,71.0,artist
Gustavo Mioto,1X6ORK7IekgmyjV6IFPszP,7203073.0,"sertanejo, sertanejo universitário, arrocha, agronejo",71.0,artist
Dream Supplier,6Cqtx9fpxzggIMuKn0RGCp,12806.0,,81.0,artist
Jay Chou,2elBjNSdBE2Y3f0j1mjrql,7604133.0,"mandopop, c-pop, taiwanese pop, gufeng, cantopop, chinese r&b",73.0,artist
Young Dolph,3HiuzBlSW7pGDXlSFMhO2g,3343759.0,"southern hip hop, trap",71.0,artist
Alice In Chains,64tNsm6TnZe2zpcMVMOoHL,6268774.0,"grunge, post-grunge",75.0,artist
La Oreja de Van Gogh,4U7lXyKdSf1JbM1aXvsodC,4627227.0,latin pop,73.0,artist
Missy Elliott,2wIVse2owClT7go1WT98tk,2747712.0,hip hop,69.0,artist
Almighty,6P6GTRTigHBp8ZesNtpCKH,1752022.0,"trap latino, reggaeton, trap",74.0,artist
Ivan Cornejo,6PH3FLQAxtqYy46Zv08bpV,5528003.0,"sad sierreño, corridos tumbados, música mexicana, corrido, sierreño",76.0,artist
Alex Warren,0fTSzq9jAh4c36UVb4V7CB,2944737.0,,85.0,artist
Vishal Mishra,5wJ1H6ud777odtZl5gG507,9687232.0,"bollywood, hindi pop",76.0,artist
Shankar Mahadevan,1SJOL9HJ08YOn92lFcYf8a,13313062.0,"marathi pop, bollywood, devotional, bhajan, desi, tamil dance, hindi pop",76.0,artist
Bradley Cooper,4VIvfOurcf0vuLRxLkGnIG,295738.0,,68.0,artist
Kim Petras,3Xt3RrJMFv5SZkCfUE8C1J,1194727.0,,70.0,artist
Sabaton,3o2dn2O0FCVsWDFSh8qxgG,2443157.0,"power metal, metal, heavy metal, symphonic metal, folk metal",72.0,artist
Dadju,4sbXXFzEWJY2zsZjelerjX,7897681.0,"french r&b, pop urbaine, french rap, french pop",70.0,artist
FloyyMenor,7CvTknweLr9feJtRGrpDBy,2208509.0,reggaeton chileno,76.0,artist
Tems,687cZJR45JO7jhk1LHIbgq,3515490.0,"afrobeats, afro r&b, alté, afrobeat",77.0,artist
Joyner Lucas,6C1ohJrd5VydigQtaGy5Wa,2416774.0,,67.0,artist
Gabry Ponte,5ENS85nZShljwNgg4wFD7D,717641.0,"slap house, italo dance",72.0,artist
Mohit Chauhan,5GnnSrwNCGyfAU4zuIytiS,14458705.0,"bollywood, hindi pop, sufi, desi",74.0,artist
Dido,2mpeljBig2IXLXRAFO9AAs,2162364.0,,73.0,artist
Chayanne,1JbemQ1fPt2YmSLjAFhPBv,9286421.0,latin pop,73.0,artist
BigXthaPlug,6qxpnaukVayrQn6ViNvu9I,2082297.0,southern hip hop,80.0,artist
Shinedown,70BYFdaZbEKbeauJ670ysI,4548016.0,"post-grunge, alternative metal, rock",71.0,artist
Ghost,1Qp56T7n950O3EGMsSl81D,3781232.0,"metal, hard rock",73.0,artist
BONES,5v2WhpA59TJSdPh7LCx1lN,1961740.0,"cloud rap, emo rap, horrorcore, trap metal, underground hip hop",72.0,artist
Yuridia,5B8ApeENp4bE4EE3LI8jK2,5791103.0,latin pop,72.0,artist
Boyce Avenue,7CQwac16i1W5ej8YpuL3dv,3045836.0,acoustic pop,66.0,artist
Elley DuhÃ©,,,,,
Rage Against The Machine,2d0hyoQ5ynDBnkvAbJKORj,6930299.0,"rap metal, rap rock, alternative metal, nu metal",70.0,artist
Oliver Tree,6TLwD7HPWuiOzvXEa3oCNe,2586828.0,,67.0,artist
Xavi,1pCnl9PbA9JaffWHMiSXuT,88.0,,23.0,artist
La Adictiva,49EE6lVLgU8sp7dFgPshgM,7640528.0,"banda, norteño, grupera",70.0,artist
Sum 41,0qT79UgT5tY4yudH9VfsdT,4335371.0,"pop punk, punk, skate punk",70.0,artist
The White Stripes,4F84IBURUo98rz4r61KF70,3542133.0,"garage rock, blues rock, rock, alternative rock",69.0,artist
Rain Sounds,5nSGBmlgUdqWNExnOX8VtV,67149.0,,81.0,artist
Jay Rock,28ExwzUQsvgJooOI0X1mr3,1635914.0,,69.0,artist
SAINt JHN,0H39MdGGX6dbnnQPt6NQkZ,1155359.0,,65.0,artist
Keith Urban,0u2FHSq3ln94y5Q57xazwf,5274724.0,country,67.0,artist
Hungria,0vLuOi2k62sHujIfplInlK,11450320.0,brazilian hip hop,74.0,artist
Bing Crosby,6ZjFtWeHP9XN7FeKSUe80S,595118.0,christmas,66.0,artist
Cody Johnson,6zLBxLdl60ekBLpawtT63I,1967179.0,"texas country, country, red dirt",74.0,artist
SCH,4AGwPDdh1y8hochNzHy5HC,170147.0,,52.0,artist
Background White Noise,7nixcnKd43u9a29ZMawfnh,3135.0,,81.0,artist
Baby Sleeps,48zEowASEXWsK6lgP1xotZ,7080.0,,81.0,artist
Volbeat,0L5fC7Ogm2YwgqVCRcF1bT,2749630.0,"rock, metal",70.0,artist
L7NNON,0JjPiLQNgAFaEkwoy56B1C,4838502.0,"brazilian trap, brazilian hip hop, trap funk, trap, funk carioca",70.0,artist
Alex Rose,2DspEsT7UXGKd2VaaedgG4,4449566.0,"trap latino, reggaeton, urbano latino",69.0,artist
CeeLo Green,5nLYd9ST4Cnwy6NHaCxbj8,725795.0,,69.0,artist
DÃ­melo Flow,0xRh5dVmLEA3dr7gowsFBt,0.0,,0.0,artist
Nat King Cole,7v4imS0moSyGdXyLgVTIV7,2545534.0,"christmas, adult standards, vocal jazz",70.0,artist
Magenta,0uT3lm3wY3LnyP6dtok0q4,8984.0,"cumbia, cuarteto",58.0,artist
Sting,2kEU1NNJORHNJabD0tdO1E,5388.0,"desi hip hop, hindi hip hop, punjabi hip hop",12.0,artist
XamÃ£,5YwzDz4RJfTiMHS4tdR5Lf,3323082.0,"brazilian hip hop, brazilian trap, trap funk, trap",69.0,artist
Ken Carson,3gBZUcNeVumkeeJ19CY2sX,3178627.0,rage rap,76.0,artist
Axwell,6V394G6torkxVfqL39qEgK,729.0,"koplo, dangdut, sholawat",7.0,artist
David Bisbal,5gOJTI4TusSENizxhcG7jB,4816576.0,"latin pop, villancicos",69.0,artist
Vishal Dadlani,6CXEwIaXYfVJ84biCxqc9k,12124899.0,"bollywood, desi, hindi pop",73.0,artist
Normani,2cWZOOzeOm4WmBJRnD5R7I,2958617.0,,66.0,artist
Brray,1GKIlPFdcewHtpDVCQ8zmJ,835090.0,"reggaeton, urbano latino",71.0,artist
DNCE,6T5tfhQCknKG4UnH90qGnz,4593611.0,,66.0,artist
Sunidhi Chauhan,3eDT9fwXKuHWFvgZaaYC5v,17605759.0,"bollywood, desi, hindi pop",75.0,artist
Olly Alexander (Years & Years),5vBSrE1xujD2FXYRarbAXc,2041766.0,,69.0,artist
White Noise Baby Sleep,4W12lEvVl5wectUtRNrvDh,39939.0,,67.0,artist
Pierce The Veil,4iJLPqClelZOBCBifm8Fzv,3945071.0,"emo, screamo, post-hardcore",77.0,artist
Kevin Kaarl,6OBGbSaBUvQtk9wpQfDbOE,8971746.0,"latin folk, mexican indie",73.0,artist
Guilherme & Benuto,6m6e7D2TnV0aYMllFFwMxu,2076862.0,"sertanejo, sertanejo universitário, agronejo, arrocha, piseiro",70.0,artist
JP Cooper,4kYGAK2zu9EAomwj3hXkXy,943037.0,,63.0,artist
AminÃ©,642UEJuKWqIch9pOmTWquR,8412.0,,42.0,artist
Sorriso Maroto,1fUSLFr4WUBx7joEcGwpvG,3866003.0,"pagode, samba",75.0,artist
The Vamps,7gAppWoH7pcYmphCVTXkzs,5911686.0,,62.0,artist
S. P. Balasubrahmanyam,2ae6PxICSOZHvjqiCcgon8,22178078.0,"kannada pop, telugu pop, tamil pop, devotional, tollywood, sandalwood, kollywood",80.0,artist
Jimi Hendrix,776Uo845nYHJpNaStv1Ds4,7377779.0,"psychedelic rock, classic rock, acid rock, blues rock",67.0,artist
Ciara,2NdeV5rLm47xAvogXrYhJX,7344519.0,,70.0,artist
KayBlack,2h5Ha0ZiMFmOQD3iYcSXsy,4277933.0,"brazilian trap, trap funk, trap, brazilian hip hop",72.0,artist
Intocable,108moq3rq6bm1M4Ypz0J02,4524090.0,"norteño, tejano, grupera, banda, cumbia norteña, ranchera",73.0,artist
Prince,5a2EaR3hamoenG9rDuVn8j,7853411.0,"funk, funk rock",70.0,artist
PLK,6gjAbs229sNHhSskJpQ2mG,882.0,opera,20.0,artist
3 Doors Down,2RTUTCvo6onsAnheUk3aL9,4918774.0,post-grunge,72.0,artist
Os BarÃµes Da Pisadinha,,,,,
Electric Light Orchestra,7jefIIksOi1EazgRTfW2Pk,4464702.0,"art rock, soft rock",71.0,artist
Cali Y El Dandee,5DUlefCLzVRzNWaNURTFpK,4093256.0,"colombian pop, pop urbano",66.0,artist
Ella Mai,7HkdQ0gt53LP4zmHsL0nap,6205345.0,r&b,69.0,artist
Diego & Victor Hugo,3k68C6mNMJL6OaAdWeW2ZF,3868594.0,"sertanejo, sertanejo universitário, arrocha, piseiro, agronejo",76.0,artist
Murilo Huff,3hq7WoPJsrRP0KMSLhUgRz,2522666.0,"sertanejo, sertanejo universitário, arrocha, agronejo",75.0,artist
Continental,55Wn8tf8dBvfl1HRsD7Kze,70033.0,"sertanejo tradicional, sertanejo, brega",75.0,artist
Luan Pereira,5kVgcCdPbeUwxBqWxi2Ktl,3349201.0,"agronejo, sertanejo, sertanejo universitário, piseiro",73.0,artist
Falling In Reverse,2CmaKO2zEGJ1NWpS1yfVGz,4302460.0,"emo, rap metal",74.0,artist
EXO,3cjEqqelV9zb4BYE3qDQ4O,10226046.0,k-pop,67.0,artist
Wham!,5lpH0xAS4fVfLkACg9DAuM,3153519.0,christmas,70.0,artist
Shiva,2K5nCggbhSZ00YCYP5qkZS,2913135.0,italian trap,74.0,artist
Mary J. Blige,1XkoF8ryArs86LZvFOkbyr,4389381.0,r&b,71.0,artist
All Time Low,46gyXjRIvN1NL1eCB8GBxo,3154294.0,"pop punk, emo, punk",71.0,artist
Idina Menzel,73Np75Wv2tju61Eo9Zw4IR,572545.0,musicals,69.0,artist
Shiloh Dynasty,1wxPItEzr7U7rGSMPqZ25r,2016922.0,lo-fi,70.0,artist
Omar Courtz,3E12tRURRvPfHz0hAMCFYc,1928816.0,,82.0,artist
Kontra K,4lDiJcOJ2GLCK6p9q5BgfK,2532159.0,german hip hop,71.0,artist
a-ha,6odZawmrohyeR6Ktf0fWwG,6775.0,epadunk,47.0,artist
Lata Mangeshkar,61JrslREXq98hurYL2hYoc,24395589.0,"ghazal, bollywood, bhajan, hindi pop, marathi pop",77.0,artist
BROCKHAMPTON,1Bl6wpkWCQ4KVgnASpvzzA,2272947.0,,61.0,artist
Kodaline,4BxCuXFJrSWGi1KHcVqaU4,3185867.0,,66.0,artist
Kylie Minogue,4RVnAU35WRWra6OZ3CbbMA,2262625.0,dance pop,70.0,artist
MNEK,7uMh23xWiuR7zsNkuNcm2G,310776.0,,66.0,artist
Yo Gotti,6Ha4aES39QiVjR0L2lwuwq,4456458.0,southern hip hop,64.0,artist
Sebastian Ingrosso,6hyMWrxGBsOx6sWcVj1DqP,1011227.0,edm,67.0,artist
Danna Paola,5xSx2FM8mQnrfgM1QsHniB,5101466.0,,67.0,artist
Red Velvet,1z4g3DjTBBZKhvAroFlhOM,9620613.0,k-pop,67.0,artist
