artist,artist_id,followers,genres,popularity,type
Oliver Heldens,5nki7yRhxgM509M5ADlN1p,1059834.0,"future house, house",63.0,artist
K. S. Chithra,2IUtwMti1OiT3lkW6RubgH,10400312.0,"malayalam pop, kannada pop, mollywood, tamil pop, telugu pop, devotional",76.0,artist
Kid Rock,2dIgFjalVxs4ThymZ67YCE,21114811.0,"k-pop, noise music",84.0,artist
Billy Ray Cyrus,60rpJ9SgigSd16DOAG7GSa,307901.0,,61.0,artist
Leo Dan,6qhOH2mrlqUDod9sWA5kR2,4307215.0,"ranchera, bolero, mariachi",70.0,artist
TarcÃ­sio do Acordeon,,,,,
Bob Sinclar,5YFS41yoX0YuFY39fq21oN,735892.0,"french house, disco house",70.0,artist
Cypress Hill,4P0dddbxPil35MNN9G2MEX,2385368.0,"west coast hip hop, old school hip hop, rap rock, hip hop",65.0,artist
Coez,5dXlc7MnpaTeUIsHLVe3n4,2291758.0,indie,66.0,artist
Anuv Jain,4gdMJYnopf2nEUcanAwstx,8313186.0,"indian indie, hindi indie, hindi pop",74.0,artist
Pooh Shiesty,5F1aAS1duwlzExnPs3l2Xe,2143859.0,,68.0,artist
Baby Rasta,0GgyFUpOyzWDRDqx8FCTDN,2517074.0,reggaeton,70.0,artist
City Girls,37hAfseJWi0G3Scife12Il,2822298.0,,61.0,artist
America,35U9lQaRWSQISxQAB94Meo,2070713.0,"yacht rock, soft rock, folk rock",70.0,artist
Cole Swindell,1mfDfLsMxYcOOZkzBxvSVW,2568870.0,"country, acoustic country",64.0,artist
LP,4AGwPDdh1y8hochNzHy5HC,170147.0,,52.0,artist
Lola Indigo,3bvfu2KAve4lPHrhEFDZna,1641336.0,,65.0,artist
Kidz Bop Kids,1Vvvx45Apu6dQqwuZQxtgW,1357348.0,children's music,65.0,artist
Stone Temple Pilots,2UazAtjfzqBF0Nho2awK4z,4002597.0,"grunge, alternative rock, post-grunge, rock",69.0,artist
PÃ©ricles,,,,,
Koe Wetzel,1Tie3AZgLQZqYEp8Fv4zOZ,1066611.0,"red dirt, texas country, country, country rock",70.0,artist
Okieriete Onaodowan,6G3sPhnj4JBCsBVBGvZnkk,21440.0,musicals,69.0,artist
Ikky,65wSLdFct8lG11Xk9b4fAD,262.0,melodic techno,30.0,artist
MK,4AGwPDdh1y8hochNzHy5HC,170147.0,,52.0,artist
Charles Ans,5lYeiQxUTcGKVgAuTqbTeL,1942808.0,"mexican hip hop, latin hip hop",68.0,artist
Matchbox Twenty,3Ngh2zDBRPEriyxQDAMKd1,2692575.0,post-grunge,67.0,artist
Dustin Lynch,1dID9zgn0OV0Y8ud7Mh2tS,2553456.0,"country, acoustic country",64.0,artist
Astrid S,3AVfmawzu83sp94QW7CEGm,1379875.0,norwegian pop,63.0,artist
Yxng Bane,5AbLpsnTQVNB3OEadYiVrK,435449.0,"afroswing, grime, uk grime, uk r&b",53.0,artist
Genesis,3CkvROUTQ6nRi9yQOcsB50,3746081.0,"progressive rock, art rock",69.0,artist
AngÃ¨le,7roeZ7yScLGq3DCHyOH8af,1.0,traditional music,0.0,artist
Guru Randhawa,5rQoBDKFnd1n6BkdbgVaRL,22093031.0,"bhangra, punjabi pop, desi, bollywood, hindi pop, desi pop",73.0,artist
James Taylor,0vn7UBvSQECKJm2817Yf1P,2874718.0,"folk rock, singer-songwriter, soft rock",65.0,artist
Kapo,1Yk912s46hRDu0aEvLG8WO,3346.0,,13.0,artist
Neil Diamond,7mEIug7XUlQHikrFxjTWes,3249347.0,,66.0,artist
Boyz II Men,6O74knDqdv3XaWtkII7Xjp,3622123.0,"new jack swing, r&b, quiet storm",68.0,artist
Jonita Gandhi,00sCATpEvwH48ays7PlQFU,1917328.0,"bollywood, tamil pop, kollywood, hindi pop, desi, tamil dance",71.0,artist
Kidd Keo,0VZrPa7mWAYXH4CwmYk8Km,3001729.0,"trap, argentine trap",67.0,artist
Etta James,0iOVhN3tnSvgDbcg25JoJb,2003573.0,"soul, jazz blues, soul blues, blues, vocal jazz",68.0,artist
No Te Va Gustar,4ZDoy7AWNgQVmX7T0u0B1j,2646005.0,"argentine rock, murga, latin rock, rock en español, latin alternative",68.0,artist
Olivia Dean,00x1fYSGhdqScXBRpSj3DW,1653870.0,pop soul,89.0,artist
Ati242,6bGOmNBU1AOgttgOjh0ldf,3509852.0,turkish hip hop,74.0,artist
Alejandra Guzman,7Hf9AwMO37bSdxHb0FBGmO,4245996.0,latin pop,67.0,artist
Pinguini Tattici Nucleari,6RdcIWVKYYzNzjQRd3oyHS,2328912.0,,67.0,artist
Gregory Alan Isakov,5sXaGoRLSpd7VeyZrLkKwt,1154680.0,"indie folk, folk, folk pop",71.0,artist
FINNEAS,37M5pPGs6V1fchFJSgCguX,2361673.0,,70.0,artist
88rising,1AhjOkOLkbHUfcHDSErXQs,1043995.0,,64.0,artist
Martin Jensen,4ehtJnVumNf6xzSCDk8aLB,1260428.0,,57.0,artist
L.V.,6RJXSfbIkEMoCJ8GAg2dVO,204487.0,swedish pop,60.0,artist
Ricky Montgomery,0ZUvK7zGdXLd78mQr3t1Tw,2408107.0,,68.0,artist
Conor Maynard,6mU8ucezzms5I2kNH6HNlu,2115417.0,,61.0,artist
Steely Dan,6P7H3ai06vU1sGvdpBwDmE,2530316.0,"yacht rock, classic rock",68.0,artist
Los Fabulosos Cadillacs,2FS22haX3FYbyOsUAkuYqZ,3391736.0,"rock en español, latin rock, ska, argentine rock, latin alternative, mexican ska, murga",66.0,artist
Adolescent's Orquesta,,,,,
Motive,0aoPBMnu1O7mi1HRThjsh6,205.0,,6.0,artist
Gabriela Rocha,4fdCGYM7dtJLa3LvR1ccto,8916133.0,"gospel, worship, brazilian gospel, devotional",69.0,artist
A Tribe Called Quest,09hVIj6vWgoCDtT03h8ZCa,2406420.0,"jazz rap, east coast hip hop, hip hop, old school hip hop",65.0,artist
Connor Price,5zixe6AbgXPqt4c1uSl94L,1749234.0,,71.0,artist
Mario,20s0P9QLxGqKuCsGwFsp7w,4005680.0,r&b,69.0,artist
Franz Ferdinand,0XNa1vTidXlvJ2gHSsRi4A,2997907.0,indie rock,68.0,artist
Nagalli,6TPJK8tv3AKKSsw0lENTQk,475462.0,"brazilian trap, trap, trap funk, brazilian hip hop",70.0,artist
Maverick City Music,58r1rB5t3VF5X6yXGPequV,2890378.0,"worship, gospel, christian",71.0,artist
Billy Currington,1By9QBFnjZAoI83BZppHlt,2762084.0,"country, acoustic country",65.0,artist
Baco Exu do Blues,78nr1pVnDR7qZH6QbVMYZf,4251451.0,"brazilian hip hop, brazilian trap",68.0,artist
Sachet-Parampara,1SyKki7JI1AZNKwgNMkn25,3142897.0,"bhajan, hindi pop, bollywood, devotional",72.0,artist
Modern Talking,79bxUQsBIXO8nVLB9fYKf7,2176552.0,"europop, italo disco, eurodance",70.0,artist
Frenna,6m1LYS5NQonxjOcQFPQOb5,666767.0,,66.0,artist
HUNTR/X,2yNNYQBChuox9A5Ka93BIn,3725352.0,k-pop,87.0,artist
King Gnu,6wxfx1yhyqjCPYwwxJktR2,4088821.0,"j-pop, anime, j-rock",69.0,artist
Bad Omens,3Ri4H12KFyu98LMjSoij5V,2006622.0,metalcore,75.0,artist
Benny Dayal,61if35zz1W11GejEkxTLEQ,4726678.0,"bollywood, desi, hindi pop",70.0,artist
Cordae,0huGjMyP507tBCARyzSkrv,2110604.0,,63.0,artist
Tom Walker,7z2avKuuiMAT4XZJFv8Rvh,1347306.0,,62.0,artist
Bonnie Tyler,0SD4eZCN4Kr0wQk56hCdh2,2422661.0,,69.0,artist
Ashe,1L8qgCGQtaYlaETtq4Ih65,2767.0,"midwest emo, math rock",9.0,artist
Maggie Rogers,4NZvixzsSefsNiIqXn0NDe,1276730.0,,66.0,artist
MÃ¤go de Oz,,,,,
Omar Montes,3lY9Fxceu60W1rbon7PkuF,951608.0,"flamenco, flamenco urbano, flamenco pop",64.0,artist
Kenny Loggins,3Y3xIwWyq5wnNHPp5gPjOW,1263665.0,yacht rock,65.0,artist
Takeoff,3EW0kQ1skZiK1NHg3Spt9J,2316395.0,,64.0,artist
Sage The Gemini,6d47Z08T4snK50HgTEHo5Z,922312.0,hyphy,62.0,artist
Ratatat,57dN52uHvrHOxijzpIgu3E,607119.0,,64.0,artist
Dennis Lloyd,3EOEK57CV77D4ovYVcmiyt,712470.0,,62.0,artist
Koba LaD,1q7T9rFQ2a2ukA1PU51fo3,4132021.0,"french rap, pop urbaine",65.0,artist
Erykah Badu,7IfculRW2WXyzNQ8djX8WX,3246182.0,"neo soul, r&b",68.0,artist
CHVRCHES,3CjlHNtplJyTf9npxaPl5w,1406753.0,synthpop,60.0,artist
Young the Giant,4j56EQDQu5XnL7R3E9iFJT,1705806.0,,65.0,artist
The Alchemist,0eVyjRhzZKke2KFYTcDkeu,899367.0,"alternative hip hop, jazz rap, experimental hip hop, boom bap",72.0,artist
Aitch,2PJEagPIxaBugeMjIyKVXF,1260155.0,"grime, uk grime, uk drill, drill",64.0,artist
Christopher Jackson,6sLwRSXSUF5JTUnQaFenyj,84599.0,musicals,68.0,artist
Matisse,2QMCcKIPHnjQaPPgoEst88,153054.0,"progressive house, edm, big room",55.0,artist
Masoom Sharma,36iDrP3UnCxsSH9LuSdkDj,7028172.0,haryanvi pop,80.0,artist
Robin Thicke,0ZrpamOxcZybMHGg1AYtHP,1976848.0,,63.0,artist
Antonio Vivaldi,2QOIawHpSlOwXDvSqQ9YJR,2723260.0,classical,70.0,artist
Riton,7i9j813KFoSBMldGqlh2Z1,161424.0,house,62.0,artist
Simply Red,1fa0cOhromAZdq2xRA4vv8,2772146.0,,70.0,artist
MERO,1TfSVLC8KtuIo6uWNqCbqU,244.0,,5.0,artist
AnnenMayKantereit,23xqmJEN3oVxwzqtNIyR5m,2188112.0,"german indie, german pop, german indie pop",66.0,artist
HUMBE,1b7AEdUSudOQoZF5ebUxCL,2891821.0,,72.0,artist
Waylon Jennings,7wCjDgV6nqBsHguQXPAaIM,1684449.0,"outlaw country, classic country, country, honky tonk, traditional country",67.0,artist
HAIM,4Ui2kfOqGujY81UcPrb5KE,1436872.0,,65.0,artist
King,2kEU1NNJORHNJabD0tdO1E,5388.0,"desi hip hop, hindi hip hop, punjabi hip hop",12.0,artist
Fireboy DML,75VKfyoBlkmrJFDqo1o2VY,4668686.0,"afrobeats, afrobeat, afropop, afro r&b, afropiano, afro soul, afroswing",70.0,artist
Dreamville,1iNqsUDUraNWrj00bqssQG,822594.0,,62.0,artist
Capital Cities,4gwpcMTbLWtBUlOijbVpuu,998832.0,,66.0,artist
Emeli SandÃ©,,,,,
James TW,0B3N0ZINFWvizfa8bKiz4v,1368487.0,,58.0,artist
Yelawolf,68DWke2VjdDmA75aJX5C57,2365612.0,"country hip hop, southern hip hop",65.0,artist
Orelsan,4FpJcNgOvIpSBeJgRg3OfN,2571914.0,french rap,70.0,artist
Beck,4EPJlUEBy49EX1wuFOvtjK,926617.0,,68.0,artist
Jasiel NuÃ±ez,,,,,
Lil Dicky,1tqhsYv8yBBdwANFNzHtcr,2046854.0,,59.0,artist
Brenda Lee,4cPHsZM98sKzmV26wlwD2W,466336.0,christmas,65.0,artist
Elefante,5oYHL2SijkMY52gKIhYJNb,2575465.0,"rock en español, latin rock, mexican rock, latin pop",69.0,artist
Jack Joseph Puig,30I8GIK3UqVyAg58557mdJ,1395.0,,50.0,artist
Phillipa Soo,2OEGI2wrCVmvavKEOMlccy,123727.0,musicals,69.0,artist
GoldLink,5XenQ7XfcvQdfIbpLEFaKQ,940464.0,,62.0,artist
Zacari,3qBKjEOanahMxlRojwCzhI,128116.0,,65.0,artist
Keala Settle,7HV2RI2qNug4EcQqLbCAKS,200650.0,musicals,63.0,artist
MIKA,3VOOmK7ZqJNgOPN1hopJuL,63509.0,"swedish pop, bisrock",38.0,artist
Los Inquietos Del Norte,0pgvlX0BkfmeirXTDiNmya,1855824.0,"corrido, norteño, hyphy, banda, música mexicana",67.0,artist
Grupo Niche,1zng9JZpblpk48IPceRWs8,4537755.0,"salsa, merengue",70.0,artist
Tommy Richman,1WaFQSHVGZQJTbf0BdxdNo,940348.0,,69.0,artist
Yorushika,4UK2Lzi6fBfUi9rpDt6cik,3295502.0,"j-pop, j-rock, japanese indie, anime",70.0,artist
MC JoÃ£ozinho VT,,,,,
AnahÃ­,4aPzHbIkVj23URPdeeg0RW,20.0,,28.0,artist
Olivia Newton-John,4BoRxUdrcgbbq1rxJvvhg9,1795861.0,,67.0,artist
Melim,6uYrXgVHctAJtIdSODcyLJ,5313906.0,"mpb, brazilian pop, nova mpb",63.0,artist
Jimmy Buffett,28AyklUmMECPwdfo8NEsV0,1318605.0,,65.0,artist
George Harrison,7FIoB5PHdrMZVC3q2HE5MS,3078340.0,,67.0,artist
Los AutÃ©nticos Decadentes,,,,,
Em Beihold,7o2ZQYM7nTsaVdkXY38UAA,680028.0,,67.0,artist
Simone & Simaria,0MInKJqZscEeNc5K3K0mkE,5392944.0,"sertanejo, sertanejo universitário, forró, arrocha, brazilian pop",60.0,artist
Jory Boy,5lFhCi03HDneWzvCxGctrT,2042286.0,"reggaeton, trap latino",71.0,artist
Chuck Berry,293zczrfYafIItmnmM3coR,2215056.0,"rockabilly, rock and roll",64.0,artist
TAYA,3D04fb59z3ANxVaeHBfxtW,200478.0,"worship, christian, pop worship, gospel",66.0,artist
Crookers,3o1cwVQfiDWafhYA02k13C,85105.0,italian trap,58.0,artist
Paloma Faith,4fwuXg6XQHfdlOdmw36OHa,1502540.0,,65.0,artist
Isaiah Rashad,6aaMZ3fcfLv4tEbmY7bjRM,1606288.0,,65.0,artist
Lloyd,1Xfmvd48oOhEWkscWyEbh9,2784140.0,r&b,70.0,artist
KC Rebell,5p7mWeX4RlvqBCxylfiXdE,1196014.0,german hip hop,60.0,artist
Aimyon,5kVZa4lFUmAQlBogl1fkd6,6014738.0,j-pop,69.0,artist
Hev Abi,4zpGxqF6oI1h3f6Md2v42T,4767047.0,"pinoy hip hop, pinoy r&b, opm, p-pop",68.0,artist
Dulce MarÃ­a,0V3mYPpBk7ziDBFpdvn6sl,569.0,"kundiman, harana, bisrock",41.0,artist
KSI,3kYFawNQVZ00FQbgs4rVBe,131777.0,pop punk,39.0,artist
De La Rose,54seKvtsZauR1iauN0ptpo,1500196.0,,78.0,artist
Alexis y Fido,7tU1VKOuxiNZwBZC6RHidA,5357155.0,"reggaeton, urbano latino",67.0,artist
Lennon Stella,1cZQSpDsxgKIX2yW5OR9Ot,396934.0,,57.0,artist
Arthur Nery,7uDdl5V5AETSFY7K3muu22,8404228.0,"opm, harana, p-pop, pinoy r&b, kundiman, pinoy indie",72.0,artist
Sofia Carson,7bp2lSdh12wcA8LyB1srfJ,3737328.0,,68.0,artist
Randy Nota Loca,7qYeIN2r4H1kBvr0Gm9Iav,817016.0,reggaeton,69.0,artist
Duke Dumont,61lyPtntblHJvA7FMMhi7E,796995.0,house,66.0,artist
BIA,4L9VftgkqPPV0KXjzM0SIh,661.0,,7.0,artist
AYLIVA,2rEVnwCPBeGkWMv425KoG1,2299495.0,german pop,70.0,artist
"HÃ©ctor ""El Father""",,,,,
Sam Fender,6zlR5ttMfMNmwf2lecU9Cc,1211792.0,,73.0,artist
Azet,6V394G6torkxVfqL39qEgK,729.0,"koplo, dangdut, sholawat",7.0,artist
The Verve,2cGwlqi3k18jFpUyTrsR84,2746806.0,"britpop, shoegaze",69.0,artist
FMK,6gjAbs229sNHhSskJpQ2mG,882.0,opera,20.0,artist
Vaali,7m3MZA0qYo7ZHvsDONlc5r,222105.0,"tamil pop, tamil dance, kollywood",67.0,artist
Los Plebes del Rancho de Ariel Camacho,2Lxa3SFNEW0alfRvtdXOul,4648352.0,"banda, corrido, sierreño, norteño, música mexicana",68.0,artist
Lola Young,67FB4n52MgexGQIG8s0yUH,1476148.0,,78.0,artist
Jasleen Royal,74OaRjmyh0XyRZsQQQ5l7c,3666107.0,"hindi pop, bollywood, desi, gujarati pop, hindi indie",69.0,artist
MC Marks,04QHNiih9ZesPvals6II1h,2343519.0,"funk consciente, brazilian funk, trap funk",71.0,artist
James Hype,43BxCL6t4c73BQnIJtry5v,496787.0,"house, tech house",69.0,artist
Bob Seger,485uL27bPomh29R4JmQehQ,2888154.0,classic rock,68.0,artist
Men I Trust,3zmfs9cQwzJl575W1ZYXeT,2333235.0,"bedroom pop, indie pop",69.0,artist
Pesado,4BwiodzEp9Hwes5HeFjMVK,2605424.0,"norteño, grupera, banda, tejano, cumbia norteña, ranchera",68.0,artist
Fabri Fibra,7u710e44HW3K7A5eTnRqHC,1675582.0,italian trap,66.0,artist
Mike Perry,6lB8vOoI4DRrrVxXwuV19c,1408027.0,tropical house,57.0,artist
Pet Shop Boys,2ycnb8Er79LoH2AsR5ldjh,2202459.0,"synthpop, new wave",69.0,artist
Moira Dela Torre,0rZRTXEmmPmx6gt92tBqIc,10604714.0,"opm, p-pop, harana, pinoy indie, kundiman",64.0,artist
Eve,3kYFawNQVZ00FQbgs4rVBe,131777.0,pop punk,39.0,artist
Edwin Luna y La Trakalosa de Monterrey,4LFOoXhMhnq9U8VsZkSwxl,4529968.0,"banda, norteño",66.0,artist
PolimÃ¡ Westcoast,768O5GliF0bqscyghggrbE,589534.0,"chilean trap, reggaeton chileno, chilean mambo",61.0,artist
LiSA,68QvqbdqwqqjW39YpUJHdG,69259.0,swedish pop,45.0,artist
Deep Purple,568ZhdwyaiCyOGJRtNYhWf,5996459.0,"hard rock, classic rock, rock",65.0,artist
Ghali,3egWSWp7Y4FyCKIyvXbw7L,3344470.0,italian trap,64.0,artist
Nikhita Gandhi,3tPQOjkxO3mrYrrgkTeXgH,1115570.0,"bollywood, hindi pop",69.0,artist
Last Child,1v1khTmozNfxB2ET1Ep288,13864977.0,"indonesian pop, indonesian rock, pop punk",70.0,artist
Gloria Groove,7rXMvXRnWHaSwnVvPeUUfw,3802469.0,"brazilian pop, funk pop, pagode, brazilian funk",66.0,artist
Far East Movement,698hF4vcwHwPy8ltmXermq,1106631.0,,65.0,artist
Neto PeÃ±a,,,,,
Myles Smith,3bO19AOone0ubCsfDXDtYt,1335268.0,,75.0,artist
Heart,34jw2BbxjoYalTp8cJFCPv,3011560.0,"classic rock, aor, rock",68.0,artist
Caetano Veloso,7HGNYPmbDrMkylWqeFCOIQ,2606604.0,"mpb, bossa nova, samba",67.0,artist
Grateful Dead,4TMHGUX5WI7OOm53PqSDAT,2039542.0,"jam band, psychedelic rock, acid rock",64.0,artist
Brando,1bdnGJxkbIIys5Jhk1T74v,1544986.0,"worship, christian, ccm",75.0,artist
C-Kan,3E8lSD4uA3IIFzogggovqi,156.0,dub techno,15.0,artist
JP Saxe,66W9LaWS0DPdL7Sz8iYGYe,629124.0,,61.0,artist
Fitz and The Tantrums,4AcHt3JxKy59IX7JNNlZn4,1011128.0,,65.0,artist
Banda Sinaloense MS de Sergio LizÃ¡rraga,,,,,
LuchÃ¨,0jkgNCEAyUXUD4u8nO6olG,8456.0,drift phonk,41.0,artist
DannyLux,6ElqtIfQsAkEYypgfJIjeK,2172590.0,"sad sierreño, corridos tumbados, sierreño, corrido, música mexicana, electro corridos",69.0,artist
Nate Ruess,1qUjOF5fzrpoNycD36b2jZ,356085.0,,65.0,artist
The Chicks,25IG9fa7cbdmCIy3OnuH57,1547063.0,country,65.0,artist
Smash Mouth,2iEvnFsWxR0Syqu2JNopAd,1199670.0,,65.0,artist
Boef,0Jsk5iYMr5aNjHury7blm1,1432646.0,,61.0,artist
RBD,3cdy10Sdneled46d13A74S,4522.0,,19.0,artist
Omar Varela,5xIOUIBQhGFX7HIj8lhdyU,126956.0,"rkt, argentine trap, turreo, trap",64.0,artist
Alonzo,2z2TRvloJt4EfUNQp9rHAi,2226926.0,"french rap, pop urbaine, french r&b",65.0,artist
Indila,0FEJqmeLRzsXj8hgcZaAyB,2558256.0,french pop,70.0,artist
Omar Apollo,5FxD8fkQZ6KcsSYupDVoSO,1132805.0,bedroom pop,67.0,artist
Maxwell,2AOt5htsbtyaHd5Eq3kl3j,1807065.0,"neo soul, quiet storm, r&b",59.0,artist
Yng Lvcas,1NNRWkhwmcXRimFYSBpB1y,446986.0,"reggaeton mexa, reggaeton, electro corridos, dembow belico",66.0,artist
J Hus,2a0uxJgbvvIRI4GX8pYfcr,1371109.0,"afroswing, grime, uk grime, afrobeats",63.0,artist
Bacilos,1mux8L6xg2Cmrc7k0wQczl,2068278.0,"colombian pop, latin pop",66.0,artist
Pedro Lotto,23ot0eI6ByBW6LrlBfr2bm,167989.0,"brazilian hip hop, brazilian trap, trap funk, trap, brazilian funk",67.0,artist
Seafret,4Ly0KABsxlx4fNj63zJTrF,1092705.0,,65.0,artist
Haze,6V394G6torkxVfqL39qEgK,729.0,"koplo, dangdut, sholawat",7.0,artist
Lindsey Stirling,378dH6EszOLFShpRzAQkVM,2427301.0,,64.0,artist
MC Cebezinho,5Dz2FizMLqV0Cr3c8uhEcF,1946581.0,"brazilian funk, funk consciente, trap funk",72.0,artist
LSD,6IZ4ctovY9dl7bgHClAvKJ,361325.0,,60.0,artist
James Brown,7GaxyUddsPok8BuhxN6OUW,2322771.0,"funk, soul, motown, classic soul",62.0,artist
HWASA,7bmYpVgQub656uNTu6qGNQ,5654450.0,k-pop,58.0,artist
Arjan Dhillon,64DvMieEUCdrYKmEIhDt8G,4013578.0,"punjabi pop, punjabi hip hop, bhangra",71.0,artist
wave to earth,5069JTmv5ZDyPeZaCCXiCg,4935563.0,,72.0,artist
Steven Universe,4rF7c8zpCKzuSXohs2HIpA,1201974.0,,66.0,artist
Destroy Lonely,1HPW4jeRjXBFRoUnSvBzoD,1703112.0,rage rap,72.0,artist
Freddie Gibbs,0Y4inQK6OespitzD6ijMwb,1482966.0,"alternative hip hop, jazz rap",69.0,artist
Jake Owen,1n2pb9Tsfe4SwAjmUac6YT,2001649.0,"country, acoustic country",60.0,artist
Ilaiyaraaja,3m49WVMU4zCkaVEKb8kFW7,14907333.0,"tamil pop, kollywood",73.0,artist
Brandon Lake,1bdnGJxkbIIys5Jhk1T74v,1544986.0,"worship, christian, ccm",75.0,artist
The Paper Kites,79hrYiudVcFyyxyJW0ipTy,895995.0,indie folk,67.0,artist
Digital Farm Animals,5fyDppLDl1juIu1BcUT5zh,81189.0,,56.0,artist
BENEE,0Cp8WN4V8Tu4QJQwCN5Md4,871224.0,,63.0,artist
Taiu,5szJHKg5xeUlQ9pTqzdpic,118945.0,argentine trap,65.0,artist
Lomepal,1Yfe3ONJlioHys7jwHdfVm,2029359.0,french rap,58.0,artist
Juanka,3Wb38LDP3N4tkobValgE9D,882769.0,"reggaeton chileno, reggaeton, neoperreo, trap latino",66.0,artist
Greta Van Fleet,4NpFxQe2UvRCAjto3JqlSl,2766125.0,rock,64.0,artist
Jorge Rivera-Herrans,2kdmTOXncgNHSuYVMhdd5I,1032116.0,musicals,76.0,artist
Kiiara,4u5smJBskI6Adzv08PuiUP,935551.0,,58.0,artist
Ana Mena,6k8mwkKJKKjBILo7ypBspl,1084356.0,,68.0,artist
LATIN MAFIA,6XTGKOV9jceQ6f67lnhpbF,1816149.0,latin r&b,75.0,artist
Christian ChÃ¡vez,,,,,
Alphaville,0xliTEbFfy5HQHvsTknTkX,1082990.0,synthpop,69.0,artist
The Kinks,1SQRv42e4PjEYfPhS0Tk9E,2820461.0,"proto-punk, baroque pop",63.0,artist
Tokischa,2p4aN0Uxkk3iT3HK0cJ2cJ,1636679.0,"dembow, neoperreo",69.0,artist
Madlib,5LhTec3c7dcqBvpLRWbMcf,563348.0,"experimental hip hop, alternative hip hop, jazz rap",65.0,artist
Kausar Munir,3GBSge8pq7mpezUQl0GAOA,1333722.0,"bollywood, hindi pop, desi, qawwali, sufi",71.0,artist
Xavier Wulf,3uo0ix4Y67XHVWBhXXIY1S,1162023.0,"cloud rap, underground hip hop, emo rap",68.0,artist
Hayley Williams,6Rx1JKzBrSzoKQtmbVmBnM,988577.0,art pop,72.0,artist
Sheff G,1tG7s7S4sq2eFFW0QZyLbm,1232628.0,"brooklyn drill, new york drill, drill",64.0,artist
London Grammar,3Bd1cgCjtCI32PYvDC3ynO,1645090.0,,64.0,artist
Yo-Yo Ma,5Dl3HXZjG6ZOWT5cV375lk,652136.0,"classical, chamber music",65.0,artist
ZÃ© Vaqueiro,,,,,
Disciples,5EehXjjMktLuJmbRsM7YfB,273338.0,house,63.0,artist
Pinkfong,7cTXfwpe9peK0UE1bZyIWZ,447887.0,"children's music, lullaby",67.0,artist
Pras,3L7L7o7SKkWI8wsU43ycRl,314.0,,11.0,artist
Silvestre Dangond,3OcvS8PzSGYMBvLdzY6g3e,6005947.0,"vallenato, colombian pop",68.0,artist
Craig David,2JyWXPbkqI5ZJa3gwqVa0c,983302.0,,63.0,artist
reezy,1ul8iLt2WnFe2UIyovjg7q,708641.0,german hip hop,70.0,artist
MarÃ­a JosÃ©,31E5ZcoDk81hY5vXyvjre9,0.0,,0.0,artist
Roy Orbison,0JDkhL4rjiPNEp92jAgJnS,2315688.0,rockabilly,65.0,artist
Christopher von Uckermann,5O8cudluftNZ6PCwRzvYxo,148727.0,,66.0,artist
Colby O'Donis,7fObcBw9VM3x7ntWKCYl0z,178369.0,,70.0,artist
The-Dream,1W3FSF1BLpY3hlVIgvenLz,1382679.0,r&b,66.0,artist
Ruel,5tIkXJTex4JY7cv9mmgAZx,649382.0,,62.0,artist
Kool & The Gang,3VNITwohbvU5Wuy5PC6dsI,2819461.0,"disco, funk",67.0,artist
Gigi Perez,1iCnM8foFssWlPRLfAbIwo,1670598.0,,76.0,artist
Jay Sean,4pADjHPWyrlAF0FA7joK2H,2056638.0,,66.0,artist
Mobb Deep,6O2zJ0tId7g07yzHtX0yap,2420948.0,"east coast hip hop, old school hip hop, hardcore hip hop, hip hop, gangster rap",70.0,artist
Bernadya,47z98pKd71yIbgXwe9LPVC,7173910.0,"indonesian pop, indonesian indie",70.0,artist
MadeinTYO,5SyGEPymt1G2uto47tVWvZ,1031673.0,,55.0,artist
MC Davo,3TGeuw7OmACouH5JAKkX7I,2993556.0,"mexican hip hop, latin hip hop",66.0,artist
RIN,6gjAbs229sNHhSskJpQ2mG,882.0,opera,20.0,artist
Royal Philharmonic Orchestra,0MvSBMGRQJY3mRwIbJsqF1,196691.0,"orchestral, classical",68.0,artist
Bas,3kYFawNQVZ00FQbgs4rVBe,131777.0,pop punk,39.0,artist
Beach Bunny,2vnB6tuQMaQpORiRdvXF9H,1860880.0,,65.0,artist
Steve Miller Band,6QtGlUje9TIkLrgPZrESuk,3354674.0,classic rock,65.0,artist
Simple Minds,6hN9F0iuULZYWXppob22Aj,2339876.0,new wave,66.0,artist
GROUPLOVE,3kVUvbeRdcrqQ3oHk5hPdx,1256087.0,indie,61.0,artist
Dance Fruits Music,3HphLd0XiELTvIPYf55dYC,557260.0,"deep house, slap house",56.0,artist
Fernandinho,6iAY2AyUZLSX3PWLIAfFZY,7386201.0,"gospel, brazilian gospel, worship",72.0,artist
Gilberto Santa Rosa,27vNK840zYq6IfDijHPsv1,3718929.0,"salsa, merengue",68.0,artist
Grupo RevelaÃ§Ã£o,,,,,
ZHU,28j8lBWDdDSHSSt5oPlsX2,973224.0,edm,61.0,artist
Jack Ã,4mxWe1mtYIYfP040G38yvS,3384075.0,"country, christian country, classic country",73.0,artist
Cash Cash,6kACVPfCOnqzgfEF5ryl0x,6914499.0,"classic country, outlaw country, country",73.0,artist
SDP,3kYFawNQVZ00FQbgs4rVBe,131777.0,pop punk,39.0,artist
Ajaxx,3EK1eCIbh3eDCkLdbMQHpT,3493.0,,16.0,artist
Veronica Maggio,2OIWxN9xUhgUHkeUCWCaNs,633150.0,swedish pop,61.0,artist
