artist,followers,genres,popularity,type,rank,daily streams,peak daily,monthly listeners,total_page_views,total_songs_count,songs_with_duration_count
Rich Homie Quan,2927722.0,southern hip hop,65.0,artist,"2,974.5",0.713,"1,063.4",913.1,4488809.0,10.0,1.0
Timmy Trumpet,1305759.0,"melbourne bounce, big room",70.0,artist,"2,973.9",1.151,"1,816.3",173.5,186567.0,11.0,5.0
Scooter,963723.0,"happy hardcore, eurodance",66.0,artist,"1,857.8",0.721,"1,760.0","1,429.6",0.0,1.0,1.0
Loud Luxury,693107.0,nan,64.0,artist,"2,956.0",0.423,"2,666.4",89.4,1250654.0,11.0,4.0
Kelly Rowland,3737971.0,nan,69.0,artist,"2,951.7",1.307,860.6,266.8,1160874.0,16.0,4.0
Jaymes Young,1043986.0,nan,65.0,artist,"2,946.7",0.729,"2,836.8","2,699.6",1305501.0,15.0,10.0
Andrea Bocelli,3207559.0,opera,69.0,artist,"2,946.5",1.272,"2,185.6","1,115.2",1469226.0,12.0,4.0
Summer Cem,1138357.0,german hip hop,63.0,artist,"2,942.5",0.576,"1,559.6",547.2,1272976.0,12.0,2.0
KC Rebell,1196014.0,german hip hop,60.0,artist,"2,173.4",0.406,"1,640.9",552.8,2635573.0,16.0,4.0
Miksu / Macloud,185654.0,"german hip hop, german indie, german indie pop",63.0,artist,"1,707.2",0.523,881.2,0.1,239834.0,7.0,6.0
Tayc,3767745.0,"french r&b, pop urbaine, afrobeats, afrobeat",70.0,artist,"2,938.6",1.349,"2,097.2","1,627.4",590682.0,13.0,6.0
Bea Miller,3071218.0,nan,62.0,artist,"2,933.2",0.504,"1,778.2","1,402.3",1263651.0,16.0,8.0
Robin Thicke,1976848.0,nan,63.0,artist,"2,233.8",0.476,"1,607.3",478.2,5906264.0,15.0,7.0
Blur,406.0,nan,14.0,artist,"2,929.1",0.956,"2,929.1","2,921.1",2485450.0,12.0,6.0
Lupe Fiasco,1986047.0,nan,67.0,artist,"2,553.9",0.979,"2,024.9",879.2,5310730.0,16.0,2.0
KYLE,554669.0,"new york drill, drill, sexy drill, brooklyn drill, jersey club",67.0,artist,"2,922.9",0.265,"2,761.7",633.4,6027950.0,5.0,0.0
HRVY,1683136.0,nan,55.0,artist,"1,260.9",0.165,678.8,570.8,803731.0,12.0,7.0
Jasmine Thompson,867119.0,nan,63.0,artist,"2,917.5",0.533,"1,284.5","1,191.1",416388.0,14.0,8.0
Simple Plan,3926458.0,"pop punk, punk, emo",69.0,artist,"2,913.4",1.197,"2,890.7","2,330.3",1297853.0,15.0,2.0
NCT 127,8253247.0,"k-pop, noise music",70.0,artist,"2,913.1",0.52,"2,725.0","2,709.6",2543090.0,8.0,1.0
MAGIC!,1724.0,nan,34.0,artist,"2,908.8",0.823,"2,638.3","2,485.2",836224.0,1.0,0.0
B.o.B,13388702.0,"reggae, roots reggae",79.0,artist,"6,184.6",3.232,"4,125.7",503.3,341589.0,1.0,0.0
Social House,200623.0,nan,62.0,artist,"1,707.1",0.524,625.0,71.5,427617.0,8.0,5.0
Lady A,42478653.0,"art pop, pop",89.0,artist,"2,907.9",0.975,"2,772.5","2,765.8",753682.0,10.0,0.0
The Who,5835172.0,"classic rock, rock",66.0,artist,"2,905.1",0.799,"2,905.1","2,866.0",1902229.0,7.0,2.0
sombr,2872384.0,nan,85.0,artist,"2,904.5",11.86,"2,884.0","2,884.0",1737702.0,7.0,7.0
Montell Fish,2139061.0,nan,73.0,artist,"2,889.0",2.214,"2,786.1","2,700.8",513453.0,15.0,6.0
Pantera,6291371.0,"groove metal, metal, thrash metal, heavy metal",71.0,artist,"2,884.4",1.688,"2,884.4","2,884.4",1608382.0,14.0,6.0
Modest Mouse,1573951.0,"indie rock, indie, alternative rock",63.0,artist,"1,750.7",0.446,"1,750.7","1,748.9",1812852.0,16.0,4.0
Taco Hemingway,1784861.0,nan,68.0,artist,"2,880.7",1.063,"1,728.5","1,091.8",3643019.0,17.0,0.0
Shaboozey,1463218.0,nan,76.0,artist,"2,879.9",2.605,"2,540.8","2,063.6",971418.0,12.0,7.0
Paul Simon,2553189.0,singer-songwriter,67.0,artist,"2,879.3",0.86,"2,755.0","2,618.0",2273763.0,15.0,4.0
Moby,2071936.0,"downtempo, trip hop",68.0,artist,"2,878.5",1.082,"2,439.0","2,101.5",758492.0,11.0,7.0
Kate Bush,2526838.0,"art pop, baroque pop, art rock",70.0,artist,"2,874.5",1.48,"2,872.9","2,871.1",7358781.0,19.0,11.0
Vintage Culture,1997668.0,"brazilian bass, electronic, electro",70.0,artist,"2,873.0",1.087,"1,507.5",27.6,79463.0,9.0,2.0
Supertramp,3975522.0,"progressive rock, classic rock",69.0,artist,"2,871.3",1.034,"2,871.3","2,868.4",1463891.0,14.0,3.0
Riley Green,1385288.0,country,76.0,artist,"2,859.9",3.227,"2,466.5","2,118.2",827368.0,14.0,9.0
Ella Langley,703959.0,country,77.0,artist,"1,215.7",3.823,952.9,623.9,355880.0,14.0,3.0
Audioslave,5161974.0,"grunge, post-grunge, alternative metal",70.0,artist,"2,858.4",1.408,"2,858.4","2,858.4",3514431.0,17.0,16.0
Cher,2767.0,"midwest emo, math rock",9.0,artist,"2,858.3",1.062,"2,786.7","2,432.9",1244180.0,3.0,2.0
Modern Talking,2176552.0,"europop, italo disco, eurodance",70.0,artist,"2,265.6",1.609,"2,265.6","2,071.6",1347910.0,15.0,7.0
Beastie Boys,3167087.0,"rap rock, old school hip hop, east coast hip hop, hip hop",67.0,artist,"2,856.5",0.947,"2,856.2","2,726.7",2681334.0,15.0,2.0
Quinn XCII,809363.0,nan,60.0,artist,"2,853.6",0.312,"2,087.4","1,390.3",1240743.0,14.0,7.0
Louis The Child,490999.0,nan,56.0,artist,"1,520.7",0.157,"1,284.8",64.4,722717.0,14.0,9.0
Hotel Ugly,1081135.0,nan,71.0,artist,"2,852.8",1.741,"2,852.8","2,852.8",53766.0,14.0,1.0
fun.,882.0,opera,20.0,artist,"2,850.6",0.826,"2,802.9","1,318.2",3038656.0,2.0,0.0
Nina Simone,3237795.0,"vocal jazz, jazz blues, soul, soul jazz, jazz, blues",68.0,artist,"2,848.3",1.172,"2,846.7","2,617.5",3771124.0,16.0,3.0
NEFFEX,2778294.0,nan,68.0,artist,"2,846.0",0.856,"2,795.4","2,777.7",1375662.0,16.0,10.0
Grupo Bryndis,3315314.0,"grupera, cumbia",72.0,artist,"2,844.5",2.048,"2,804.0","2,691.1",17377.0,15.0,7.0
Megadeth,6170159.0,"thrash metal, metal, heavy metal, speed metal",70.0,artist,"2,841.0",1.806,"2,834.4","2,815.3",1791527.0,15.0,5.0
Banda Los Recoditos,5110238.0,"banda, norteño, corrido, música mexicana",67.0,artist,"2,831.5",1.131,"2,782.6","2,729.6",111667.0,15.0,11.0
Gotye,2261457.0,nan,69.0,artist,"2,828.5",1.058,"2,821.7",256.9,2695606.0,12.0,7.0
The Jackson 5,1882674.0,"motown, christmas",65.0,artist,"2,828.0",0.747,"2,813.8","2,808.6",1823594.0,15.0,0.0
Hamza,1797861.0,"french rap, pop urbaine, french r&b",73.0,artist,"2,827.1",2.151,"1,649.2","1,126.2",1236202.0,11.0,4.0
Twista,1239255.0,nan,65.0,artist,"1,903.3",0.682,"1,015.9",90.7,2334422.0,14.0,0.0
Jamie Foxx,1312446.0,nan,68.0,artist,"2,821.4",1.317,740.7,180.2,732366.0,10.0,2.0
will.i.am,4434014.0,nan,73.0,artist,"6,141.4",2.407,"2,660.6",536.3,42061.0,1.0,1.0
Duelo,29432.0,"gospel, african gospel",29.0,artist,"2,820.1",1.506,"2,657.4","2,655.9",92996.0,9.0,7.0
Kimbra,493564.0,nan,69.0,artist,"2,817.5",1.211,176.0,166.8,210652.0,13.0,10.0
The Living Tombstone,4892562.0,nan,71.0,artist,"2,814.9",2.02,"2,731.4","1,830.7",7329780.0,19.0,10.0
De La Soul,1175375.0,"jazz rap, east coast hip hop",73.0,artist,"2,810.9",2.085,365.0,147.8,902842.0,15.0,6.0
Artemas,1386318.0,nan,75.0,artist,"2,803.7",2.523,"2,765.8","2,724.4",744494.0,10.0,3.0
Gurinder Gill,1149200.0,"punjabi hip hop, punjabi pop, bhangra, desi, desi hip hop",67.0,artist,"2,802.7",1.189,272.4,64.2,39040.0,4.0,0.0
MAX,1724.0,nan,34.0,artist,"2,799.6",0.487,"1,999.9",470.6,1655593.0,3.0,0.0
Karthik,5539950.0,"telugu pop, tollywood, tamil pop, kollywood, kannada pop, malayalam pop, mollywood, tamil dance",74.0,artist,"2,798.4",2.422,"1,385.9",306.4,32697.0,8.0,2.0
Vigiland,255849.0,melbourne bounce,50.0,artist,"1,218.3",0.087,"1,109.8",587.7,166559.0,13.0,7.0
A7S,34205.0,cumbia,50.0,artist,"2,796.0",0.465,75.2,50.1,5404.0,5.0,1.0
Tash Sultana,1788184.0,nan,61.0,artist,"1,278.7",0.375,"1,163.0","1,139.6",1269893.0,15.0,10.0
H.E.R.,8709031.0,r&b,74.0,artist,"7,040.5",2.423,"3,605.2","2,084.5",211312.0,1.0,0.0
Broederliefde,571551.0,nan,61.0,artist,"1,391.4",0.448,"1,201.9",602.3,1077636.0,15.0,0.0
Jungle,1747032.0,nan,69.0,artist,"2,795.8",1.229,"2,751.7","2,319.9",233820.0,2.0,0.0
Malik Montana,1389224.0,nan,69.0,artist,"1,771.6",1.366,"1,187.3",388.0,1700042.0,15.0,0.0
Hippie Sabotage,1072523.0,nan,66.0,artist,"2,794.0",0.763,"2,072.7","2,049.4",1106934.0,14.0,6.0
Young Nudy,1690390.0,nan,68.0,artist,"2,790.7",1.189,"1,819.0",802.2,3072227.0,14.0,3.0
Lofi Fruits Music,967955.0,"lo-fi hip hop, lo-fi, lo-fi beats",65.0,artist,"2,789.4",0.626,"2,782.9",16.5,10404.0,3.0,0.0
Salve Malak,174828.0,brazilian hip hop,66.0,artist,"2,787.2",1.116,150.0,nan,0.0,1.0,0.0
John Denver,2575393.0,folk,67.0,artist,"2,782.9",1.013,"2,772.6","2,603.6",5319150.0,16.0,6.0
Djadja & Dinaz,3150766.0,"french rap, pop urbaine",69.0,artist,"2,782.9",1.389,"2,782.9","2,729.2",1748233.0,15.0,0.0
Mahalini,19075884.0,"indonesian pop, malay",72.0,artist,"2,780.7",2.005,"2,671.3","2,415.8",119246.0,15.0,0.0
Gym Class Heroes,1678123.0,nan,68.0,artist,"2,780.4",1.146,"2,780.4",819.9,2378625.0,16.0,3.0
INNA,1534853.0,europop,70.0,artist,"2,776.3",1.495,"1,985.2","1,311.5",907567.0,11.0,6.0
Hardwell,3598017.0,"big room, edm, progressive house, techno",66.0,artist,"2,767.2",0.64,"2,021.4",226.9,287482.0,16.0,1.0
JP Saxe,629124.0,nan,61.0,artist,"2,110.1",0.378,"2,022.8",444.9,1574513.0,14.0,9.0
Evaluna Montaner,1137526.0,nan,61.0,artist,"2,764.1",0.76,96.2,38.6,0.0,7.0,0.0
Estopa,2398191.0,"flamenco, flamenco pop",67.0,artist,"2,763.9",0.902,"2,367.6","2,143.1",29700.0,15.0,3.0
UB40,2637978.0,reggae,68.0,artist,"2,763.0",1.046,"2,732.5","2,529.6",775900.0,15.0,2.0
SDM,34319.0,"african gospel, gospel",21.0,artist,"2,757.2",2.738,"1,747.6","1,217.1",499287.0,14.0,6.0
Baby Gang,2645973.0,italian trap,72.0,artist,"2,756.3",1.845,"1,811.0",371.3,427892.0,7.0,0.0
UZI,1724.0,nan,34.0,artist,"3,689.8",4.197,"2,885.7","2,051.0",657851.0,3.0,0.0
Thundercat,1532416.0,nan,68.0,artist,"2,747.3",1.107,"1,706.5","1,340.0",1015452.0,15.0,9.0
Lauren Daigle,3140944.0,"christian, worship, ccm, christian pop",68.0,artist,"2,740.0",0.992,"2,479.5","2,442.9",1740246.0,15.0,12.0
Patrick Watson,923197.0,nan,70.0,artist,"2,739.8",1.426,"1,979.7","1,889.1",825827.0,13.0,4.0
Nadin Amizah,11185574.0,"indonesian indie, indonesian pop",74.0,artist,"2,739.4",3.095,"2,373.5","2,350.7",495047.0,14.0,5.0
Yura Yunita,3741658.0,"indonesian pop, indonesian jazz, indonesian indie",61.0,artist,"1,229.8",0.583,"1,154.2",897.8,315022.0,15.0,8.0
Omah Lay,5613809.0,"afrobeats, afrobeat, afropop, afro r&b, afropiano, afro soul",73.0,artist,"2,738.1",2.254,"1,836.2","1,579.1",919600.0,13.0,9.0
Ben Howard,2001145.0,"indie folk, folk pop",63.0,artist,"2,735.8",0.517,"2,733.3","2,684.1",1147528.0,15.0,11.0
Takagi & Ketra,530234.0,nan,60.0,artist,"1,404.4",0.364,718.3,36.1,160660.0,12.0,6.0
Current Joys,1766625.0,lo-fi indie,69.0,artist,"1,988.0",1.397,"1,988.0","1,979.2",1111091.0,15.0,9.0
Natiruts,3603994.0,"reggae, mpb, roots reggae",68.0,artist,"2,726.9",1.11,"2,552.0","1,814.8",19360.0,15.0,7.0
Jenni Rivera,4846049.0,"banda, ranchera, mariachi, música mexicana, grupera",69.0,artist,"2,720.0",1.469,"2,662.2","2,416.9",389678.0,14.0,2.0
Chris Young,2921244.0,"country, acoustic country",65.0,artist,"2,718.0",0.706,"2,557.9","2,011.4",684086.0,17.0,8.0
Lykke Li,1950218.0,nan,68.0,artist,"2,715.5",0.913,"2,507.9","1,598.3",1251010.0,15.0,10.0
Vampire Weekend,2033222.0,"indie, baroque pop",61.0,artist,"2,712.3",0.402,"2,712.3","2,579.4",3830944.0,15.0,13.0
Fireboy DML,4668686.0,"afrobeats, afrobeat, afropop, afro r&b, afropiano, afro soul, afroswing",70.0,artist,"2,223.4",1.476,"1,741.8",874.5,1187282.0,16.0,10.0
Olamide,4305955.0,"afrobeats, afrobeat, afropop, afropiano, azonto, afro adura, afro r&b, afroswing",69.0,artist,"1,236.5",1.069,832.8,302.4,685274.0,14.0,2.0
Eros Ramazzotti,2524050.0,italo dance,70.0,artist,"2,710.7",1.569,"2,630.0","2,111.1",224274.0,15.0,3.0
Manuel Medrano,3367522.0,colombian pop,71.0,artist,"2,707.5",1.679,"2,445.3","2,223.7",103460.0,14.0,0.0
Chino & Nacho,3157023.0,"merengue, reggaeton, latin",65.0,artist,"1,856.8",0.736,"1,745.3",644.0,90446.0,16.0,5.0
Shoreline Mafia,1418928.0,nan,70.0,artist,"2,702.0",1.476,"2,431.1",999.0,5612719.0,19.0,2.0
Nipsey Hussle,3578945.0,west coast hip hop,65.0,artist,"2,699.9",0.631,"2,325.6",963.8,3507926.0,16.0,5.0
Seether,3839759.0,"post-grunge, alternative metal, rock",70.0,artist,"2,697.3",1.282,"2,697.3","2,689.2",959171.0,14.0,1.0
Sky Rompiendo,545120.0,reggaeton,69.0,artist,"2,696.5",1.302,823.4,nan,74304.0,3.0,0.0
Leona Lewis,3790888.0,nan,66.0,artist,"2,696.5",0.744,"2,329.7","2,130.8",1812844.0,16.0,10.0
Surfaces,983947.0,nan,61.0,artist,"2,694.1",0.339,"2,672.3","2,286.3",910815.0,16.0,13.0
Talking Heads,2858785.0,"new wave, post-punk",70.0,artist,"2,692.9",2.14,"2,692.9","2,649.0",3907616.0,15.0,2.0
C418,1326128.0,nan,73.0,artist,"2,692.7",2.052,"2,692.7","2,685.0",59645.0,15.0,6.0
Ed Maverick,3809974.0,"mexican indie, latin folk",69.0,artist,"2,691.4",1.228,"2,404.9","2,080.1",354626.0,11.0,2.0
Spice Girls,4251960.0,nan,67.0,artist,"2,689.4",0.875,"2,687.6","2,676.2",2444540.0,16.0,13.0
Ultimo,3967498.0,nan,67.0,artist,"2,686.5",0.864,"2,473.8","2,471.2",1470027.0,13.0,10.0
Olly Murs,3185337.0,nan,62.0,artist,"2,685.8",0.497,"2,620.3","1,150.1",707076.0,16.0,9.0
Aloe Blacc,743890.0,nan,63.0,artist,"2,680.4",0.506,"1,119.9","1,081.6",1169772.0,15.0,10.0
Max Richter,1141523.0,"neoclassical, minimalism, classical, ambient",72.0,artist,"2,679.5",0.971,"2,672.1","1,389.1",45185.0,16.0,4.0
Billy Idol,2475913.0,nan,71.0,artist,"2,679.4",2.056,"2,414.6","2,285.9",2067215.0,14.0,5.0
Lucky Daye,884724.0,nan,62.0,artist,"1,314.4",0.486,843.9,660.9,721312.0,14.0,10.0
The Score,1552407.0,nan,65.0,artist,"2,677.2",0.724,"2,677.2","2,521.9",1119359.0,16.0,12.0
Fugees,1667313.0,east coast hip hop,65.0,artist,"1,972.0",0.76,"1,942.3","1,624.3",6576692.0,20.0,17.0
Koe Wetzel,1066611.0,"red dirt, texas country, country, country rock",70.0,artist,"2,311.8",1.551,"2,226.9","1,843.5",935567.0,15.0,3.0
Air Supply,5330314.0,soft rock,71.0,artist,"2,674.1",1.621,"2,671.8","2,660.7",1353311.0,15.0,9.0
Duran Duran,3592644.0,"new wave, synthpop",72.0,artist,"2,671.7",2.447,"2,671.7","2,631.1",1363739.0,15.0,7.0
Juicy Luicy,3498040.0,"indonesian pop, indonesian indie",73.0,artist,"2,671.1",2.485,"2,342.3","2,190.7",206739.0,14.0,0.0
Counting Crows,1962274.0,nan,69.0,artist,"2,660.5",1.117,"2,653.9","2,363.4",2574346.0,18.0,12.0
Sandro Cavazza,146390.0,nan,62.0,artist,"2,659.8",0.479,272.5,154.9,173807.0,10.0,4.0
Mariah Angeliq,544827.0,"trap latino, reggaeton",60.0,artist,"1,629.2",0.354,283.2,125.6,74355.0,5.0,2.0
Dhanush,14488733.0,"tamil dance, tamil pop, kollywood",72.0,artist,"2,647.9",2.033,583.7,31.2,18328.0,7.0,1.0
Trevor Daniel,929325.0,nan,60.0,artist,"2,643.6",0.336,"2,479.0","2,128.8",2152733.0,17.0,14.0
Chicago,4701795.0,"yacht rock, soft rock",70.0,artist,"2,635.8",1.435,"2,635.8","2,630.3",1093543.0,4.0,1.0
Big Ali,29387.0,nan,59.0,artist,"2,634.6",1.551,22.5,nan,48412.0,7.0,0.0
Bob Sinclar,735892.0,"french house, disco house",70.0,artist,"2,328.3",1.46,"2,249.1",517.5,264078.0,16.0,5.0
Sheila On 7,12398261.0,"indonesian pop, malay, indonesian rock, indorock",75.0,artist,"2,634.4",2.809,"2,634.4","2,612.6",1489067.0,15.0,0.0
LMFAO,4440905.0,nan,67.0,artist,"2,630.4",1.037,"2,256.8",909.0,2772397.0,18.0,9.0
Eurythmics,2338932.0,"new wave, synthpop",68.0,artist,"2,623.4",1.269,"2,603.8",1.4,4307072.0,17.0,9.0
Jacquees,3527217.0,"r&b, trap soul",67.0,artist,"2,623.2",0.973,"1,881.0","1,063.2",6777847.0,19.0,4.0
Coi Leray,936735.0,nan,66.0,artist,"2,621.4",0.89,"1,040.7",698.6,1639659.0,12.0,9.0
Freddie Dredd,1935381.0,phonk,65.0,artist,"2,619.0",0.662,"2,299.0","2,105.3",1690157.0,15.0,6.0
Tori Kelly,2191777.0,nan,64.0,artist,"2,614.5",0.567,"1,793.7","1,224.1",1596053.0,13.0,3.0
for KING & COUNTRY,1525981.0,"christian, ccm, christian pop, worship",65.0,artist,"1,423.8",0.646,"1,398.3","1,088.3",1148190.0,17.0,4.0
Deorro,1267431.0,"melbourne bounce, electro house",64.0,artist,"2,612.9",0.608,"2,322.8",413.2,335313.0,14.0,8.0
Antonio Aguilar,3953100.0,"ranchera, mariachi, norteño, corrido, música mexicana, banda",71.0,artist,"2,612.7",2.122,"2,457.1","2,248.6",244504.0,15.0,5.0
Franco De Vita,6236079.0,latin pop,67.0,artist,"2,612.7",0.898,"2,409.0","1,582.3",114003.0,15.0,1.0
CKay,1697841.0,"afrobeats, afrobeat, afro r&b, afropop",67.0,artist,"2,612.6",0.77,"2,506.6","1,401.4",1169184.0,11.0,1.0
City Girls,2822298.0,nan,61.0,artist,"2,320.0",0.476,"1,162.2",704.3,4815289.0,13.0,8.0
M.I.A.,69576.0,"classical, chamber music, orchestral",67.0,artist,"2,604.5",0.903,"1,962.7","1,809.6",1522959.0,2.0,0.0
Pia Mia,1930267.0,nan,57.0,artist,"1,253.1",0.255,"1,095.9",322.7,2799566.0,18.0,8.0
Omarion,3287078.0,r&b,60.0,artist,"1,464.0",0.376,"1,168.7",428.2,3251038.0,13.0,2.0
EJAE,457651.0,k-pop,88.0,artist,"2,603.7",14.544,2.9,2.9,339599.0,3.0,1.0
Earl Sweatshirt,2393989.0,"experimental hip hop, alternative hip hop",68.0,artist,"2,603.0",0.932,"1,466.9",750.9,12602391.0,19.0,4.0
Def Leppard,5685552.0,"glam metal, glam rock, classic rock",69.0,artist,"2,598.7",1.322,"2,598.7","2,576.0",1316590.0,15.0,6.0
CORPSE,2395811.0,trap metal,60.0,artist,"1,769.5",0.329,"1,564.8",729.0,2613304.0,9.0,0.0
Kordhell,1437778.0,"phonk, drift phonk",66.0,artist,"2,596.1",0.707,"2,380.0","2,097.7",167231.0,10.0,4.0
Neil Young,3348079.0,"classic rock, folk rock, singer-songwriter, roots rock",70.0,artist,"2,595.0",1.453,"2,569.8","2,105.9",4548900.0,16.0,3.0
INXS,88.0,nan,23.0,artist,"2,592.0",1.203,"2,563.4","2,551.5",724974.0,15.0,8.0
Julio Iglesias,3600483.0,bolero,70.0,artist,"2,591.6",1.51,"2,442.7","2,040.6",227316.0,16.0,4.0
REI AMI,295553.0,nan,87.0,artist,"2,587.8",12.795,97.9,88.8,148082.0,10.0,1.0
Dalmata,2024585.0,reggaeton,63.0,artist,"1,523.2",0.833,560.7,253.1,20911.0,3.0,0.0
Boy Wonder CF,169338.0,reggaeton,64.0,artist,"1,827.6",1.096,"1,817.7",nan,149572.0,11.0,0.0
Lily-Rose Depp,604385.0,nan,74.0,artist,"2,585.0",2.479,71.9,71.9,112485.0,3.0,0.0
Vaundy,3559733.0,"j-pop, japanese indie, j-rock, anime",71.0,artist,"2,584.8",1.622,"2,507.6","2,479.3",31981.0,1.0,0.0
Pashanim,1259900.0,german hip hop,72.0,artist,"2,583.8",1.785,"2,374.3","2,108.7",978110.0,12.0,7.0
BHZ,214.0,nan,12.0,artist,"1,383.0",0.3,663.8,57.6,383907.0,11.0,0.0
JC Reyes,1548147.0,flamenco urbano,76.0,artist,"2,577.8",3.584,"1,687.2",234.9,59528.0,10.0,2.0
Kidd Voodoo,1000896.0,"reggaeton chileno, chilean trap",74.0,artist,"1,696.4",2.528,"1,077.8",141.2,118104.0,11.0,0.0
Majid Jordan,1011264.0,nan,66.0,artist,"2,575.0",0.788,"1,017.5",616.3,1441288.0,14.0,10.0
Ronnie Flex,609197.0,nederpop,67.0,artist,"2,569.6",0.886,726.0,132.6,995414.0,11.0,3.0
MC Paulin da Capital,2474926.0,"funk consciente, brazilian funk, trap funk",67.0,artist,"1,308.7",0.973,528.4,41.8,0.0,15.0,3.0
Santhosh Narayanan,3668980.0,"tamil pop, kollywood, tamil hip hop, tamil dance",71.0,artist,"2,559.1",2.052,"1,931.5",82.6,91457.0,14.0,1.0
MKTO,1103046.0,nan,62.0,artist,"2,559.1",0.458,"2,536.1","2,487.7",1778525.0,16.0,10.0
Fonseca,3465472.0,"colombian pop, latin pop",69.0,artist,"2,552.8",1.105,"2,066.8","1,609.8",85408.0,9.0,8.0
Pamungkas,6927252.0,"indonesian indie, indonesian pop",72.0,artist,"2,552.0",2.68,"2,542.4","2,502.1",1528073.0,15.0,0.0
Ray Charles,2633997.0,"jazz blues, soul, soul blues, blues, classic soul, vocal jazz",68.0,artist,"2,550.7",1.368,"2,498.7","2,213.1",1517816.0,12.0,4.0
Los Cadetes De Linares,3375432.0,"norteño, corrido, ranchera, bolero, banda, grupera, música mexicana",70.0,artist,"2,549.9",2.081,"2,549.5","2,536.6",64264.0,15.0,0.0
White 2115,1502273.0,nan,67.0,artist,"2,548.2",1.03,"1,234.5",868.9,587457.0,10.0,0.0
Selena Gomez & The Scene,10393653.0,nan,68.0,artist,"2,547.5",0.999,"2,547.5","2,534.8",1078477.0,14.0,5.0
Tiara Andini,9655624.0,"indonesian pop, malay",68.0,artist,"2,538.7",1.425,"1,949.3","1,565.2",22320.0,11.0,0.0
The Walters,1053579.0,nan,69.0,artist,"2,538.4",1.344,"2,533.4","2,530.4",1141665.0,12.0,4.0
Sara Bareilles,1987583.0,nan,62.0,artist,"2,533.1",0.431,"2,390.4","2,304.4",3386928.0,23.0,11.0
Mark Forster,2989605.0,german pop,57.0,artist,"1,249.9",0.231,"1,113.4",811.1,690959.0,14.0,6.0
FiNCH,5388.0,"desi hip hop, hindi hip hop, punjabi hip hop",12.0,artist,"1,496.9",0.833,"1,214.5",494.3,410547.0,10.0,4.0
Imogen Heap,1134306.0,nan,75.0,artist,"2,527.6",3.092,"1,263.7","1,254.1",1299562.0,13.0,10.0
Clams Casino,386358.0,cloud rap,69.0,artist,"1,483.4",1.268,418.2,106.2,267255.0,9.0,7.0
MC PH,3846393.0,"brazilian funk, trap funk, funk consciente, brazilian trap",72.0,artist,"3,653.4",2.176,"1,115.3",178.9,5753.0,2.0,0.0
The National,1683140.0,indie rock,63.0,artist,"2,516.7",0.591,"2,292.5","2,122.6",2241040.0,16.0,0.0
Frenna,666767.0,nan,66.0,artist,"2,263.6",0.711,"1,410.9",402.5,908102.0,14.0,6.0
Carpenters,3812050.0,"christmas, adult standards",68.0,artist,"2,508.1",1.117,"2,508.1","2,424.7",1395843.0,16.0,4.0
Bausa,31418.0,"russelåter, norwegian hip hop, norwegian pop, epadunk",52.0,artist,"2,501.1",0.607,"1,180.5",681.6,1000186.0,11.0,5.0
Cochise,862910.0,rage rap,60.0,artist,"1,340.4",0.345,"1,326.9",730.6,1534604.0,14.0,0.0
Pablo Chill-E,1754185.0,"chilean trap, reggaeton chileno, chilean mambo, mambo, argentine trap, urbano latino",70.0,artist,"2,497.0",1.325,850.6,332.9,544318.0,11.0,0.0
Lainey Wilson,1550518.0,country,73.0,artist,"2,496.7",2.367,"1,738.4","1,719.1",313785.0,12.0,5.0
Cole Swindell,2568870.0,"country, acoustic country",64.0,artist,"2,315.3",0.588,"2,274.3","2,025.0",362441.0,15.0,7.0
Lauren Alaina,731120.0,country,61.0,artist,"1,728.8",0.393,504.9,375.8,132054.0,15.0,4.0
Grimes,2630549.0,art pop,68.0,artist,"2,495.9",0.889,"2,166.5","1,870.6",3723103.0,16.0,10.0
deadmau5,2848060.0,"edm, progressive house, dubstep",66.0,artist,"2,493.8",0.669,"2,045.8",868.4,279515.0,11.0,0.0
Icona Pop,781022.0,nan,66.0,artist,"2,490.2",0.75,"1,964.4",558.8,708153.0,10.0,5.0
Wu-Tang Clan,3716652.0,"east coast hip hop, old school hip hop, hip hop, gangster rap, hardcore hip hop",66.0,artist,"2,481.6",0.848,"2,292.0","1,538.4",10657609.0,15.0,3.0
Angus & Julia Stone,1328179.0,nan,64.0,artist,"2,480.2",0.654,"2,408.1","2,408.1",986347.0,16.0,9.0
Lizzy McAlpine,1559399.0,nan,74.0,artist,"2,476.0",3.071,"2,246.1","2,035.9",1887744.0,15.0,3.0
Alanis Morissette,3182941.0,nan,67.0,artist,"2,474.6",0.959,"2,448.4","2,437.1",4453120.0,15.0,6.0
Martin Solveig,1186155.0,french house,63.0,artist,"2,474.5",0.59,"1,853.9",118.4,317538.0,14.0,9.0
Wall Hein,106439.0,"brazilian trap, trap funk, trap, brazilian hip hop",69.0,artist,"2,474.0",1.383,1.4,nan,0.0,1.0,0.0
WOS,4747373.0,argentine trap,66.0,artist,"2,472.0",0.877,"2,202.7","2,005.6",627944.0,12.0,0.0
Djo,170147.0,nan,52.0,artist,"2,471.7",2.222,"2,471.7","2,470.9",1477447.0,3.0,0.0
Parampara Tandon,4440006.0,"bhajan, devotional, hindi pop, bollywood",73.0,artist,"2,471.0",2.926,42.7,5.2,33432.0,3.0,0.0
