Rank,Artist,Daily Streams,Peak Daily,Monthly Listeners
Nando Reis,"1,609.6",0.621,"1,199.5",736.2
EDEN,"1,608.5",0.322,"1,594.9","1,489.2"
Casting Crowns,"1,605.4",0.597,"1,605.4","1,397.9"
Boosie Badazz,"1,604.9",0.623,980.6,546.2
Dayglow,"1,604.6",0.410,"1,603.7","1,603.7"
JoÃ£o Gilberto,"1,604.2",0.608,635.7,606.7
Aaliyah,"1,603.4",0.705,"1,492.1","1,356.8"
Redman,"1,600.4",0.565,391.0,264.1
Mase,"1,599.5",0.542,542.2,314.9
Smokepurpp,"1,598.6",0.102,"1,043.4",423.2
Snoh Aalegra,"1,597.8",0.634,"1,330.1","1,083.0"
Lanek,"1,597.1",0.599,20.4,5.0
Phil Wickham,"1,596.1",1.343,"1,558.4","1,416.0"
mike.,"1,595.8",0.361,"1,567.7","1,396.1"
mxmtoon,"1,595.7",0.272,965.9,945.4
LeeHi,"1,595.2",0.680,"1,208.5",923.1
John Travolta,"1,592.5",0.703,"1,435.9",64.1
BNXN,"1,591.3",1.523,732.1,439.4
Roop Kumar Rathod,"1,589.6",1.440,418.5,368.9
Banda PequeÃ±os Musical,"1,589.2",1.455,"1,587.5","1,559.0"
Rachel Platten,"1,589.0",0.256,"1,584.3","1,564.7"
Ankit Tiwari,"1,587.6",1.158,"1,011.2",501.4
Bhavi,"1,587.0",0.782,770.3,100.4
Paloma Mami,"1,585.9",0.809,805.9,755.8
Interpol,"1,585.8",0.454,"1,585.8","1,575.3"
Killswitch Engage,"1,585.2",0.519,"1,583.3","1,539.7"
LX,"1,583.1",0.386,661.5,113.9
EARTHGANG,"1,582.9",0.358,564.4,222.8
AOA,"1,582.6",0.712,377.9,374.5
MAMAMOO,"1,581.4",0.241,"1,581.4","1,543.8"
MÃ¼slÃ¼m GÃ¼rses,"1,581.3",1.036,"1,565.5","1,521.2"
Edward Sharpe & The Magnetic Zeros,"1,580.0",0.378,"1,579.6","1,579.6"
Fourtwnty,"1,579.8",1.518,"1,579.8","1,215.7"
Naughty Boy,"1,579.0",0.517,"1,547.0",
George Henrique & Rodrigo,"1,578.7",0.762,"1,499.1",808.6
Stick Figure,"1,577.9",0.906,"1,310.0",780.2
Meryl Streep,"1,576.9",0.582,"1,075.2",383.2
Syd,"1,574.6",0.553,203.8,133.1
Commodores,"1,574.3",0.726,"1,574.3","1,574.3"
MHD,"1,573.2",0.605,"1,219.5",902.4
Neeraj Shridhar,"1,571.8",1.270,112.2,8.7
Erik Satie,"1,570.2",0.685,"1,562.6",0.9
Kendo Kaponi,"1,570.0",0.887,276.8,103.1
Take That,"1,569.3",0.601,"1,548.5","1,464.8"
cakal,"1,568.5",0.678,"1,248.0",661.2
Aaron May,"1,568.2",0.666,"1,563.4","1,540.3"
Chris MC,"1,567.8",0.579,143.7,
Europe,"1,567.5",0.577,"1,548.0","1,547.8"
Beach Weather,"1,566.6",0.717,"1,555.6","1,547.1"
Jorge Drexler,"1,565.7",0.558,"1,169.6",971.8
Eric Bellinger,"1,564.6",0.341,"1,358.1",424.1
Sam Barber,"1,563.9",2.648,"1,545.5","1,160.6"
CÃ³digo FN,"1,562.6",0.910,"1,159.1",462.4
Cultura ProfÃ©tica,"1,561.6",0.433,"1,375.0","1,352.8"
Sixpence None The Richer,"1,561.2",0.767,"1,560.8","1,560.8"
Whitesnake,"1,560.8",0.716,"1,560.8","1,530.7"
Helene Fischer,"1,559.9",0.552,"1,427.1","1,238.0"
reidenshi,"1,559.6",0.967,79.8,70.5
Virgoun,"1,559.2",1.501,"1,559.2","1,007.1"
Dan Caplen,"1,558.7",0.288,52.0,33.9
Tony Aguirre,"1,558.2",0.666,287.5,40.2
Keinemusik,"1,556.9",1.686,8.3,8.3
Ghostface Killah,"1,556.4",0.531,318.4,82.0
Carlos Baute,"1,556.2",0.570,"1,420.4",299.8
Rob Thomas,"1,555.2",0.669,"1,025.5","1,020.2"
Ahmet Kaya,"1,555.1",1.482,"1,501.1","1,501.1"
Jeet Gannguli,"1,554.7",1.915,"1,234.4",34.5
Nicky Youre,"1,553.4",0.470,"1,553.4",134.0
CORBAL,"1,553.2",0.436,247.0,
Irama,"1,552.5",0.734,"1,400.4","1,104.1"
REO Speedwagon,"1,551.8",0.593,"1,551.5","1,551.5"
Jerry Rivera,"1,550.3",0.732,"1,522.5","1,507.4"
Lucy Dacus,"1,550.2",0.761,550.7,537.6
Young Stoner Life,"1,550.0",0.582,"1,109.7",
Chevelle,"1,550.0",1.120,"1,550.0","1,550.0"
Berliner Philharmoniker,"1,549.9",0.863,3.2,
Dusty Springfield,"1,547.4",0.617,"1,468.0","1,433.3"
Lagum,"1,547.1",0.571,"1,479.7",934.6
LEGADO 7,"1,546.9",0.949,"1,206.3",584.0
STARSET,"1,546.4",0.562,"1,546.4","1,501.6"
D12,"1,546.1",0.510,"1,210.5","1,072.3"
Loreen,"1,545.6",0.800,"1,530.7","1,453.4"
L-Gante,"1,545.4",0.376,233.3,16.7
Vegedream,"1,544.3",0.441,"1,189.3",785.6
Sevdaliza,"1,544.2",1.486,"1,499.8",225.4
shy martin,"1,544.2",0.167,533.7,502.0
Chris Lake,"1,543.3",1.027,796.6,12.3
Gnarls Barkley,"1,543.1",0.789,"1,543.1",2.3
DIVINE,"1,542.9",0.669,"1,175.0",465.3
The Andrews Sisters,"1,540.5",0.128,341.1,297.0
Francesco Yates,"1,537.3",0.416,41.4,41.4
S. Janaki,"1,536.0",1.646,343.7,169.1
Marisa Monte,"1,533.8",1.061,"1,431.2","1,192.2"
Ivete Sangalo,"1,533.8",0.506,"1,130.7",640.3
Charly GarcÃ­a,"1,533.7",0.847,"1,472.0","1,264.8"
Eazy-E,"1,533.0",0.556,"1,363.7","1,050.8"
JosÃ© Luis Perales,"1,532.9",1.009,"1,456.4","1,422.3"
K CAMP,"1,532.6",0.346,"1,250.1",860.2
Y2K,"1,532.5",0.151,"1,176.3",
Mos Def,"1,531.3",0.724,694.4,612.1
YÃ¼zyÃ¼zeyken KonuÅuruz,"1,531.3",0.707,"1,528.0","1,522.3"
Baby Tate,"1,530.8",0.503,443.3,289.5
Aditya Rikhari,"1,530.7",4.830,"1,466.5","1,169.0"
Lilly Wood and The Prick,"1,530.4",0.476,"1,530.4",141.8
ATL Jacob,"1,529.9",0.898,7.3,1.0
Al James,"1,529.9",0.777,947.5,654.7
PRO8L3M,"1,528.6",1.598,"1,426.3","1,179.0"
R. D. Burman,"1,528.1",1.690,121.6,44.5
Sadhana Sargam,"1,527.6",1.293,432.9,138.8
Los Caminantes,"1,527.5",0.994,"1,524.0","1,521.5"
Luccas Carlos,"1,527.2",0.844,283.4,60.9
Comethazine,"1,527.0",0.137,"1,525.1","1,377.7"
Savage Garden,"1,526.1",0.634,"1,510.0","1,507.2"
Stereophonics,"1,525.6",0.687,"1,512.9","1,512.9"
Michael Bolton,"1,525.3",0.599,"1,350.9","1,251.6"
ILLIT,"1,524.0",2.600,"1,517.5","1,505.2"
CAPO,"1,523.6",0.576,818.4,414.5
Dalmata,"1,523.2",0.833,560.7,253.1
Nina Chuba,"1,523.1",1.851,"1,265.3",991.3
Rick Astley,"1,523.1",0.517,"1,517.5","1,517.0"
Dolu Kadehi Ters Tut,"1,522.3",0.894,"1,517.2","1,199.8"
Ski Aggu,"1,521.8",0.841,"1,031.0",237.9
Los Huracanes del Norte,"1,521.8",0.854,"1,518.2","1,517.8"
Daughter,"1,521.5",0.307,"1,521.5","1,518.1"
Louis The Child,"1,520.7",0.157,"1,284.8",64.4
Inspector,"1,520.1",0.684,"1,503.4","1,437.4"
Richy Mitch & The Coal Miners,"1,519.4",0.881,"1,517.9","1,459.2"
Zeeba,"1,518.4",0.555,85.0,49.2
Declan McKenna,"1,517.7",0.455,"1,513.3","1,511.0"
Ying Yang Twins,"1,517.5",0.702,525.9,186.3
Kailash Kher,"1,517.5",1.773,"1,046.0",249.5
Alex Ubago,"1,517.4",0.827,"1,348.3",996.9
Hannah Montana,"1,516.8",0.494,"1,513.5","1,393.3"
Jonna Fraser,"1,515.7",0.440,748.7,170.1
Justin Moore,"1,514.9",0.399,"1,419.3","1,282.6"
Caio Luccas,"1,513.5",0.854,510.8,0.3
Lloyd Banks,"1,511.3",0.568,901.6,268.3
Kina Grannis,"1,511.1",0.256,"1,030.6","1,011.3"
Robyn,"1,509.9",0.350,"1,228.7","1,083.0"
Mura Masa,"1,509.9",0.255,"1,382.5",188.6
Diana Krall,"1,509.2",0.492,"1,348.1","1,128.3"
Krono,"1,507.8",0.470,14.6,
Kid Yugi,"1,507.6",1.712,934.7,424.7
DYSTINCT,"1,507.1",1.796,787.2,124.3
Mc Lele JP,"1,504.6",3.822,354.3,44.4
Jazeek,"1,501.9",1.831,"1,310.8","1,010.0"
Aaron Smith,"1,501.5",0.406,"1,501.5",
Howard Shore,"1,501.3",0.623,"1,467.0","1,081.3"
Kizzy,"1,500.7",1.470,3.7,
La Joaqui,"1,499.6",0.941,635.0,105.6
FiNCH,"1,496.9",0.833,"1,214.5",494.3
Victoria MonÃ©t,"1,496.9",0.441,"1,119.5",842.8
K.Flay,"1,496.6",0.373,"1,199.6","1,000.7"
Maelo Ruiz,"1,492.3",1.042,"1,486.4","1,429.7"
Mahmood,"1,491.4",0.261,"1,189.5",794.5
KeBlack,"1,490.0",1.142,"1,157.3",852.6
Pol Granch,"1,489.5",1.462,338.5,305.1
TREASURE,"1,488.4",0.716,"1,488.4","1,478.0"
FKA twigs,"1,487.8",0.606,"1,025.4",771.9
Travie McCoy,"1,486.6",0.451,"1,008.6",43.0
Kelis,"1,486.5",1.049,898.1,681.2
Szpaku,"1,486.2",0.905,839.1,117.4
Sampha,"1,485.6",0.457,497.6,489.9
DVBBS,"1,483.7",0.218,"1,255.2",99.0
Clams Casino,"1,483.4",1.268,418.2,106.2
Jaideep Sahni,"1,483.0",1.026,,
LL COOL J,"1,483.0",0.509,993.4,550.1
Chandler Moore,"1,482.3",1.283,60.5,55.1
Michael Giacchino,"1,480.1",0.570,"1,340.6","1,318.8"
Jovanotti,"1,477.8",0.489,"1,203.9","1,048.6"
Anson Seabra,"1,477.6",0.338,"1,471.3","1,471.3"
Cody Jinks,"1,477.0",0.486,"1,474.0","1,466.8"
ZillaKami,"1,476.1",0.473,395.7,316.4
Kasabian,"1,474.9",0.361,"1,469.5","1,463.8"
Damas Gratis,"1,474.7",0.497,"1,348.7",535.5
Edward Maya,"1,474.4",0.875,"1,387.8",110.1
Chet Baker,"1,473.5",0.750,"1,368.2","1,299.2"
Bakar,"1,473.4",0.582,"1,426.2","1,041.4"
The Supremes,"1,473.3",0.347,"1,473.1","1,459.5"
Fuego,"1,473.1",0.351,"1,071.8",441.8
Nardo Wick,"1,472.0",0.410,"1,289.1",571.8
RaÃ§a Negra,"1,471.3",0.832,"1,317.5","1,031.1"
Franglish,"1,471.0",0.738,"1,025.0",551.7
Herencia de Patrones,"1,468.6",0.767,"1,205.9",625.8
Mandy Moore,"1,468.5",0.533,"1,467.3",823.9
Soprano,"1,466.9",0.615,"1,091.9",704.2
Corinne Bailey Rae,"1,465.9",0.554,"1,446.5","1,446.5"
Warren G,"1,465.4",0.498,"1,242.3",70.7
Janieck,"1,465.2",0.355,167.8,81.2
Cast of EPIC: The Musical,"1,465.2",2.258,,
Tom Rosenthal,"1,465.1",0.544,"1,390.5","1,332.9"
A R I Z O N A,"1,464.8",0.145,"1,229.5",972.2
Omarion,"1,464.0",0.376,"1,168.7",428.2
Big Time Rush,"1,464.0",0.615,"1,457.9","1,257.3"
Tenacious D,"1,463.6",0.326,"1,463.6","1,463.6"
Clinton Kane,"1,463.6",0.225,"1,172.7","1,171.9"
Vicentico,"1,463.5",0.394,"1,273.0",863.3
Silvio RodrÃ­guez,"1,463.4",0.777,"1,145.4","1,115.7"
Vidyasagar,"1,463.3",1.432,"1,351.4",1.6
INTERWORLD,"1,462.7",0.471,"1,455.5","1,371.0"
Frah Quintale,"1,462.7",0.777,967.2,805.5
Madcon,"1,462.3",0.439,"1,331.9",611.9
Mindless Self Indulgence,"1,462.3",1.494,"1,460.4","1,458.5"
Super Yei,"1,462.1",0.603,"1,460.8",54.1
BiaÅas,"1,461.9",0.438,778.4,59.8
ERNEST,"1,461.7",1.033,678.8,207.8
Sabrina Claudio,"1,461.0",0.336,"1,257.1",985.9
Dhruv,"1,460.8",0.583,"1,460.8","1,460.8"
Frank Miami,"1,460.4",0.569,1.7,
HVME,"1,459.7",0.240,579.7,558.9
Marcos & Belutti,"1,459.1",0.571,"1,391.5",742.0
BloodPopÂ®,"1,459.1",0.242,3.8,1.0
BABYMETAL,"1,458.8",0.990,"1,087.8",823.2
First Aid Kit,"1,456.5",0.340,"1,369.9","1,357.4"
TheFatRat,"1,456.2",0.487,"1,449.6",580.0
ATB,"1,456.0",0.462,"1,431.9",406.0
Murillo e LT no Beat,"1,455.6",1.553,29.0,
Halestorm,"1,455.5",0.606,"1,440.5","1,410.8"
TJ Monterde,"1,455.3",0.991,"1,440.5","1,267.5"
Hillsong Young & Free,"1,455.2",0.300,"1,380.8",348.0
A$AP Mob,"1,454.8",0.158,"1,442.8",15.5
Leony,"1,454.5",0.482,424.0,322.2
Matt Maltese,"1,454.4",0.845,"1,452.6","1,429.4"
The Magician,"1,453.4",0.602,347.3,61.1
Mohammed Rafi,"1,453.1",1.315,810.3,488.2
Bill Evans,"1,453.0",0.565,"1,124.6",920.0
Toni Braxton,"1,452.9",0.723,"1,356.4","1,184.5"
Los Angeles De Charly,"1,452.8",0.877,"1,444.7","1,444.7"
AgroPlay,"1,452.1",0.708,"1,202.4",
Bishop Briggs,"1,451.2",0.428,"1,381.0","1,361.3"
SiR,"1,451.0",0.554,"1,259.9",696.0
Olexesh,"1,450.5",0.380,"1,170.0",518.9
Anuradha Paudwal,"1,448.8",1.711,"1,086.4",306.6
Jay Park,"1,448.1",0.383,"1,044.0",332.0
LiberaciÃ³n,"1,447.8",1.042,"1,432.3","1,349.7"
WWE,"1,447.4",0.639,"1,444.7",3.6
Parcels,"1,447.2",1.427,"1,373.8","1,308.9"
Grupo Arriesgado,"1,446.3",0.995,"1,167.2","1,067.3"
Too $hort,"1,446.3",0.474,666.9,411.6
SUGA,"1,446.0",0.332,,
Silent Sanctuary,"1,444.6",1.006,"1,441.0","1,362.5"
Emir Can Ä°Ärek,"1,444.4",0.925,"1,318.4","1,305.1"
El Bebeto,"1,444.4",0.765,"1,202.5","1,193.0"
Pradeep Kumar,"1,444.0",0.973,193.7,57.8
Donna Summer,"1,443.5",0.588,"1,280.3","1,214.2"
Kenny G,"1,443.0",0.579,"1,137.3",936.3
Frankie Valli,"1,442.6",1.038,"1,423.5","1,420.5"
Dakota,"1,442.2",0.299,8.7,7.2
Zoe Wees,"1,441.6",0.489,"1,017.3",965.3
Adam Port,"1,441.2",1.516,944.5,6.9
Sevn Alias,"1,438.7",0.265,796.7,319.5
Los Bunkers,"1,437.6",0.763,"1,427.8","1,401.2"
Blackstreet,"1,437.6",0.574,"1,287.9",262.0
TrapLaudo,"1,437.3",1.272,297.6,
Cookin' On 3 Burners,"1,437.2",0.335,53.8,14.6
Ãlafur Arnalds,"1,437.1",0.474,"1,237.7",806.3
BANKS,"1,436.5",0.219,"1,328.1","1,185.4"
Jordin Sparks,"1,435.3",0.644,"1,250.9",433.3
PSY,"1,433.8",0.583,"1,432.7",892.7
Gazzelle,"1,433.1",0.484,"1,340.5","1,164.8"
Dropkick Murphys,"1,432.8",0.367,"1,432.8","1,413.9"
Vanessa Carlton,"1,431.7",0.660,"1,169.8","1,169.2"
Enigma NorteÃ±o,"1,429.8",1.493,"1,063.0",581.1
01099,"1,428.7",0.689,989.0,39.0
Nick Cave & The Bad Seeds,"1,428.5",0.577,"1,428.5","1,265.6"
Tony Boy,"1,428.3",1.824,862.5,596.2
Eason Chan,"1,427.4",0.701,"1,389.9","1,296.5"
Eric Prydz,"1,426.9",0.619,"1,347.6","1,167.0"
Whiskey Myers,"1,426.8",1.162,"1,426.4","1,423.2"
Claptone,"1,426.4",0.408,"1,038.3",117.9
Pixote,"1,426.2",0.853,"1,279.8","1,210.7"
Joy Division,"1,426.0",0.519,"1,426.0","1,426.0"
Ele A El Dominio,"1,425.5",1.210,646.0,497.1
HÃ¥kan HellstrÃ¶m,"1,425.1",0.301,"1,308.1","1,229.1"
Young Buck,"1,425.0",0.581,659.3,188.0
Jonathan Groff,"1,424.7",0.529,941.1,535.2
for KING & COUNTRY,"1,423.8",0.646,"1,398.3","1,088.3"
Shenseea,"1,423.2",1.399,619.8,316.5
Juelz Santana,"1,421.6",0.580,211.7,125.6
G-Unit,"1,420.6",0.572,985.3,787.1
Diego Torres,"1,419.6",0.590,"1,325.9",815.2
Kukon,"1,419.1",0.883,"1,207.6",423.1
NCT U,"1,418.8",0.270,890.9,886.6
Slim Jxmmi,"1,418.5",0.116,0.8,
Gminxr,"1,416.8",0.585,48.1,
Kool Savas,"1,416.7",0.474,"1,084.8",386.8
Luther Vandross,"1,416.7",0.589,"1,399.3","1,183.1"
Nightcrawlers,"1,416.6",0.357,276.8,28.9
Brandi Carlile,"1,416.5",0.743,975.9,858.7
Divya Kumar,"1,416.3",1.709,254.0,14.7
Manuel Carrasco,"1,416.1",0.469,"1,334.6","1,138.6"
Ximena SariÃ±ana,"1,416.0",0.621,473.1,457.0
Sonny Fodera,"1,414.3",0.702,"1,017.6",12.7
Naza,"1,414.1",0.873,924.7,490.6
Marc SeguÃ­,"1,413.6",1.539,"1,358.2",134.1
Ken-Y,"1,413.6",1.234,207.7,58.6
Fenix Flexin,"1,412.0",1.276,69.6,50.3
Chase Rice,"1,411.4",0.207,"1,373.8","1,133.8"
El Canto Del Loco,"1,411.1",0.421,"1,401.9","1,172.1"
Barbra Streisand,"1,410.3",0.437,"1,386.5",780.9
EST Gee,"1,410.3",0.564,637.7,313.8
Seal,"1,410.2",0.591,"1,357.3","1,329.4"
hey daisy,"1,410.0",0.456,,
Haftbefehl,"1,408.4",5.147,929.8,220.6
G-DRAGON,"1,408.3",1.316,"1,164.6",731.2
Parson James,"1,407.8",0.260,138.9,135.2
RaÃ­ Saia Rodada,"1,407.3",0.392,"1,205.3",808.0
KITSCHKRIEG,"1,406.9",0.181,500.8,1.1
Cuisillos De Arturo Macias,"1,406.4",1.146,"1,392.4","1,374.8"
Allman Brothers Band,"1,404.8",0.401,"1,404.8","1,403.8"
VitÃ£o,"1,404.6",0.844,714.4,304.8
Takagi & Ketra,"1,404.4",0.364,718.3,36.1
Shy Glizzy,"1,403.9",0.311,576.7,368.1
Mc NegÃ£o Original,"1,403.8",3.912,614.8,
Gurlez Akhtar,"1,403.7",1.532,9.6,
James Newton Howard,"1,403.4",0.496,"1,192.1",706.2
William Singe,"1,402.7",0.203,241.8,239.9
Lamb of God,"1,402.4",0.488,"1,384.2","1,347.9"
Kizz Daniel,"1,402.3",0.944,"1,125.1",711.5
Academy of St. Martin in the Fields,"1,402.1",0.815,70.7,39.6
Plies,"1,401.1",0.564,743.6,232.3
Chris Isaak,"1,400.1",1.283,"1,382.7","1,377.5"
BÃ¶hse Onkelz,"1,400.0",0.735,"1,400.0","1,399.0"
CamelPhat,"1,398.7",0.561,"1,082.3",28.0
Coyote Beatz,"1,398.4",0.730,11.4,
Kevin,"1,398.4",0.423,943.1,312.3
Andmesh,"1,397.8",1.293,"1,388.7","1,387.0"
Night Skinny,"1,397.0",0.735,899.5,0.4
Haddaway,"1,396.6",0.860,"1,374.8","1,316.4"
VÃ­ctor Manuelle,"1,395.8",0.618,"1,275.1","1,037.6"
Ravyn Lenae,"1,394.9",3.362,"1,275.5",910.1
Regina Spektor,"1,394.0",0.318,"1,315.9","1,283.5"
George Benson,"1,393.9",0.839,"1,201.1","1,144.8"
Kizo,"1,392.8",0.762,"1,087.1",119.4
Broederliefde,"1,391.4",0.448,"1,201.9",602.3
Andrew Choi,"1,391.3",6.577,0.7,0.7
The Shins,"1,391.0",0.300,"1,391.0","1,054.1"
Elliott Smith,"1,390.8",0.770,"1,383.6","1,382.6"
Big Thief,"1,390.7",1.296,"1,390.7","1,389.0"
Zaz,"1,390.4",0.590,"1,293.9","1,244.7"
Zuna,"1,390.4",0.349,743.9,339.4
Lil Xan,"1,389.5",0.114,"1,156.0",985.3
Run The Jewels,"1,389.0",0.225,"1,137.4",218.3
Dance Gavin Dance,"1,388.9",0.511,"1,388.9","1,341.0"
Maher Zain,"1,388.5",0.763,"1,367.9","1,199.7"
Alabama,"1,388.0",0.634,"1,351.8","1,339.7"
Bladee,"1,387.8",0.890,"1,093.2",704.8
Hopsin,"1,387.8",0.177,"1,207.4","1,056.2"
Faith Hill,"1,386.9",0.395,925.6,900.3
King Princess,"1,386.4",0.348,"1,259.4","1,208.1"
Alice Cooper,"1,385.3",0.498,"1,338.0","1,333.2"
Hilltop Hoods,"1,385.3",0.508,"1,374.6",834.4
Artie 5ive,"1,384.6",1.656,760.7,310.4
Rodney Atkins,"1,384.5",0.349,"1,380.8","1,049.0"
HÃ©ctor Lavoe,"1,384.5",0.785,763.9,526.4
.Feast,"1,384.2",3.058,"1,378.6","1,226.7"
Vicetone,"1,384.1",0.355,"1,327.5",198.1
Hades66,"1,383.5",2.187,435.3,220.2
The Velvet Underground,"1,383.3",0.460,"1,383.3",840.4
BHZ,"1,383.0",0.300,663.8,57.6
Ramon Ayala Y Sus Bravos Del Norte,"1,381.7",0.968,"1,379.1","1,378.8"
Young Money,"1,381.2",0.356,"1,378.2",151.7
Sam Martin,"1,380.8",0.372,6.3,6.3
Gorgon City,"1,379.8",0.328,"1,067.4",169.5
salvia palth,"1,379.2",0.801,"1,379.2","1,379.2"
Matt Simons,"1,377.8",0.282,"1,322.2",617.3
Four Tops,"1,377.7",0.466,"1,364.0","1,348.0"
Muni Long,"1,377.6",0.749,875.2,808.0
Rondodasosa,"1,376.6",0.912,582.7,152.4
Emily Warren,"1,376.0",0.108,24.6,23.0
Fredo,"1,374.9",0.435,686.8,405.7
Freeze corleone,"1,374.7",0.430,878.3,606.2
Don Henley,"1,374.5",0.593,"1,163.1","1,149.2"
Vanesa MartÃ­n,"1,373.8",0.547,873.6,680.3
JosÃ© Feliciano,"1,373.7",0.396,"1,268.4","1,162.5"
Shweta Mohan,"1,373.5",1.262,95.9,14.3
Thomas Bergersen,"1,373.0",0.421,665.9,185.7
Adrianne Lenker,"1,372.6",1.872,"1,372.6","1,247.3"
Swizz Beatz,"1,371.8",0.482,92.0,45.8
High School Musical Cast,"1,370.9",0.441,"1,300.2",12.0
Klingande,"1,370.8",0.295,"1,269.7",825.1
Danny Elfman,"1,370.1",3.052,"1,315.4","1,018.9"
Vybz Kartel,"1,369.9",0.745,994.5,685.1
Isadora Pompeo,"1,369.4",0.937,996.5,862.4
Mark Ambor,"1,368.4",0.828,"1,368.4","1,368.4"
Exaltasamba,"1,367.4",0.906,"1,364.8","1,324.8"
BM,"1,367.1",0.577,710.6,210.0
A-Trak,"1,366.8",0.570,183.0,29.8
Banda Machos,"1,366.1",0.926,"1,359.4","1,347.6"
Sujatha,"1,365.9",1.347,138.6,60.7
GOT7,"1,365.6",0.381,"1,365.6","1,364.5"
Andy Rivera,"1,364.7",0.703,556.7,148.0
Marco Mengoni,"1,364.4",0.661,"1,215.2",913.3
iZaak,"1,364.3",1.175,496.0,30.0
Armandinho,"1,364.0",0.777,"1,273.2","1,222.6"
Preme,"1,362.4",0.263,251.3,29.1
Chimbala,"1,362.1",0.658,522.8,397.0
Andrew Lloyd Webber,"1,361.5",1.157,"1,103.1",137.2
Ina Wroldsen,"1,359.8",0.211,504.0,161.8
Rizky Febian,"1,359.1",2.688,"1,163.7",791.7
Parkway Drive,"1,358.7",0.464,"1,358.7","1,321.6"
Brothers Osborne,"1,357.8",0.270,"1,138.6","1,128.8"
Mr.Kitty,"1,357.5",0.428,"1,353.5","1,351.1"
Yellowcard,"1,357.4",0.665,"1,354.7","1,339.4"
Trettmann,"1,356.4",0.273,810.1,23.8
Randy Travis,"1,356.1",1.088,"1,338.9","1,315.7"
Grupo Codiciado,"1,356.1",0.416,779.1,736.5
Bootsy Collins,"1,356.0",0.694,101.3,84.1
Del The Funky Homosapien,"1,355.9",0.940,136.3,125.3
Rajat Nagpal,"1,355.5",0.745,441.9,
Don McLean,"1,355.4",0.566,"1,355.4","1,353.2"
Deepend,"1,355.0",0.421,406.2,
Shaarib Toshi,"1,354.9",1.434,698.2,0.2
Mozzy,"1,354.5",0.352,800.0,230.6
Achille Lauro,"1,354.1",0.849,"1,095.9",445.8
ReneÃ© Rapp,"1,353.6",1.855,"1,353.6","1,155.0"
Wings,"1,353.5",0.545,795.6,795.0
Mc Delux,"1,352.4",0.688,523.5,
La T y La M,"1,350.8",1.286,973.7,642.9
Nate Smith,"1,350.6",0.891,"1,205.9","1,126.2"
Sertab Erener,"1,350.2",0.873,"1,237.3","1,181.2"
Joey Montana,"1,349.8",0.297,"1,168.2",571.2
Payung Teduh,"1,349.2",0.838,"1,349.2","1,220.8"
Justice,"1,349.0",0.935,"1,241.9",863.5
SG Lewis,"1,348.9",0.374,884.6,350.2
Dzeko,"1,347.9",0.160,81.1,0.5
NEIKED,"1,347.8",0.331,"1,311.7",2.3
CJ,"1,345.1",0.342,947.7,894.1
El Trono de Mexico,"1,344.6",1.351,"1,331.0","1,329.9"
Janis Joplin,"1,344.4",0.338,855.4,850.6
Hivi!,"1,344.0",0.935,"1,269.7","1,186.4"
Denny Caknan,"1,343.6",1.187,"1,147.0",767.9
K/DA,"1,343.5",0.431,"1,343.5",
Tom Jones,"1,342.9",0.582,"1,317.1","1,051.2"
Murda Beatz,"1,342.8",0.214,81.3,
AndrÃ©s Cepeda,"1,342.4",0.612,"1,172.8",746.0
Eric Chou,"1,340.6",0.601,"1,312.0","1,244.6"
Cochise,"1,340.4",0.345,"1,326.9",730.6
Surf Mesa,"1,340.3",0.216,"1,291.7",11.0
Shirin David,"1,340.3",0.410,"1,062.5",848.2
Vanessa Da Mata,"1,339.3",0.831,"1,207.2",658.0
Yot Club,"1,337.7",0.443,"1,310.5","1,299.3"
Iggy Pop,"1,337.6",0.674,"1,140.0","1,083.4"
JoJo,"1,337.1",0.387,"1,223.4","1,046.4"
Miel San Marcos,"1,335.4",0.881,"1,231.7",524.7
Sofiane,"1,334.8",0.266,612.4,437.8
Eliza Doolittle,"1,333.5",0.566,147.3,146.8
Architects,"1,333.2",0.705,"1,333.2","1,279.3"
Naresh Iyer,"1,333.0",1.329,227.4,41.2
YalÄ±n,"1,332.5",1.512,"1,286.4","1,241.5"
Dj GM,"1,332.3",1.065,353.2,
Birdman,"1,332.3",0.600,491.5,6.6
Engenheiros Do Hawaii,"1,332.1",0.752,"1,332.1","1,279.7"
Bagua Records,"1,331.4",0.645,14.3,
Guyon Waton,"1,330.9",1.149,"1,107.5",952.7
Cream,"1,330.0",0.409,"1,330.0","1,330.0"
Trivium,"1,329.2",0.390,"1,326.8","1,325.7"
Serdar OrtaÃ§,"1,328.9",1.220,"1,158.6","1,135.6"
Nathan Evans,"1,328.7",0.599,"1,286.9",736.2
Giggs,"1,328.5",0.385,628.2,256.7
Elodie,"1,328.2",0.901,809.0,552.4
Curren$y,"1,327.8",0.316,867.6,221.0
Lou Reed,"1,327.4",0.323,"1,269.7","1,243.2"
Annalisa,"1,327.1",0.854,850.9,699.0
Aphex Twin,"1,327.0",0.701,"1,326.2","1,304.6"
Sturgill Simpson,"1,325.6",0.439,"1,245.9","1,234.3"
Uzielito Mix,"1,325.5",1.047,431.3,
Yung Bleu,"1,324.8",0.412,"1,028.8",308.6
ItaloBrothers,"1,324.1",0.239,"1,303.7","1,111.2"
Strawberry Guy,"1,323.9",1.211,"1,323.3","1,323.3"
