artist,artist_id,followers,genres,popularity,type,rank,daily streams,peak daily,monthly listeners,total_page_views,total_songs_count,songs_with_duration_count,labels
CeeLo Green,5nLYd9ST4Cnwy6NHaCxbj8,725795.0,nan,69.0,artist,"3,972.2",1.611,"1,767.5","1,586.6",928409.0,12.0,0.0,"Gnarls Barkley under exclusive license to Warner Music UK Ltd, Warner Music UK Limited, Elektra Entertainment Group Inc. for the United States and WEA International Inc. for the world outside of the United States., Easy Eye Sound® under exclusive license to BMG Rights Management, Arista Records, Inc., Elektra Entertainment Group Inc. for the United States and WEA International Inc. for the world outside of the United States. All Rights Reserved., Gnarls Barkley under exclusive license to Warner Music UK Ltd."
Killer Mike,2N4EYkIlG1kv25g6Wv8LGI,491753.0,"southern hip hop, alternative hip hop",59.0,artist,"1,649.6",0.322,238.2,53.7,901473.0,16.0,1.0,"Williams Street Records, VLNS, LLC., Under exclusive license to Loma Vista Recordings. Distributed by Concord., Run The Jewels Inc., Grindtime Official/Killer Mike, Jewel Runners LLC under exclusive license to BMG Rights Management (US) LLC, Seeker Music"
EARTHGANG,5MbNzCW3qokGyoo9giHA3V,919641.0,nan,60.0,artist,"1,582.9",0.358,564.4,222.8,979009.0,9.0,3.0,"Young Franco, under exclusive license to Neon Records Pty Ltd, Spillage Village Records / EMPIRE, Spillage Village, Spillage Village Records, Dreamville/Interscope Records, Dreamville/Interscope, SinceThe80s/Dreamville under exclusive license to UnitedMasters LLC"
Ken Carson,3gBZUcNeVumkeeJ19CY2sX,3178627.0,rage rap,76.0,artist,"3,941.4",3.076,"3,529.4","3,202.4",4381441.0,24.0,17.0,"Opium, Atlantic Recording Corporation, Opium/Interscope"
Axwell,6V394G6torkxVfqL39qEgK,729.0,"koplo, dangdut, sholawat",7.0,artist,"3,925.5",0.946,387.1,145.9,47176.0,6.0,0.0,"The Sleepy Jackson Pty Ltd and Nick Littlemore, under exclusive licence to Universal Music Australia Pty Ltd, Axtone Records, Axtone Records Ltd., Pophouse, distributed by Universal Music AB, Capitol Records, LLC, Yellow Productions, under exclusive distribution & representation by Balagan Music / Wagram Music"
Alvaro Soler,2urF8dgLVfDjunO0pcHUEe,1809408.0,nan,64.0,artist,"2,459.8",0.587,"1,912.6","1,308.6",483303.0,13.0,5.0,"Triebel & Zuckowski GbR, under exclusive license to Universal Music GmbH, Música Global Discogràfica S.L., Mass Edicions Musicals, Lavadero Records under exclusive license to Epic Records Germany - a division of Sony Music Entertainment Germany GmbH, Universal Music GmbH"
Vishal Dadlani,6CXEwIaXYfVJ84biCxqc9k,12124899.0,"bollywood, desi, hindi pop",73.0,artist,"3,919.7",2.615,842.4,218.3,146204.0,3.0,0.0,"Sony Music Entertainment India Pvt. Ltd., YRF Music, Merchant Records, Super Cassettes Industries Private Limited, Sony Music Entertainment India Pvt. Ltd. / EROS Music, Universal Music India Pvt. Ltd., Under Exclusive License from Maddock Music"
Normani,2cWZOOzeOm4WmBJRnD5R7I,2958617.0,nan,66.0,artist,"3,913.0",0.892,880.6,483.5,1037114.0,10.0,6.0,SMN ENT.
DNCE,6T5tfhQCknKG4UnH90qGnz,4593611.0,nan,66.0,artist,"3,906.0",0.74,"3,305.5","3,086.1",9978544.0,21.0,19.0,"Republic Records, a division of UMG Recordings, Inc., Kygo AS under exclusive license to RCA Records, a division of Sony Music Entertainment"
Sunidhi Chauhan,3eDT9fwXKuHWFvgZaaYC5v,17605759.0,"bollywood, desi, hindi pop",75.0,artist,"3,901.7",3.382,716.7,175.9,510896.0,6.0,0.0,"Universal Music India Pvt. Ltd., Zee Music Company, Venus Music Pvt. Ltd., Wah Wah Records, Eskay Music, Ishtar Music Pvt. Ltd., Red Ribbon Entertainment Pvt Ltd"
Himesh Reshammiya,0sSxphmGskGCKlwB9xa6WU,11948695.0,"bollywood, hindi pop, desi",72.0,artist,"2,682.7",2.589,"1,796.5",428.9,184793.0,12.0,0.0,"Universal Music India Pvt. Ltd., Baba Arts Limited, Zee Music Company, Tips Industries Ltd. Under Exclusive License to ADA/Warner Music, Tips Music Limited Under Exclusive License to Warner Music, Super Cassettes Industries Private Limited"
Prince,5a2EaR3hamoenG9rDuVn8j,7853411.0,"funk, funk rock",70.0,artist,"3,842.2",1.274,"3,817.3","3,567.2",0.0,2.0,0.0,"G*STARR ENT., G*STARR ENT, G*Starr Entertainment"
Pierce The Veil,4iJLPqClelZOBCBifm8Fzv,3945071.0,"emo, screamo, post-hardcore",77.0,artist,"3,878.9",2.847,"3,858.2","3,090.6",4010032.0,15.0,5.0,"Australian Broadcasting Corporation, Fearless Records, a division of Concord Music Group, Inc., Equal Vision Records, Inc., Equal Vision Records, Fearless Records, Distributed by Concord."
Kevin Kaarl,6OBGbSaBUvQtk9wpQfDbOE,8971746.0,"latin folk, mexican indie",73.0,artist,"3,875.7",2.385,"3,841.3","3,813.8",371255.0,14.0,1.0,"Sony Music Entertainment México, S.A. de C.V., Kevin Kaarl, UNITED CONTENT, INGENIO LOCAL, WORLDWIDE RECORDS, last nite/Arista Records, a division of Sony Music Entertainment, under exclusive license from Beach Weather Music LLC"
Guilherme & Benuto,6m6e7D2TnV0aYMllFFwMxu,2076862.0,"sertanejo, sertanejo universitário, agronejo, arrocha, piseiro",70.0,artist,"3,874.0",1.324,"3,025.3","1,273.5",0.0,14.0,2.0,"Sony Music Entertainment Brasil ltda. sob licença exclusiva de Viena Produções Musicais ltda., Sony Music Entertainment Brasil ltda. sob licença exclusiva de VB Produções Artísticas ltda ME., Sony Music Entertainment Brasil ltda. sob licença exclusiva de VB Produções., Sony Music Entertainment Brasil ltda. sob licença exclusiva de VB Produções Artísticas."
JP Cooper,4kYGAK2zu9EAomwj3hXkXy,943037.0,nan,63.0,artist,"3,866.5",0.558,"2,094.1","1,730.0",724769.0,14.0,8.0,"Seeb Music AS, Island Records, a division of Universal Music Operations Limited, Universal Music Operations Limited"
Chris MC,2UMj7NCbuqy1yUZmiSYGjJ,3104808.0,"brazilian funk, funk carioca, brega funk",69.0,artist,"1,567.8",0.579,143.7,nan,20421.0,7.0,0.0,"ADPAR Produções, Som Livre, ADPAR PRODUÇÕES, MC Kevin o Chris"
The Vamps,7gAppWoH7pcYmphCVTXkzs,5911686.0,nan,62.0,artist,"3,854.8",0.508,"3,361.9","2,040.3",1148049.0,14.0,5.0,"Virgin EMI Records, a division of Universal Music Operations Limited, Universal Music Operations Limited"
Jimi Hendrix,776Uo845nYHJpNaStv1Ds4,7377779.0,"psychedelic rock, classic rock, acid rock, blues rock",67.0,artist,"3,852.3",0.939,"3,851.2","3,820.8",174496.0,2.0,0.0,"Experience Hendrix, L.L.C., under exclusive license to Sony Music Entertainment, Experience Hendrix L.L.C., under exclusive license to Sony Music Entertainment"
Ciara,2NdeV5rLm47xAvogXrYhJX,7344519.0,nan,70.0,artist,"3,849.0",1.37,"3,047.0","1,264.0",2345473.0,9.0,4.0,"Future Sound Of Egypt Limited, Future Sound Of Egypt, Amon Vision, Future Sound of Egypt Limited, Future Sound Of Egypt Music Publishing (BMG Talpa Music), Black Hole Recordings, Sony"
Shiloh Dynasty,1wxPItEzr7U7rGSMPqZ25r,2016922.0,lo-fi,70.0,artist,"3,795.7",1.645,302.4,nan,909093.0,8.0,2.0,"NOCTURNAL SOUND / CC, lotus leaf uwu / CC, G Sounds Records / CC, FORTHESOUND / CC"
Lacrim,7DUTsWY3RBd64vh8UtgtYA,3009062.0,french rap,68.0,artist,"2,419.2",1.15,"1,920.2","1,036.1",3595080.0,17.0,0.0,Hall of Sermon GmbH
Intocable,108moq3rq6bm1M4Ypz0J02,4524090.0,"norteño, tejano, grupera, banda, cumbia norteña, ranchera",73.0,artist,"3,842.9",2.374,"3,708.2","3,700.3",132198.0,10.0,5.0,"Capitol Latin, Good i Music, Good I Music, LLC., Good I Music"
Nekfeu,4LXBc13z5EWsc5N32bLxfH,2906696.0,french rap,66.0,artist,"3,694.2",0.801,"2,876.8","1,797.7",9574943.0,18.0,5.0,"Saboteur Records, Panenka Music, Seine Zoo, Frémont & co, MI6 / AllPoints, LDS PRODUCTION, Seine Zoo, Under exclusive licence to Polydor (France)"
Will Smith,41qil2VaGbD194gaEcmmyx,1157141.0,nan,66.0,artist,"2,564.2",0.822,"1,987.7","1,814.0",2223007.0,15.0,5.0,"SONY BMG MUSIC ENTERTAINMENT, SONY BMG MUSIC ENTERTAINMENT WARNING: All Rights Reserved. Unauthorized duplication is a violation of applicable laws., Rave In The Wasteland, LLC under exclusive license to SLANG, Rave In The Wasteland, LLC under exclusive license to SLANG Music, UMG Recordings, Inc., Sony Music Entertainment Inc., 1997 Columbia Pictures Industries Inc."
PLK,6gjAbs229sNHhSskJpQ2mG,882.0,opera,20.0,artist,"3,841.5",2.221,"2,955.1","2,052.7",885083.0,15.0,0.0,"Underground Music Of Germany Digital / Knowone, UMG - Digital / Knowone"
3 Doors Down,2RTUTCvo6onsAnheUk3aL9,4918774.0,post-grunge,72.0,artist,"3,840.9",1.392,"3,838.7","1,601.2",1998629.0,15.0,0.0,"Republic Records, a division of UMG Recordings, Inc., Universal Records, a Division of UMG Recordings, Inc., UMG Recordings, Inc., Universal Republic Records, a division of UMG Recordings, Inc., Universal Motown Records, a division of UMG Recordings, Inc."
Electric Light Orchestra,7jefIIksOi1EazgRTfW2Pk,4464702.0,"art rock, soft rock",71.0,artist,"3,838.9",1.414,"3,838.8","3,838.8",1744950.0,16.0,7.0,"Bella Musica, Daft As A Brush, Inc. under exclusive license to Columbia Records, a division of Sony Music Entertainment, Big Trilby Records, under exclusive license to Columbia Records, a Division of Sony Music Entertainment, Sony Music Entertainment, Daft As A Brush, Inc. under exclusive license to Sony Music Entertainment, Epic Records, a division of Sony Music Entertainment"
Joey Montana,3ATyg4fGC9F8trfb0GRWmX,2710631.0,reggaeton,58.0,artist,"1,349.8",0.297,"1,168.2",571.2,39046.0,13.0,2.0,
Ella Mai,7HkdQ0gt53LP4zmHsL0nap,6205345.0,r&b,69.0,artist,"3,836.7",1.268,"3,212.0","2,512.3",4245090.0,15.0,7.0,"10 Summers Records, LLC, 10 Summers Records, Inc. under exclusive license to BMG Rights Management (US) LLC"
Murilo Huff,3hq7WoPJsrRP0KMSLhUgRz,2522666.0,"sertanejo, sertanejo universitário, arrocha, agronejo",75.0,artist,"3,829.4",2.87,"3,097.9","1,617.2",0.0,14.0,2.0,"Artinvox, M Show"
Danny Brown,7aA592KWirLsnfb5ulGWvU,908517.0,"experimental hip hop, alternative hip hop",63.0,artist,"1,209.6",0.414,590.4,427.2,3379549.0,15.0,4.0,
AgroPlay,0uGWkZRPp1Urk77XBrPBsZ,980800.0,"agronejo, sertanejo, sertanejo universitário",64.0,artist,"1,452.1",0.708,"1,202.4",nan,0.0,14.0,1.0,"AgroPlay Records, AgroPlay Music, todos os direitos reservados, AgroPlay Records, todos os direitos reservados"
EDEN,1gJdf4Yybu4X5A2xYV3NMV,3266268.0,"banda, corrido, norteño, corridos bélicos, corridos tumbados",75.0,artist,"1,608.5",0.322,"1,594.9","1,489.2",3797991.0,9.0,0.0,Ash to Eden
EXO,3cjEqqelV9zb4BYE3qDQ4O,10226046.0,k-pop,67.0,artist,"3,821.2",0.866,"3,821.2","3,821.2",369280.0,2.0,0.0,SM Entertainment
Shiva,2K5nCggbhSZ00YCYP5qkZS,2913135.0,italian trap,74.0,artist,"3,818.3",2.457,"2,287.4","1,247.9",816847.0,9.0,0.0,"℗ Aditya Music (India) Pvt Ltd, ℗ Aditya Music, Saregama India Ltd, Netflix Music, LLC, Think Music, Times Music"
Mary J. Blige,1XkoF8ryArs86LZvFOkbyr,4389381.0,r&b,71.0,artist,"3,810.6",1.723,"2,669.8","2,103.3",2192455.0,14.0,4.0,"Verve Records / Interscope Records, a Division of UMG Recordings, Inc., Capitol Records, The Verve Music Group / Interscope Records, a Division of UMG Recordings, Inc., Mary Jane Productions Inc. / 300 Entertainment, Mary Jane Productions Inc., Mary Jane Productions Inc./ 300 Entertainment, UMG Recordings, Inc., Capitol Records, LLC, Epic Records, a division of Sony Music Entertainment"
Jon Bellion,50JJSqHUf2RQ9xsHs0KMHg,1519841.0,nan,65.0,artist,"3,394.2",0.65,"2,520.0","2,157.2",5602576.0,16.0,8.0,"Beautiful Mind. Distributed by UMG Recordings, Inc., Capitol Records, LLC, Capitol Records, UMG Recordings, Inc."
All Time Low,46gyXjRIvN1NL1eCB8GBxo,3154294.0,"pop punk, emo, punk",71.0,artist,"3,810.0",1.722,"3,763.9","3,127.3",1380935.0,13.0,4.0,"Fueled By Ramen LLC, Hopeless Records, Inc., Fueled By Ramen, LLC for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company., Hopeless Records, Inc, Basement Noise / Photo Finish Records, Fueled By Ramen, LLC, a Warner Music Company."
Bo Burnham,2Waw2sSbqvAwK8NwACNjVo,2080705.0,comedy,63.0,artist,"2,601.2",0.568,"2,601.2","2,601.2",8759465.0,17.0,9.0,"Attic Bedroom, Corp. under exclusive license to IMPERIAL, Comedy Central Records"
De La Rose,54seKvtsZauR1iauN0ptpo,1500196.0,nan,78.0,artist,"2,169.5",4.885,284.8,107.6,53996.0,2.0,0.0,"Rimas Entertainment LLC., Sonar LLC, Sony Music Entertainment US Latin LLC, Under Water Music LLC, under exclusive global license to Encore Recordings, N & E Entertainment LLC d/b/a House of Haze under exclusive license to Warner Music Latina Inc., JC REYES, UMG Recordings, Inc., Roc Nation Distribution"
Kontra K,4lDiJcOJ2GLCK6p9q5BgfK,2532159.0,german hip hop,71.0,artist,"3,785.3",1.332,"3,333.0","2,292.1",1487455.0,15.0,0.0,"Four Music Productions GmbH, Letzte Wölfe, Kontra K under exclusive license to BMG Rights Management GmbH"
a-ha,6odZawmrohyeR6Ktf0fWwG,6775.0,epadunk,47.0,artist,"3,778.2",1.757,"3,778.2","3,762.2",1643961.0,1.0,0.0,"Kning Disk, Pomperipossa Records, Southern Lord, YEAR0001, Southern Lord Recordings, Denovali Records"
Bas,3kYFawNQVZ00FQbgs4rVBe,131777.0,pop punk,39.0,artist,"2,022.9",0.41,789.2,163.3,608039.0,2.0,0.0,"Sony Music Entertainment Chile S.A., Warner Music Chile S.A., Amigo de Artistas bajo licencia exclusiva a Lotus Records y distribuido en forma exclusiva por Warner Music Chile S.A."
Kumar Sanu,4K6blSRoklNdpw4mzLxwfn,21206676.0,"bollywood, hindi pop",78.0,artist,"3,144.8",3.078,"1,948.2",467.7,459301.0,9.0,1.0,"Kristi Creation, Eskay Music, Perennial Records, Pabitra Entertainment, NH Music"
BROCKHAMPTON,1Bl6wpkWCQ4KVgnASpvzzA,2272947.0,nan,61.0,artist,"3,774.8",0.415,"3,774.8","3,601.6",10887089.0,17.0,11.0,"Question Everything, Inc., under exclusive license to RCA Records, a division of Sony Music Entertainment, QUESTION EVERYTHING, INC. / EMPIRE, Question Everything, Inc. under exclusive license to RCA Records, a division of Sony Music Entertainment."
Kodaline,4BxCuXFJrSWGi1KHcVqaU4,3185867.0,nan,66.0,artist,"3,771.2",0.773,"3,438.9","3,374.0",2814461.0,16.0,7.0,"B-Unique Records (UK) Limited under exclusive licence to Sony Music Entertainment UK Limited, B-Unique Records (UK) Limited under exclusive License to Sony Music Entertainment UK limited, Fantasy Records, Distributed by Concord., B-Unique records (UK) Limited under exclusive License to Sony Music Entertainment UK limited"
Nick Cave & The Bad Seeds,4UXJsSlnKd7ltsrHebV79Q,1566035.0,nan,63.0,artist,"1,428.5",0.577,"1,428.5","1,265.6",2443512.0,16.0,6.0,"Bad Seed Ltd under exclusive license to AWAL Recordings Ltd., Ghosteen Ltd, Mute Records Ltd., a BMG Company, Bad Seed Ltd, Bad Seed Ltd under exclusive license to Play It Again Sam"
MNEK,7uMh23xWiuR7zsNkuNcm2G,310776.0,nan,66.0,artist,"3,760.3",0.86,132.8,66.6,330381.0,12.0,6.0,"Bellyempty Limited, Universal Music Operations Limited, Under exclusive licence to Ministry of Sound Recordings Limited, Nathan Dawe, Digital Teddy Ltd, under exclusive license to Universal Music Operations Limited, Big Beat Records, Mad Decent under exclusive license to Because Music, Ministry of Sound Recordings Limited/B1 Recordings GmbH. a Sony Music Entertainment Company"
Yo Gotti,6Ha4aES39QiVjR0L2lwuwq,4456458.0,southern hip hop,64.0,artist,"3,753.3",0.569,"1,965.8",520.2,8605357.0,12.0,3.0,"Inevitable II Records, Inc. under exclusive license to Epic Records, a division of Sony Music Entertainment, CMG/Interscope Records, Inevitable Productions under exclusive license to Interscope Records, CMG / Inevitable II Records, CMG Enterprises II, Inc., CMG Enterprises II, Inc., distributed by Interscope Records, Epic Records, a division of Sony Music Entertainment"
Lasso,3SCOuAxngTC1yGjKMcIPEd,1108766.0,nan,66.0,artist,"1,696.9",0.827,"1,424.8",817.7,17091.0,1.0,0.0,"Pavitar Lassoi, Vibe Music Studios, Vibe Music Studio"
Odetari,7ITMCzIU9uII8gwRg8JAhc,4588694.0,"hyperpop, nightcore",75.0,artist,"3,719.0",2.465,"3,041.7","1,877.8",1694105.0,14.0,6.0,"Odetari under exclusive license to Artist Partner Group, Inc."
Stephen Sanchez,5XKFrudbV4IiuE5WuTPRmT,1882090.0,nan,71.0,artist,"3,718.9",1.611,"3,718.2","2,288.3",4707063.0,16.0,12.0,"Mercury Records/Republic Records under exclusive license to Giant Music, UMG Recordings, Inc., under exclusive license to Mercury Records, a division of UMG Recordings, Inc., Stephen Sanchez, under exclusive license to Mercury Records, a division of UMG Recordings, Inc."
Marilyn Manson,2VYQTNDsvvKN9wmU5W7xpj,4980301.0,"industrial metal, industrial rock, industrial, metal, nu metal",71.0,artist,"3,717.9",1.893,"3,557.2","3,550.3",2023406.0,16.0,4.0,"Hell etc. under exclusive license to Cooking Vinyl Ltd in association with Shamrock Solutions Ltd an, Nuclear Blast, Marilyn Manson., Under exclusive license to Loma Vista Recordings. Distributed by Concord., Nothing/Interscope Records, Marilyn Manson., Under exclusive license to Loma Vista Recordings. Distributed by Concord Music Group, Inc., UMG Recordings, Inc., Hell, Etc under exclusive licence to Cooking Vinyl Limited, Interscope Records"
Roxette,2SHhfs4BiDxGQ3oxqf0UHY,2870213.0,swedish pop,73.0,artist,"3,711.7",2.23,"3,682.1","3,632.5",902524.0,18.0,11.0,"Universal International Music B.V., Elevator Entertainment AB, under exclusive license to Parlophone Music Sweden, a division of Warner Music Sweden AB"
M83,63MQldklfxkjYDoUE4Tppz,2615621.0,nan,70.0,artist,"3,710.2",1.426,"3,683.0","3,221.6",1522464.0,15.0,6.0,"Moonrunner83 Ltd., FiXT"
YUNGBLUD,6Ad91Jof8Niiw0lGLLi3NW,3228632.0,nan,74.0,artist,"3,697.5",2.448,"2,599.3","1,995.0",2392263.0,11.0,5.0,"Locomotion Recordings Limited, under exclusive license to UMG Recordings, Inc, Locomotion Recordings Limited, under exclusive license to UMG Recordings, Inc., Mercury Studios Media Limited and Monowise Limited, under exclusive license to UMG Recordings, Inc., Locomotion Recordings Limited, under exclusive license to Geffen Records, Locomotion Recordings Limited, under exclusive license to Interscope Records, Queen of Denial, Inc."
Los Dos Carnales,25UNJbwGZSQKvz5cPLWlv3,3247102.0,"corrido, banda, norteño, ranchera, sierreño",69.0,artist,"3,696.0",1.527,"2,677.0","2,562.3",15772.0,11.0,0.0,Afinarte Music
Los Enanitos Verdes,4TK1gDgb7QKoPFlzRrBRgR,5244281.0,"rock en español, latin rock, argentine rock, mexican rock, latin alternative",72.0,artist,"3,694.6",2.091,"3,522.0","3,521.0",187558.0,14.0,1.0,"Serafita Music Inc. under exclusive license to CdA Music Group Inc., EMI Odeon SAIC, Sony Music Entertainment México, S.A. de C.V., Sony Music Entertainment Chile Ltda., Universal Music Latino, Universal Music Mexico S.A. de C.V., Sony Music Entertainment México, S.A. De C.V., Serafita Music Inc., EMI Televisa Music, Sony Music Entertainment Argentina S.A. esta Compilación"
La Santa Grifa,1oH2B8tcHn4Gpl2bmmyd4A,9535917.0,"mexican hip hop, latin hip hop, sad sierreño",76.0,artist,"3,694.1",3.163,"3,330.9","3,053.2",251889.0,13.0,0.0,"La Santa Grifa, Bear Busby Productions"
MC Davo,3TGeuw7OmACouH5JAKkX7I,2993556.0,"mexican hip hop, latin hip hop",66.0,artist,"2,025.2",0.913,"1,303.9",424.1,132622.0,14.0,2.0,"℗ 2012 David Sierra Treviño, Warner Music México S.A. de C.V., bajo licencia exclusiva a Warner Music México, S.A. de C.V., Warner Music México, S.A. de C.V., Warner Music Mexico S.A. de C.V."
Waylon Jennings,7wCjDgV6nqBsHguQXPAaIM,1684449.0,"outlaw country, classic country, country, honky tonk, traditional country",67.0,artist,"2,227.9",0.926,"1,423.8",914.4,850112.0,15.0,2.0,"Country Rewind, Black Country Rock, Cherry Red Records Ltd., Son of Jessi marketed and distributed by Thirty Tigers, X5 Music Group, Sony Music Entertainment, Platinum Music Libraries"
Willie Nelson,5W5bDNCqJ1jbCgTxDD0Cb3,2577555.0,"outlaw country, classic country, country, traditional country, honky tonk",69.0,artist,"3,688.0",1.307,"1,747.3","1,313.7",760784.0,10.0,3.0,"Hudson, Sony Music Entertainment, under exclusive license from Blackbird Production Partners, LLC, Sony Music Entertainment, Goldenlane Records, WTM CLASSIC, Willie Nelson, Johnny Bush, Billy Walker, Patsy Cline, Paul Buskirk, Pinetop Smith, Bobby Bare, Waylon Jennings"
Beach House,56ZTgzPBDge0OvCGgMO3OY,2814786.0,dream pop,72.0,artist,"3,687.8",1.818,"3,687.8","3,687.8",2948777.0,16.0,12.0,"Bella Union, Lemon Glow Records"
Ashanti,5rkVyNGXEgeUqKkB5ccK83,3568738.0,r&b,71.0,artist,"3,687.2",1.357,"1,392.2","1,171.9",874413.0,9.0,3.0,"South Africa - Sony Music Entertainment Africa (Pty) Ltd, under Sound African Recordings a division of Sony Music Entertainment Africa (Pty) Ltd"
Fabolous,0YWxKQj2Go9CGHCp77UOyy,2759951.0,nan,65.0,artist,"2,694.7",0.808,"1,563.0",263.5,4677644.0,21.0,3.0,"Def Jam Recordings, a division of UMG Recordings, Inc., MODO LLC, SFE, Clueminatti, Fidadidadam, All Love, The Island Def Jam Music Group, MODO LLC/SoSouth Music Distribution"
Aitch,2PJEagPIxaBugeMjIyKVXF,1260155.0,"grime, uk grime, uk drill, drill",64.0,artist,"2,240.3",0.578,"1,006.3",321.5,365047.0,2.0,0.0,"Wlad Zan9a recordz, Family over everything recordz, 2two, F.O.E familyovereverythingrecordz, sceene"
Bronco,0VKh7CQDi9MkUvaBMoK1V0,4635386.0,"grupera, norteño, cumbia, ranchera, cumbia norteña, tejano, banda",73.0,artist,"3,687.0",2.209,"3,611.0","3,330.8",57335.0,7.0,0.0,"Sedalu Publishing Inc., Sedalu Publishing, REC PRIME INC (Quetono), Sony Music Entertainment México, S.A. de C.V., Promotodo México S.A. de C.V. (OCESA Seitrack), Promotodo México, S.A. de C.V. (OCESA - Seitrack), Universal Music Mexico S.A. de C.V., Bronco Musical, Warner / Chappell Music Inc, Universal, REC PRIME INC. (Quetono), Quetono Music"
Don McLean,1gRNBaI4yn6wCCTvRhGWh8,1154639.0,nan,63.0,artist,"1,355.4",0.566,"1,355.4","1,353.2",19679980.0,22.0,17.0,
RIN,6gjAbs229sNHhSskJpQ2mG,882.0,opera,20.0,artist,"2,024.8",0.306,"1,749.0","1,467.2",490851.0,5.0,0.0,DJ-World
Saweetie,6cK3NBO6uP7hh0oyuVELFl,2645636.0,nan,66.0,artist,"3,684.4",0.712,"2,302.3","1,106.5",4256524.0,13.0,4.0,"ICY/Warner Records Inc., ICY/Artistry Records/Warner Records Inc., Everywhere Like Air / EMPIRE, Kalacious Entertainment/NATIVE Records/Def Jam Recordings, a division of UMG Recordings, Inc., Stone Music Entertainment"
Apache 207,1qQLhymHXFPtP5U8KNKsm6,3294676.0,german hip hop,69.0,artist,"3,681.2",1.06,"3,138.5","2,788.5",1747834.0,12.0,12.0,"TwoSides under exclusive license to FOUR MUSIC PRODUCTIONS GmbH a Sony Music Entertainment company, Feder Musik / Four Music Productions GmbH distributed by Sony Music Entertainment, Indipendenza under exclusive license to Groove Attack - Apache 207 erscheint mit freundlicher Genehmigung von Feder Musik / Sony Music Entertainment GmbH, Indipendenza under exclusive license to Groove Attack"
AYLIVA,2rEVnwCPBeGkWMv425KoG1,2299495.0,german pop,70.0,artist,"2,161.5",1.532,"2,092.4","1,624.0",1080653.0,15.0,12.0,"Whiteheart Records, Pentagon Records"
Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,4816026.0,"classical, classical piano",76.0,artist,"3,678.9",1.654,"3,334.5",nan,49306.0,14.0,0.0,"Naxos Records, Novus Promusica, Parlophone Records Limited, UMG Recordings, Inc."
Mother Mother,0e86yPdC41PGRkLp2Q1Bph,4499843.0,nan,69.0,artist,"3,674.4",1.309,"3,674.4","3,667.8",3205711.0,15.0,0.0,"Mother Mother Music Inc., Under exclusive license to Universal Music Canada Inc., Mother Mother Music Inc. under exclusive license to Warner Music Canada Co., Last Gang Records Inc. LP / MNRK Records, LP, Mother Mother Music Inc., Mother Mother Music Inc., Under Exclusive License To Universal Music Canada Inc."
Zac Efron,6U1dBXJhC8gXFjamvFTmHg,943476.0,musicals,68.0,artist,"3,468.5",1.013,"1,545.6",nan,7487561.0,3.0,0.0,"Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. Motion Picture Artwork, Photos, and Fox Trademarks and Logos TM and © 2017 Twentieth Century Fox Film Corporation."
Hugh Jackman,5F1aoppMtU3OMiltO8ymJ2,723258.0,musicals,66.0,artist,"3,073.4",0.899,"2,131.6",55.9,12473877.0,14.0,10.0,"Exallshow Ltd, a Warner Music Group Company. All rights reserved."
Zendaya,6sCbFbEjbYepqswM1vWjjs,5275191.0,nan,68.0,artist,"3,663.4",1.063,485.6,389.3,301723.0,5.0,2.0,
HUNTR/X,2yNNYQBChuox9A5Ka93BIn,3725352.0,k-pop,87.0,artist,"2,262.7",13.054,"2,262.7",nan,31504239.0,19.0,0.0,
KPop Demon Hunters Cast,7mW7Tv7NvywKKXqafZo0Lc,1704344.0,k-pop,90.0,artist,"3,661.4",19.751,nan,nan,61020.0,1.0,0.0,
Los Dareyes De La Sierra,1ZMJSCQw8DIefcLb1FIpY0,1983261.0,"corrido, corridos bélicos, corridos tumbados, sierreño, electro corridos, dembow belico, banda, música mexicana",78.0,artist,"2,794.7",4.832,"1,207.7",626.2,107725.0,7.0,1.0,"Hyphy Musica, Hyphy Music, Double P Records, UMG Recordings, Inc., Gente Humilde Music, JG Music"
DMX,5yGfPBU9IdpwZjK7WALeCv,1724.0,nan,34.0,artist,"3,650.2",1.285,"3,226.2","2,791.6",4790376.0,15.0,2.0,artistmusical
Bethel Music,26T4yOaOoFJvUvxR87Y9HO,2216080.0,"worship, christian, pop worship, ccm",72.0,artist,"3,646.9",1.915,"3,644.3",350.1,3104814.0,16.0,0.0,"Bethel Music, distributed by Stem, Bethel Music"
Sin Bandera,7xeM7V59cA1X8GKyKKQV87,6772131.0,latin pop,70.0,artist,"3,639.1",1.877,"3,355.5","3,300.1",105837.0,15.0,11.0,"SONY BMG MUSIC ENTERTAINMENT (Mexico), S.A. DE C.V., Sony Music Entertainment México, S.A. de C.V., 5020 Records, Sony Music Entetrainment Mexico S.A. De C.V., SONY BMG MUSIC ENTERTAINMENT (Mexico), S.A. De C.V."
LUCKI,5tQMB0cuNXdCtzovGt55uD,1788034.0,cloud rap,76.0,artist,"3,637.2",2.786,"3,364.9","2,895.2",1248890.0,16.0,0.0,Numero Group
