artist,artist_id,followers,genres,popularity,type,rank,daily streams,peak daily,monthly listeners,total_page_views,total_songs_count,songs_with_duration_count,labels
Leo Dan,6qhOH2mrlqUDod9sWA5kR2,4307215.0,"ranchera, bolero, mariachi",70.0,artist,"2,329.4",1.543,"2,322.8","1,620.8",32293.0,15.0,3.0,"Halidon, Daniele Leoni"
Cypress Hill,4P0dddbxPil35MNN9G2MEX,2385368.0,"west coast hip hop, old school hip hop, rap rock, hip hop",65.0,artist,"2,327.7",0.738,"2,249.1","1,793.6",1635329.0,15.0,7.0,"musique d'herbs, Cypress Hill Musik under exclusive license to BMG Rights Management GmbH, Columbia Records, a division of Sony Music Entertainment, Cypress Hill Music under exclusive license to BMG Rights Management GmbH, Cypress Hill Musik / Mercury Studios Media Limited, Capitol Records, LLC, Cypress Hill"
Coez,5dXlc7MnpaTeUIsHLVe3n4,2291758.0,indie,66.0,artist,"2,324.8",0.942,"1,589.5","1,342.9",1025970.0,15.0,2.0,"Carosello Records, Coez licensed to Carosello Records, Prodacto / Undamento, Prodacto licensed to Carosello Records, Prodacto srl under exclusive license to Warner Music Italy, Prodacto srl distributed by Warner Music Italy"
Anuv Jain,4gdMJYnopf2nEUcanAwstx,8313186.0,"indian indie, hindi indie, hindi pop",74.0,artist,"2,323.5",3.086,"2,323.5","2,161.1",1806179.0,6.0,2.0,"Universal Music India Pvt. Ltd., Anuv Jain, AP DHILLON INC/Republic Records, a division of UMG Recordings, Inc., Anuv Jain, 2024 EarthPercent. Under licence from Anuv Jain"
Pooh Shiesty,5F1aAS1duwlzExnPs3l2Xe,2143859.0,nan,68.0,artist,"2,323.1",1.163,"1,456.2",431.5,1695373.0,14.0,4.0,"Choppa Gang Ent LLC, Grounded Hype, 1017 Global Music, LLC and Atlantic Recording Corporation, Global Music, LLC, © 2022 Atlantic Recording Corporation, Atlantic Recording Corporation and 1017 Global Music, LLC., Global Music, LLC, ℗ 2022 Atlantic Recording Corporation"
Baby Rasta,0GgyFUpOyzWDRDqx8FCTDN,2517074.0,reggaeton,70.0,artist,"2,322.6",1.682,211.9,14.6,14883.0,1.0,0.0,"Wolflow Music INC, WOLFLOW MUSIC LLC, WOLFLOW MUSIC, LLC, Baby Rasta y Gringo, Rimas Classics LLC, Wolflow Music/Duars Entertainment. Distributed by Sony Music Entertainment US Latin LLC, New Records Inc, New Records Inc., Mastered Trax / C-Mobztas, Rimas Classics LLC."
Estelle,5T0MSzX9RC5NA6gAI6irSn,388686.0,nan,65.0,artist,"1,867.6",0.777,"1,101.3",68.1,7379186.0,6.0,4.0,"Savastino Music&Art, Ambient Recordings, A. Lundström, No Boundaries, a"
American Authors,0MlOPi3zIDMVrfA9R04Fe3,1647915.0,nan,62.0,artist,"1,992.0",0.404,"1,982.4","1,954.2",1342248.0,16.0,8.0,"FOUR MUSIC PRODUCTIONS GmbH a Sony Music Entertainment company, The Island Def Jam Music Group, French Poet Society, Island Records, a division of UMG Recordings, Inc., American Authors"
LP,4AGwPDdh1y8hochNzHy5HC,170147.0,nan,52.0,artist,"2,314.8",0.669,"2,235.8","2,223.4",2791960.0,7.0,0.0,"Interscope Records (Cherrytree Records), Miami Horror under exclusive license to Nettwerk Music Group Inc., Counter Records, Battlestation Records"
Stone Temple Pilots,2UazAtjfzqBF0Nho2awK4z,4002597.0,"grunge, alternative rock, post-grunge, rock",69.0,artist,"2,312.5",1.131,"2,312.5","2,312.5",1430202.0,15.0,2.0,"Atlantic Recording Corporation, a Warner Music Group Company. All Rights Reserved. Manufactured for & Marketed by Rhino Entertainment Company., Stone Temple Pilots, Woody Guthrie, David Bowie, Sunfish, Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States., Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. All Rights Reserved., Carnival, Tortuga, Play Pen Music LLC under exclusive license to Rhino Entertainment Company, a Warner Music Group Company., Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States excluding Australia and New Zealand., Atlantic Recording Corporation., Stone Temple Pilots, Atlantic Recording Corp. for the United States and WEA International for the world outside of the United States, Stone Temple Pilots, David Bowie"
Matchbox Twenty,3Ngh2zDBRPEriyxQDAMKd1,2692575.0,post-grunge,67.0,artist,"2,308.3",0.934,"2,308.3","2,307.1",2205196.0,16.0,5.0,"Atlantic Recording Corporation, Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States., Atlantic Recording Corporation for the United states and WEA International Inc. for the world outside of the United States., Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States"
Dustin Lynch,1dID9zgn0OV0Y8ud7Mh2tS,2553456.0,"country, acoustic country",64.0,artist,"2,307.1",0.577,"2,192.1","1,740.8",377175.0,15.0,4.0,"This Is Hit, Inc. d/b/a Broken Bow Records, Position Music"
Yxng Bane,5AbLpsnTQVNB3OEadYiVrK,435449.0,"afroswing, grime, uk grime, uk r&b",53.0,artist,"2,303.2",0.374,343.8,199.9,448142.0,8.0,3.0,"D-Block Europe & Yxng Bane, Wolf Gang Sound Ltd, under exclusive licence to Ditto Plus, Ultra Records, LLC, Fumez The Engineer, Disturbing London Records, Lutèce Music, Disturbing London Records Limited"
Genesis,3CkvROUTQ6nRi9yQOcsB50,3746081.0,"progressive rock, art rock",69.0,artist,"2,302.9",1.316,"2,302.9","2,294.3",449896.0,4.0,0.0,"Things Happen Records, 916% Entertainment, ALC / Domo, Genesis Music, LLC / EMPIRE, Bigger Picture Recordings, Odd Future LLC"
Elliott Smith,2ApaG60P4r0yhBoDCGD8YG,1352878.0,singer-songwriter,65.0,artist,"1,390.8",0.77,"1,383.6","1,382.6",2507376.0,16.0,10.0,"SKG Music L.L.C., Successors in interest to the Estate of Elliott Smith, under license to Kill Rock Stars, UMG Recordings, Inc., The Estate Of Elliott Smith, Under exclusive licence to Universal Music International B.V., The Estate Of Elliott Smith, under exclusive licence to Universal Music International B.V., Kill Rock Stars"
Dhvani Bhanushali,1OPqAyxsQc8mcRmoNBAnVk,6039430.0,"bollywood, hindi pop, desi pop, desi",64.0,artist,"1,665.6",0.689,270.4,6.3,64421.0,6.0,1.0,"Zee Music Company, Saregama India Ltd, VB Production, Jjust Music, Hitz Music, Warner Music India"
James TW,0B3N0ZINFWvizfa8bKiz4v,1368487.0,nan,58.0,artist,"2,216.3",0.261,"2,174.0","2,171.9",695269.0,13.0,10.0,"LoudKult Div., Elina, James TW, Island Records, a division of UMG Recordings, Inc."
James Taylor,0vn7UBvSQECKJm2817Yf1P,2874718.0,"folk rock, singer-songwriter, soft rock",65.0,artist,"2,301.8",0.701,"2,125.2","2,072.2",889207.0,9.0,6.0,"Syzygy Productions LLC. Under exclusive license to StarCon LLC d/b/a Hear MusicTM, Mercury Records Limited, 2001 The Verve Music Group, a Division of UMG Recordings, Inc., 2000, 2001, 2002 Sony Music Entertainment, Inc. WARNING: All Rights Reserved. Unauthorized duplication is a violation of applicable laws., Sony Music Entertainment under exclusive license from James Taylor, Sony Music Entertainment Inc. WARNING: All rights reserved. Unauthorized duplication is a violation of applicable laws., James Taylor. Under exclusive license to Concord Music Group, Inc., James Taylor. Under exclusive license to StarCon, LLC d/b/a Hear MusicTM, Rhino Entertainment Company, a Warner Music Group Company. All Rights Reserved. Marketed by Rhino Entertainment Company, Rhino Entertainment Company, a Warner Music Group Company. All Rights Reserved., James Taylor., Under exclusive license to Fantasy Records. Distributed by Concord., James Taylor, Shockwaves"
Kendo Kaponi,1WMwuNKzEFtU6pPkdtryYS,1274601.0,"trap latino, reggaeton",66.0,artist,"1,570.0",0.887,276.8,103.1,226480.0,11.0,3.0,"Rimas Music LLC, Rimas Entertainment LLC., IS2EASY, sigan en instagram @odixofficial, Olympus Music / Powered by GLAD Empire, LLC, El Cartel Records, Sony Music Entertainment US Latin LLC, under exclusive license from Kendo Kaponi"
Neil Diamond,7mEIug7XUlQHikrFxjTWes,3249347.0,nan,66.0,artist,"2,298.4",0.891,"2,295.9","2,248.8",1185440.0,15.0,3.0,"See-Saw, Neil Diamond, under exclusive license to UMG Recordings, Inc., Neil Diamond, under exclusive license to Capitol Records, Neil Diamond, Kelly Gordon, Neil Diamond, Under Exclusive License To Capitol Records, LLC, UMG Recordings, Inc., Neil Diamond, under exclusive license to Capitol Records, LLC"
Boyz II Men,6O74knDqdv3XaWtkII7Xjp,3622123.0,"new jack swing, r&b, quiet storm",68.0,artist,"2,298.0",1.118,"1,822.3","1,754.2",2142416.0,15.0,3.0,"Universal International Music B.V., Decca Label Group, Arista Records, Inc., Motown Records, a Division of UMG Recordings, Inc., UMG Recordings, Inc., Tango Records, LLC and MSM Music Group, Inc., under exclusive license to Sony Music Entertainment"
DIVINE,0A4kwgSztRzeUGBrY8jR9c,406.0,nan,56.0,artist,"1,542.9",0.669,"1,175.0",465.3,1051952.0,8.0,0.0,"Saregama India Ltd., Dutty Rock Productions US LLC under exclusive license to Ineffable Records, DIVINE & Karan Aujla Music exclusively marketed and distributed by Mass Appeal, Gully Gang / Mass Appeal, Mass Appeal India / Gully Gang, Gully Gang Records"
Jonita Gandhi,00sCATpEvwH48ays7PlQFU,1917328.0,"bollywood, tamil pop, kollywood, hindi pop, desi, tamil dance",71.0,artist,"2,297.4",1.42,50.5,6.7,47229.0,5.0,1.0,"Zee Music Company, Saregama India Ltd., Saregama India Ltd, Think Music, Super Cassettes Industries Private Limited, BOPS, Inc / EMPIRE, Ministry of Sound Recordings Limited"
Kidd Keo,0VZrPa7mWAYXH4CwmYk8Km,3001729.0,"trap, argentine trap",67.0,artist,"2,296.5",0.989,"1,891.9","1,267.4",1948003.0,15.0,2.0,"DBT Empire, Dbtrap Records, Warner Music Latina, DBT Empire distributed by Warner Music Latina Inc."
Etta James,0iOVhN3tnSvgDbcg25JoJb,2003573.0,"soul, jazz blues, soul blues, blues, vocal jazz",68.0,artist,"2,296.5",1.128,"2,289.0","2,263.7",1235153.0,15.0,7.0,"See-Saw, SONY BMG MUSIC ENTERTAINMENT, Etta James, The Rolling Stones, Claude Thornhill, Jimmy Reed, Muddy Waters, Al Green, Sunset Blvd., Ace Records - This product is protected by a registered watermark patent. All copying prohibited., Ace Records, BMG Music, Concert Archives / Delta, UMG Recordings, Inc., The Verve Music Group, a Division of UMG Recordings, Inc., Mouton Recordings, 501 Record Club, LLC"
No Te Va Gustar,4ZDoy7AWNgQVmX7T0u0B1j,2646005.0,"argentine rock, murga, latin rock, rock en español, latin alternative",68.0,artist,"2,296.4",1.086,"2,216.8","1,512.8",18965.0,14.0,0.0,Elefante Blanco
Olivia Dean,00x1fYSGhdqScXBRpSj3DW,1653870.0,pop soul,89.0,artist,"2,294.7",20.219,"2,188.8","2,092.1",808681.0,14.0,12.0,"Sam Fender, under exclusive licence to Universal Music Operations Limited, Universal Music Operations Limited"
Ati242,6bGOmNBU1AOgttgOjh0ldf,3509852.0,turkish hip hop,74.0,artist,"2,294.6",3.009,"1,943.2","1,742.1",1680133.0,14.0,5.0,"Pentagon Records, SST, Lais Records, PMC"
Pinguini Tattici Nucleari,6RdcIWVKYYzNzjQRd3oyHS,2328912.0,nan,67.0,artist,"2,293.0",0.995,"2,048.1","2,009.9",761478.0,15.0,8.0,"Sony Music Entertainment Italy S.p.a., Sony Music Entertainment Italy S.p.A., Sony Music Entertainment Italy S.p.A, Pinguini Tattici Nucleari under exclusive license to Sony Music Entertainment Italy S.p.A."
Gregory Alan Isakov,5sXaGoRLSpd7VeyZrLkKwt,1154680.0,"indie folk, folk, folk pop",71.0,artist,"2,291.1",1.601,"2,207.3","2,207.3",743045.0,14.0,6.0,"gregory alan isakov, Stax Records, Distributed by Concord., Dualtone Music Group, Suitcase Town Music under exclusive license to Dualtone Music Group, a division of MNRK Records, Suitcase Town Music, Jeremiah Fraites, under exclusive licence to Universal Music Operations Limited, Gregory Alan Isakov"
FINNEAS,37M5pPGs6V1fchFJSgCguX,2361673.0,nan,70.0,artist,"2,290.6",1.298,"1,700.3","1,697.9",1839448.0,12.0,6.0,Boshi Collective
Martin Jensen,4ehtJnVumNf6xzSCDk8aLB,1260428.0,nan,57.0,artist,"2,288.9",0.199,"1,605.0",999.6,208097.0,10.0,8.0,"disco:wax, One Seven Music, Empire Of Song (Australia) Pty Limited, under exclusive licence to Decca, a division of Universal Music Operations Ltd, One Seven Music - Spinnin' Records, Smash The House / One Seven Music"
Ricky Montgomery,0ZUvK7zGdXLd78mQr3t1Tw,2408107.0,nan,68.0,artist,"2,287.8",1.198,"2,199.1","2,096.2",2221161.0,13.0,6.0,"Montgomery Ricky LLC, under exclusive license to Warner Records Inc., Ricky Montgomery"
William Singe,5exS0bytCYdixgv02DaCm3,625311.0,nan,56.0,artist,"1,402.7",0.203,241.8,239.9,635798.0,14.0,1.0,"October Records, Five AM, Twenty87 Records, William Singe, Twenty87 Records / ACTS Music Group, ACTS Music Group"
Steely Dan,6P7H3ai06vU1sGvdpBwDmE,2530316.0,"yacht rock, classic rock",68.0,artist,"2,285.9",0.996,"2,283.4","2,282.2",2280694.0,18.0,11.0,"Vision, Fried Bananas, P.E.R Music, Hatbox, Timeline, SkyWine, The Jazz Alliance, Distributed by Concord., Nightfly Productions, Inc., under exclusive license to UMG Recordings, Inc., Steely Dan"
Los Fabulosos Cadillacs,2FS22haX3FYbyOsUAkuYqZ,3391736.0,"rock en español, latin rock, ska, argentine rock, latin alternative, mexican ska, murga",66.0,artist,"2,285.8",0.88,"2,281.3","2,281.3",83197.0,16.0,8.0,"Sony Music Entertainment Argentina S.A., Sony Music Entertainment Argentina S.A, SONY BMG MUSIC ENTERTAINMENT (US Latin) LLC, SONY BMG Music Entertainment (Argentina) S.A., BMG Ariola Argentina S.A., Sony Music Entertainment Argentina S.A. esta compilación."
Motive,0aoPBMnu1O7mi1HRThjsh6,205.0,nan,6.0,artist,"2,276.7",3.127,"1,849.8","1,403.1",1251823.0,10.0,0.0,"Deep, Dark & Dangerous, Drama Club Recordings, Songtrust, Sub Merchants, Subcarbon, DEEP MEDi MUSIK, Deadbeats"
Gabriela Rocha,4fdCGYM7dtJLa3LvR1ccto,8916133.0,"gospel, worship, brazilian gospel, devotional",69.0,artist,"2,276.2",1.306,"1,691.2","1,506.5",0.0,13.0,2.0,"Sony Music Entertainment Brasil ltda., Sony Music Entertainment Brasil ltda, Onimusic"
A Tribe Called Quest,09hVIj6vWgoCDtT03h8ZCa,2406420.0,"jazz rap, east coast hip hop, hip hop, old school hip hop",65.0,artist,"2,274.3",0.675,"2,272.5","1,756.2",4896747.0,15.0,0.0,"Zomba Recording LLC, Epic Records, a division of Sony Music Entertainment"
Connor Price,5zixe6AbgXPqt4c1uSl94L,1749234.0,nan,71.0,artist,"2,273.0",1.497,"1,764.3",513.1,363873.0,13.0,2.0,"4 of clubs LLC, FRDi Entertainment & 4 of clubs LLC, 4 of clubs LLC & FRDi Entertainment"
Forrest Frank,1scVfBymTr3CeZ4imMj1QJ,2313284.0,"christian, christian pop, christian hip hop, worship, gospel r&b",78.0,artist,"1,861.8",3.28,"1,679.6",851.2,770420.0,15.0,6.0,"JESUS LOVES YOU, river house records"
Mario,20s0P9QLxGqKuCsGwFsp7w,4005680.0,r&b,69.0,artist,"2,272.4",1.195,"2,189.0","2,081.5",2806484.0,3.0,2.0,"Born Leaders Entertainment, Mario Judah, Mario Judah Entertainment"
Franz Ferdinand,0XNa1vTidXlvJ2gHSsRi4A,2997907.0,indie rock,68.0,artist,"2,272.1",0.95,"2,272.1","2,258.6",2794359.0,19.0,13.0,"Night Time Stories Ltd., Domino Recording Co Ltd"
Nagalli,6TPJK8tv3AKKSsw0lENTQk,475462.0,"brazilian trap, trap, trap funk, brazilian hip hop",70.0,artist,"2,270.8",1.738,315.4,nan,57336.0,8.0,0.0,"Som Livre, Mc Igu, SLVC, Supernova Ent Under Exclusive License to UnitedMasters, GR6 Music, Supernova Entertainment Under Exclusive License to Sony Music Entertainment Brasil ltda., Executivo Records, Warner Music Brasil Ltda."
Maverick City Music,58r1rB5t3VF5X6yXGPequV,2890378.0,"worship, gospel, christian",71.0,artist,"2,270.0",1.476,"1,599.9",25.1,2273356.0,15.0,0.0,"Maverick City Music, Tribl Records, Fo Yo Soul Recordings, a division of Sony Music Entertainment, TRIBL RECORDS, Tribl Records, Tribl Records LLC"
Billy Currington,1By9QBFnjZAoI83BZppHlt,2762084.0,"country, acoustic country",65.0,artist,"2,269.4",0.702,"2,207.2","2,198.5",501377.0,15.0,5.0,"Mercury Records, a Division of UMG Recordings, Inc., Mercury Records, UMG Recordings, Inc."
Baco Exu do Blues,78nr1pVnDR7qZH6QbVMYZf,4251451.0,"brazilian hip hop, brazilian trap",68.0,artist,"2,267.5",1.064,"1,695.2",863.6,509653.0,15.0,0.0,"Sony Music Entertainment Brasil ltda. sob licença exclusiva de Baco Exu do Blues., Sony Music Entertainment Brasil ltda. sob licença exclusiva de GR6 Eventos., Baco Exu do Blues, 999, Supernova Entertainment Under Exclusive License to Sony Music Entertainment Brasil ltda., Pineapple Storm, Som Livre"
King Gnu,6wxfx1yhyqjCPYwwxJktR2,4088821.0,"j-pop, anime, j-rock",69.0,artist,"2,261.8",1.212,"2,261.8","2,261.8",78017.0,3.0,1.0,"Sony Music Entertainment (Japan) Inc., King Gnu, Sony Music Labels Inc."
Bad Omens,3Ri4H12KFyu98LMjSoij5V,2006622.0,metalcore,75.0,artist,"2,261.5",2.751,"2,191.4","2,053.5",1173717.0,14.0,8.0,Sumerian Records
Cordae,0huGjMyP507tBCARyzSkrv,2110604.0,nan,63.0,artist,"2,255.5",0.5,"1,546.6",790.4,1834786.0,11.0,1.0,"Atlantic Recording Corporation, Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company."
Tom Walker,7z2avKuuiMAT4XZJFv8Rvh,1347306.0,nan,62.0,artist,"2,254.0",0.444,"1,991.6","1,819.4",2455872.0,17.0,12.0,"under exclusive licence to 5K Records Limited / Sony Music Entertainment UK Limited, Armada Music B.V. / Spectrum under exclusive license from Relentless Records, Relentless Records under exclusive licence to Sony Music Entertainment UK Limited, EarthPercent. Under licence from Relentless Records., WEFOR, under exclusive license to Universal Music GmbH"
Bonnie Tyler,0SD4eZCN4Kr0wQk56hCdh2,2422661.0,nan,69.0,artist,"2,252.3",1.025,"2,172.0","2,151.7",46233448.0,23.0,15.0,"earMUSIC, a label of Edel Music & Entertainment GmbH., Sanctuary Records Group Ltd., a BMG Company, Bandpick Ltd, ZYX Music GmbH & Co. KG, 2006 Indie Universe / Bonnie Tyler, Cleopatra Records, Indie Universe / Bonnie Tyler, EastWest Records GBMH, Edel Germany GmbH. earMUSIC is a project of Edel."
Maggie Rogers,4NZvixzsSefsNiIqXn0NDe,1276730.0,nan,66.0,artist,"2,252.1",0.779,"1,828.1","1,790.5",1646899.0,15.0,10.0,"Debay Sounds LLC, under exclusive license to UMG Recordings, Inc., Belting Bronco Records under exclusive license to Warner Records Inc., Debay Sounds LLC, microqlima, Debay Sounds, LLC and Huse Soup, LLC, Under Exclusive License To Arts & Crafts Productions Inc."
Kenny Loggins,3Y3xIwWyq5wnNHPp5gPjOW,1263665.0,yacht rock,65.0,artist,"2,249.0",0.656,"2,199.8","2,084.5",1474583.0,14.0,9.0,"180 Music, LLC. Marketed, manufactured and distributed by Concord Music Group, Inc., SONY BMG MUSIC ENTERTAINMENT, Sony Music Entertainment Inc. WARNING: All Rights Reserved. Unauthorized duplication is a violation of applicable laws., Vout, Sony Music Entertainment Inc., Maquette, Kenny Loggins, Kenny Loggins, Bing Crosby, Sly & The Family Stone, Little Richard, Earth Wind & Fire, Aretha Franklin, Blood Sweat & Tears, Nat King Cole, The Everly Brothers, Crosby Still Nash & Young, Crosby Stills & Nash, The Doobie Brothers, Mich"
Takeoff,3EW0kQ1skZiK1NHg3Spt9J,2316395.0,nan,64.0,artist,"2,248.2",0.634,689.0,668.6,803577.0,5.0,4.0,"Quality Control Music, LLC, under exclusive license to UMG Recordings, Inc."
Sage The Gemini,6d47Z08T4snK50HgTEHo5Z,922312.0,hyphy,62.0,artist,"2,247.7",0.472,"1,118.9",565.0,2249976.0,13.0,6.0,"Artist Partner Group, Inc./International Music Group, LLC, EMPIRE Recordings Inc., Just Juice, Just Juice & Sage The Gemini, Global Gemini, Global Gemini/Atlantic Recording Corporation, Experts Only/Darkroom Records"
BABYMETAL,630wzNP2OL7fl4Xl0GnMWq,2740373.0,j-rock,68.0,artist,"1,458.8",0.99,"1,087.8",823.2,339226.0,4.0,4.0,"BABYMETAL WORLD, LLC, under exclusive license to UMG Recordings, Inc., BABYMETAL RECORDS / Amuse Inc. under exclusive licence to Cooking Vinyl America Inc. / 5B Records, Five Finger Death Punch, under exclusive license to Better Noise Music"
Ratatat,57dN52uHvrHOxijzpIgu3E,607119.0,nan,64.0,artist,"2,246.6",0.704,473.7,472.1,36553.0,4.0,2.0,"Under Exclusive License to Because Music, XL Recordings Ltd, Ratatat under exclusive licence to Because Music"
Chase & Status,3jNkaOXasoc7RsxdchvEVq,1204564.0,"drum and bass, jungle",67.0,artist,"1,838.3",0.877,"1,600.8",142.7,406082.0,15.0,10.0,"Chase & Status, under exclusive license to Mercury Records Limited, Chase & Status, under exclusive licence to Mercury Records Limited, RAM Records Ltd., fabric Records, Chase & Status, under exclusive licence to Universal Music Operations Limited"
Koba LaD,1q7T9rFQ2a2ukA1PU51fo3,4132021.0,"french rap, pop urbaine",65.0,artist,"2,243.3",0.698,"1,584.3",742.1,1427781.0,15.0,11.0,"Grinta Records / Millenium (Capitol Music France), Hall Access, distributed by Sony Music Entertainment France SAS, BMF & Truth Records distributed by AWA & Sony Music Entertainment France SAS, Binks Records/Play Two, Verdansk / AllPoints, Capitol Music France"
Erykah Badu,7IfculRW2WXyzNQ8djX8WX,3246182.0,"neo soul, r&b",68.0,artist,"2,242.4",1.01,"1,738.3","1,622.7",2517006.0,13.0,4.0,"We Each Other, Inc., Jamla Records, under exclusive license to Roc Nation Records, LLC, Control Freaq Records / EMPIRE; (Dedicated to Dexter Samuels), Universal Records, a Division of UMG Recordings, Inc., Motown Records, a Division of UMG Recordings, Inc., Universal Records a division of UMG Recordings Inc., UMG Recordings, Inc., Universal Records Inc., Universal Motown Records, a division of UMG Recordings, Inc., Motown Record Company L.P."
CHVRCHES,3CjlHNtplJyTf9npxaPl5w,1406753.0,synthpop,60.0,artist,"2,241.6",0.377,"1,438.4","1,289.7",1508792.0,17.0,13.0,"Chvrches, under exclusive license to Vertigo/Capitol, a division of Universal Music GmbH, CHVRCHES, under exclusive license to Universal Music GmbH, CHVRCHES, under exclusive licence to Universal Music Operations Limited, Rodeo Suplex, Inc. d/b/a Rodeo Suplex Music under exclusive license to Sacred Bones Records, Chvrches, under exclusive license to Universal Music GmbH, Sacred Bones Records"
Young the Giant,4j56EQDQu5XnL7R3E9iFJT,1705806.0,nan,65.0,artist,"2,241.3",0.697,"2,241.3","2,232.8",1194824.0,15.0,14.0,"Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company., Fueled By Ramen LLC, Young the Giant., Elektra Records for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company, Warner Music Inc., Jungle Youth Records under exclusive license to AWAL Recordings America, Inc., The All Blacks B.V."
The Alchemist,0eVyjRhzZKke2KFYTcDkeu,899367.0,"alternative hip hop, jazz rap, experimental hip hop, boom bap",72.0,artist,"2,241.2",1.629,782.3,113.3,161841.0,2.0,0.0,"ALC, Surf Club Inc. / EMPIRE, PIMPIRE RECORDS / MARCI ENTERPRISES, The Freeminded Records / ALC / EMPIRE, The Freeminded Records / 2 Chainz / ALC / EMPIRE, ESGN LLC And ALC Records., Backwoodz Studioz LLC, Surf Club Inc. / ALC / EMPIRE"
Curren$y,6X8WdFjrNhXATMDSs26aCc,1064540.0,southern hip hop,60.0,artist,"1,327.8",0.316,867.6,221.0,978986.0,15.0,0.0,
Masoom Sharma,36iDrP3UnCxsSH9LuSdkDj,7028172.0,haryanvi pop,80.0,artist,"2,234.1",5.893,"1,905.2",226.6,38295.0,3.0,0.0,"Folk Beat Haryanvi, Dhun Haryana, RD Music, Kiara Records, Nanu Culture, Sky High Music, Digiya Music"
Antonio Vivaldi,2QOIawHpSlOwXDvSqQ9YJR,2723260.0,classical,70.0,artist,"2,233.7",1.293,"2,213.0",nan,6557.0,15.0,0.0,"Naxos Records, Warner Music UK Limited, Sony Music Entertainment, UMG Recordings, Inc., Parlophone Records Limited"
Simply Red,1fa0cOhromAZdq2xRA4vv8,2772146.0,nan,70.0,artist,"2,231.2",1.372,"2,229.1","2,116.0",673242.0,16.0,6.0,"Warner Music UK Ltd. / Simplyred.com Ltd., Warner Music UK Limited, simplyred.com ltd, BMG Rights Management (UK) Limited, East West Records. Manufactured and Marketed by Warner Strategic Marketing, Warner Music UK Ltd. / Simplyred.com Ltd. Marketed by Rhino Entertainment Company, a Warner Music Group Company, Simplyred.com Limited under exclusive license to East West Records, a division of Warner Music UK Limited, Simplyred.com Limited"
MERO,1TfSVLC8KtuIo6uWNqCbqU,244.0,nan,5.0,artist,"2,229.7",1.213,"1,525.6","1,132.0",2985845.0,12.0,0.0,"LA REAL VUELTA RECORDS ®, Homer El Mero Mero, under exclusive license to Nocita Music/Interscope Records, FaroLatino Music, Bardero$, under exclusive license to Nocita Music/Interscope Records, DALE PLAY Records, Homer el Mero Mero, under exclusive licence to Nocita Music / Interscope Records"
AnnenMayKantereit,23xqmJEN3oVxwzqtNIyR5m,2188112.0,"german indie, german pop, german indie pop",66.0,artist,"2,229.0",0.854,"2,155.2","1,729.4",831457.0,14.0,8.0,"AnnenMayKantereit Records, AnnenMayKantereit & Irrsinn Tonträger, Christopher Annen, Henning May, Severin Kantereit GbR, under exclusive license to Universal Music GmbH, Christopher Annen, Henning May, Severin Kantereit GbR, under exclusive license to Vertigo/Capitol, a division of Universal Music GmbH"
LATIN MAFIA,6XTGKOV9jceQ6f67lnhpbF,1816149.0,latin r&b,75.0,artist,"2,055.0",2.401,"1,887.9","1,464.4",335985.0,8.0,2.0,"COLORSxSTUDIOS, HOME MADE records Bajo Distribución en Exclusiva de Sony Music Entertainment México, S.A. de C.V. / 5020 RCRDS, Rusowsky, under exclusive license to Rusia-IDK, S.L./Warner Records Inc., Rimas Entertainment México S.A de C.V"
HAIM,4Ui2kfOqGujY81UcPrb5KE,1436872.0,nan,65.0,artist,"2,227.2",0.587,"1,534.2","1,387.7",1390324.0,16.0,0.0,Hudson Harris & Haim
Capital Cities,4gwpcMTbLWtBUlOijbVpuu,998832.0,nan,66.0,artist,"2,221.1",0.616,"2,219.0","2,173.1",577559.0,18.0,17.0,"Lazy Hooks, LLC"
Yelawolf,68DWke2VjdDmA75aJX5C57,2365612.0,"country hip hop, southern hip hop",65.0,artist,"2,214.8",0.65,"1,731.9","1,211.9",3285359.0,14.0,5.0,"MiLLiON DOLLAR MULLET MUSiC & Slumerican Records, Slumerican, Slumerican Records, Slumerican / Soul Assassins, Slumerican / Shady / Interscope"
Beck,4EPJlUEBy49EX1wuFOvtjK,926617.0,nan,68.0,artist,"2,210.9",0.58,"2,005.4","1,947.8",785760.0,1.0,0.0,"Good Ship Funke, Deuce Music, Ltd., under exclusive license to Rhino Entertainment Company, a Warner Music Group Company., London Calling, Maestro Entertainment Corp, GOLDEN RAIN, Maison Blanche, Sonic Boom, Jeff Beck, Firefly, OBD"
