artist,artist_id,followers,genres,popularity,type,rank,daily streams,peak daily,monthly listeners,total_page_views,total_songs_count,songs_with_duration_count
Catfish and the Bottlemen,2xaAOVImG2O6lURwqperlD,1177928.0,"indie, indie rock",62.0,artist,"1,823.5",0.482,"1,823.5","1,823.5",1805764.0,16.0,16.0
Cup of Joe,61nn6nOoLWjVC1ER2qFAvN,4564630.0,"opm, harana, p-pop, pinoy indie, kundiman",76.0,artist,"1,822.1",3.322,"1,822.1","1,484.4",1160244.0,15.0,1.0
Crowded House,7ohlPA8dRBtCf92zaZCaaB,1054837.0,nan,68.0,artist,"1,819.1",1.111,"1,819.1","1,818.9",815925.0,16.0,10.0
Elvis Crespo,1c22GXH30ijlOfXhfLz9Df,1231943.0,"merengue, latin dance, salsa, latin",66.0,artist,"1,817.4",0.822,"1,072.4",898.5,488780.0,11.0,7.0
Fedez,3pgCLfNbw5ozIfoNsvDU7i,2112338.0,nan,61.0,artist,"1,815.3",0.382,"1,268.2",387.6,499159.0,10.0,2.0
Yeah Yeah Yeahs,3TNt4aUIxgfy9aoaft5Jj2,1477417.0,indie rock,66.0,artist,"1,814.6",1.05,"1,814.6","1,176.2",1426443.0,17.0,11.0
Haricharan,1QvyquqkuuwUzdszyoKIy4,3886417.0,"mollywood, tollywood, tamil pop, telugu pop, malayalam pop, kollywood, tamil dance, kannada pop",70.0,artist,"1,813.4",1.633,773.8,74.7,0.0,4.0,0.0
Josman,6dbdXbyAWk2qx8Qttw0knR,1447947.0,french rap,70.0,artist,"1,812.2",0.996,"1,560.8","1,422.3",831728.0,15.0,3.0
Pawan Singh,1T7MiVJ2MJlR5GKi11w4VT,2020281.0,"bhojpuri pop, bhojiwood",73.0,artist,"1,265.8",1.897,951.6,183.9,20210.0,5.0,0.0
Nemzzz,3DHtfeD4PsmR9YGhCP4VF7,1579926.0,"uk drill, drill",73.0,artist,"1,809.3",2.184,"1,460.8","1,244.3",492573.0,14.0,7.0
Hiphop Tamizha,7zFBW2JxM4bgTTKxCRcS8Q,12373808.0,"tamil hip hop, tamil pop, kollywood, tamil dance, tamil indie",68.0,artist,"1,808.9",1.122,"1,610.0",209.8,550291.0,14.0,1.0
Daughtry,5P5FTygHyx2G57oszR3Wot,2385776.0,nan,65.0,artist,"1,808.4",0.716,"1,790.1","1,752.8",469386.0,16.0,9.0
DRAM,7xFAkXgK99h0nlTo1kHagi,121568.0,nan,59.0,artist,"1,805.5",0.225,"1,302.2",206.4,3612935.0,4.0,0.0
Roy Woods,7mDU6nMUJnOSY2Hkjz5oqM,1227673.0,trap soul,58.0,artist,"1,618.2",0.247,"1,464.0",735.6,3039340.0,15.0,12.0
AK AUSSERKONTROLLE,07SFzTMeYf5P8Rd32a9Zzw,1077081.0,german hip hop,62.0,artist,"1,642.5",0.516,"1,348.7",758.0,931135.0,14.0,10.0
Brandy,05oH07COxkXKIMt6mIPRee,4130940.0,r&b,67.0,artist,"1,805.2",1.005,"1,366.5",756.4,2576191.0,16.0,6.0
Boomdabash,4mAsWDGLUIEdo6imU77WG6,773222.0,nan,54.0,artist,"1,804.3",0.162,"1,609.2",596.7,70240.0,14.0,9.0
Sheryl Crow,4TKTii6gnOnUXQHyuo9JaD,1337094.0,nan,66.0,artist,"1,802.9",0.75,"1,603.6","1,291.7",880435.0,14.0,6.0
Petit Biscuit,6gK1Uct5FEdaUWRWpU4Cl2,986929.0,nan,59.0,artist,"1,800.5",0.284,"1,696.2","1,351.3",662540.0,16.0,9.0
Dirty Heads,6GkJh85o22LfD2vgL9DP6f,881167.0,"reggae rock, reggae",61.0,artist,"1,797.7",0.383,"1,728.4","1,336.8",716282.0,16.0,8.0
Siddhartha,2aqFBHOpM9uIgBpUsdq09x,1595203.0,"mexican indie, latin indie, latin alternative, rock en español",68.0,artist,"1,796.8",1.05,"1,778.0","1,542.3",263500.0,14.0,0.0
Fatboy Slim,4Y7tXHSEejGu1vQ9bwDdXW,1408690.0,big beat,63.0,artist,"1,310.5",0.521,"1,144.9",934.9,373099.0,11.0,6.0
Vybz Kartel,2NUz5P42WqkxilbI8ocN76,2091599.0,"dancehall, soca, riddim, ragga, reggae",67.0,artist,"1,369.9",0.745,994.5,685.1,1878508.0,17.0,5.0
Duckjay,7b5XefluHSHw1lKQkqIZO0,67452.0,brazilian hip hop,67.0,artist,"1,793.7",1.324,nan,nan,0.0,2.0,0.0
Bellakath,4yjm4SvYqC5FFuLbB6TyHr,1790555.0,"reggaeton mexa, reggaeton, neoperreo",66.0,artist,"1,263.6",0.87,"1,010.4",321.4,572518.0,8.0,1.0
El Bogueto,3S9Hg7sRKhmtWunFZ2yAYP,1420743.0,"reggaeton mexa, reggaeton",74.0,artist,"1,793.1",3.264,969.8,50.1,30820.0,10.0,0.0
Uzielito Mix,7wgrXbrp9RJQMri26GZgyH,848454.0,"reggaeton mexa, reggaeton",66.0,artist,"1,325.5",1.047,431.3,nan,31857.0,4.0,0.0
The Wanted,2NhdGz9EDv2FeUw6udu2g1,2444105.0,nan,62.0,artist,"1,792.6",0.456,"1,778.1","1,762.0",339013.0,15.0,9.0
Belanova,3oNy8cjBtJzLC07I70sklp,2094674.0,latin pop,70.0,artist,"1,790.7",1.405,"1,782.5","1,774.2",26656.0,12.0,2.0
Lecrae,1CFCsEqKrCyvAFKOATQHiW,1398051.0,"christian hip hop, christian, gospel r&b, christian pop, rap chrétien, chinese hip hop",65.0,artist,"1,789.8",0.63,"1,186.1",410.6,1554926.0,15.0,5.0
Alle Farben,61ipISvUVa5LkJlKZnm3Oo,365858.0,nan,60.0,artist,"1,788.7",0.308,"1,322.5",187.1,225033.0,12.0,5.0
Gur Sidhu,0QntOArZgiNHoemAzwJPu5,1428844.0,"punjabi pop, punjabi hip hop, bhangra",77.0,artist,"1,787.6",5.389,158.3,13.8,0.0,2.0,0.0
Celia Cruz,2weA6hhVqTIN2gSn9PUB9U,719533.0,"salsa, son cubano, bolero, cha cha cha, merengue, mambo, latin, latin dance",63.0,artist,"1,787.6",0.745,"1,393.6",665.5,314659.0,15.0,4.0
Bruno Major,0hDjKSKjl1DC7ovYTDJHe8,1565690.0,nan,62.0,artist,"1,786.2",0.482,"1,774.4","1,774.4",1960030.0,15.0,9.0
KSHMR,2wX6xSig4Rig5kZU6ePlWe,1779527.0,"big room, edm, slap house, techno",62.0,artist,"1,786.2",0.374,833.7,67.4,286046.0,13.0,0.0
Dylan Scott,78YqeIji3mgAS2K1Maca6x,1915795.0,country,65.0,artist,"1,786.1",0.683,"1,700.3","1,678.6",198858.0,14.0,3.0
Adriel Favela,0PrhwIWbqYFYyY2ZrkIWgI,1648466.0,"corrido, banda, corridos tumbados, sierreño, corridos bélicos, sad sierreño",60.0,artist,"1,783.7",0.408,"1,355.7",523.9,40263.0,7.0,1.0
Mazzy Star,37w38cCSGgKLdayTRjna4W,1837373.0,"dream pop, shoegaze, slowcore",71.0,artist,"1,783.5",1.753,"1,776.0","1,768.4",5855898.0,19.0,14.0
Farid Bang,2JwyRtuXf2l6sTnSnGVIa1,838652.0,german hip hop,59.0,artist,"1,781.9",0.287,939.2,435.0,406695.0,2.0,0.0
Aqua,6kBjAFKyd0he7LiA5GQ3Gz,782305.0,"europop, eurodance",64.0,artist,"1,781.8",0.613,"1,203.0","1,150.5",3284536.0,2.0,2.0
Placebo,6RZUqkomCmb8zCRqc9eznB,2099691.0,britpop,63.0,artist,"1,781.1",0.648,"1,781.1","1,719.8",982311.0,13.0,9.0
Pancho Barraza,5dmU7FrmtbQaSzIvGsE4Jp,3471967.0,"banda, norteño, grupera, ranchera",67.0,artist,"1,780.1",0.984,"1,618.7","1,076.9",109699.0,15.0,0.0
DAY6,5TnQc2N1iKlFjYD7CPGvFc,3878342.0,"k-rock, k-pop",66.0,artist,"1,779.8",0.806,"1,779.8","1,779.8",1530520.0,3.0,0.0
Tay-K,2ODbg2404zUzTi02qIPEjB,3787995.0,nan,60.0,artist,"1,777.6",0.365,"1,659.1","1,363.4",5087700.0,12.0,0.0
Conrad Sewell,1rw8ZTLnDHd74TWDDukjVi,128155.0,nan,60.0,artist,"1,776.9",0.392,216.9,212.1,271836.0,14.0,8.0
Palak Muchhal,3yMmYEklQ7gLOZXEFNd3xr,10800210.0,"bollywood, hindi pop, gujarati garba",70.0,artist,"1,776.0",1.684,740.9,272.3,56856.0,3.0,1.0
Vasco Rossi,5l4nhyz8876RhgE2d18h65,4161001.0,"italian singer-songwriter, singer-songwriter, italo dance",65.0,artist,"1,774.8",0.726,"1,769.3","1,751.1",171166.0,14.0,7.0
Djavan,5rrmaoBXZ7Jcs4Qb77j0YA,3727685.0,"mpb, bossa nova",68.0,artist,"1,774.6",1.143,"1,531.5","1,471.8",54700.0,6.0,3.0
Lil Xan,3EXdLajEO02ziZ90P90bSW,2360422.0,cloud rap,52.0,artist,"1,389.5",0.114,"1,156.0",985.3,9615287.0,20.0,17.0
Yung Lean,67lytN32YpUxiSeWlKfHJ3,1155982.0,cloud rap,66.0,artist,"1,734.7",0.791,"1,477.0","1,223.7",5222323.0,15.0,10.0
Bonobo,0cmWgDlu9CwTgxPhf403hb,1469473.0,"trip hop, downtempo, nu jazz, electronic",62.0,artist,"1,771.7",0.432,"1,690.8","1,093.2",122212.0,6.0,0.0
Leto,5BuWpYnKO5UvKRsppHME2o,89.0,nan,1.0,artist,"1,770.8",1.025,"1,120.2",530.3,300392.0,6.0,0.0
Phantogram,1l9d7B8W0IHy3LqWsxP2SH,972262.0,nan,70.0,artist,"1,770.7",1.413,"1,696.3","1,235.4",826655.0,14.0,11.0
Fleet Foxes,4EVpmkEwrLYEg6jIsiPMIb,1448773.0,"indie folk, folk, indie",63.0,artist,"1,770.7",0.528,"1,684.2","1,681.7",4694265.0,23.0,18.0
Lucky Brown,11HepfI1lj6KJHj651rZhM,1073909.0,"reggaeton chileno, chilean mambo, chilean trap, mambo, rkt",73.0,artist,"1,767.6",3.051,"1,060.6",1.4,5541.0,8.0,0.0
Fito y Fitipaldis,1tZ99AnqyjgrmPwLfGU5eo,2392781.0,nan,68.0,artist,"1,767.2",0.952,"1,635.1","1,572.1",53309.0,15.0,0.0
Frankie Ruiz,4dLvccxeQIM5u80Ri0u9OV,2306197.0,"salsa, merengue",69.0,artist,"1,766.9",1.504,"1,762.1","1,760.9",80850.0,17.0,11.0
Abhijeet,2ZRrPOjBIWoKK5rHedLijj,5972015.0,"bollywood, hindi pop",70.0,artist,"1,766.9",1.822,"1,315.6",768.4,262865.0,11.0,3.0
Eddie Santiago,5Wg6XnPTp0xXxFCjywwR9I,2677009.0,"salsa, merengue",68.0,artist,"1,764.8",1.252,"1,754.8","1,754.8",119196.0,15.0,5.0
Colter Wall,3xYXYzm9H3RzyQgBrYwIcx,1619829.0,"outlaw country, southern gothic, country, red dirt, alt country, bluegrass, americana",68.0,artist,"1,762.0",0.951,"1,736.0","1,481.2",1030497.0,15.0,9.0
Slayer,1IQ2e1buppatiN1bxUVkrk,4472127.0,"thrash metal, metal, speed metal, heavy metal, groove metal, death metal",64.0,artist,"1,761.8",0.616,"1,761.8","1,757.7",1148169.0,13.0,9.0
Millonario,2N2aJ1SXQxMkhHD8C6fhYD,2915720.0,"mexican hip hop, latin hip hop",69.0,artist,"1,760.3",1.511,712.3,542.5,251576.0,9.0,0.0
BlocBoy JB,4TEJudQY2pXxVHPE3gD2EU,1435829.0,nan,54.0,artist,"1,759.2",0.118,"1,309.7",124.5,2384098.0,10.0,1.0
Iyaz,5tKXB9uuebKE34yowVaU3C,1160662.0,nan,65.0,artist,"1,758.8",0.819,"1,575.2","1,515.9",1620668.0,12.0,0.0
Xzibit,4tujQJicOnuZRLiBFdp3Ou,2228181.0,"west coast hip hop, gangster rap, g-funk, old school hip hop, hardcore hip hop, hip hop",64.0,artist,"1,757.1",0.628,598.5,320.2,707625.0,15.0,3.0
Billy Talent,08yf5A2nS4XEeNvabDXqyg,1334531.0,punk,62.0,artist,"1,756.3",0.482,"1,756.3","1,739.8",528155.0,16.0,10.0
Josh Turner,7vCtweS8UVAXTyau2j0rDT,2718419.0,"country, christian country",64.0,artist,"1,754.1",0.615,"1,741.1","1,671.7",2130542.0,14.0,8.0
Quebonafide,1fxbULcd6ryMNc1usHoP0R,1401230.0,nan,66.0,artist,"1,752.8",0.815,962.4,213.8,3443935.0,14.0,0.0
Michael Kiwanuka,0bzfPKdbXL5ezYW2z3UGQj,1664508.0,soul,66.0,artist,"1,751.5",0.755,"1,716.0","1,633.8",1314726.0,16.0,8.0
Lifehouse,5PokPZn11xzZXyXSfnvIM3,2148705.0,post-grunge,64.0,artist,"1,751.1",0.638,"1,751.1","1,690.3",538631.0,16.0,12.0
John Summit,7kNqXtgeIwFtelmRjWv205,599539.0,"house, tech house",73.0,artist,"1,750.7",1.937,"1,455.5",213.8,154832.0,13.0,7.0
SLANDER,20DZAfCuP1TKZl5KcY7z3Q,593441.0,"melodic bass, dubstep, future bass, edm",63.0,artist,"1,748.6",0.599,"1,244.4",10.0,606287.0,11.0,2.0
Ace of Base,5ksRONqssB7BR161NTtJAm,1120978.0,"eurodance, europop",68.0,artist,"1,746.7",1.283,"1,745.3","1,721.5",622504.0,15.0,5.0
Projota,2zGf6lwQ9PxXdoeo5XXP2K,4347508.0,"brazilian hip hop, brazilian pop",61.0,artist,"1,746.4",0.464,"1,494.4",987.8,48697.0,14.0,0.0
In Flames,57ylwQTnFnIhJh4nu4rxCs,1293421.0,"melodic death metal, metal, death metal, metalcore",61.0,artist,"1,745.6",0.42,"1,690.1","1,690.1",207507.0,8.0,4.0
Espinoza Paz,01rgao9OzfBm2BOHWJpi1Y,4162099.0,"banda, ranchera, popular colombian music, norteño, grupera, mariachi",67.0,artist,"1,742.8",1.152,"1,436.6","1,351.8",153118.0,15.0,3.0
Third Eye Blind,6TcnmlCSxihzWOQJ8k0rNS,1773222.0,nan,66.0,artist,"1,742.4",0.892,"1,742.4","1,740.6",1800871.0,15.0,0.0
Gipsy Kings,3jc496ljiyrS3ECrD7QiqL,1067610.0,flamenco,65.0,artist,"1,741.8",0.74,"1,445.3","1,443.6",338408.0,12.0,5.0
Barry White,3rfgbfpPSfXY40lzRK7Syt,2258218.0,"disco, soul, classic soul, quiet storm, philly soul",66.0,artist,"1,739.3",0.798,"1,678.7","1,596.1",552514.0,14.0,3.0
Chet Faker,6UcJxoeHWWWyT5HZP064om,490228.0,nan,61.0,artist,"1,737.7",0.391,"1,174.6","1,037.8",602621.0,11.0,7.0
Starship,0kObWap02DEg9EAJ3PBxzf,1348722.0,nan,68.0,artist,"1,735.9",1.248,"1,735.9","1,735.2",745257.0,3.0,0.0
ROZES,3L7L7o7SKkWI8wsU43ycRl,314.0,nan,11.0,artist,"1,640.7",0.485,57.1,46.7,47839.0,9.0,4.0
DallasK,7uas0F5EhsZg6KDJ7yy7rW,45849.0,big room,44.0,artist,"1,247.9",0.469,62.7,18.1,32413.0,6.0,2.0
Popcaan,62DmErcU7dqZbJaDqwsqzR,1381485.0,"dancehall, soca, afrobeats, reggae, riddim, ragga",64.0,artist,"1,733.3",0.52,780.3,456.8,1265853.0,15.0,1.0
Jeff Buckley,3nnQpaTvKb5jCQabZefACI,2306588.0,nan,73.0,artist,"1,733.1",2.194,"1,731.0","1,693.4",5131050.0,17.0,12.0
Showtek,3gk0OYeLFWYupGFRHqLSR7,481571.0,"hardstyle, big room, electronica, edm",61.0,artist,"1,729.1",0.381,561.1,130.5,50656.0,8.0,2.0
Brendon Urie,6eYFryfcEu3QSq59D62wZQ,115759.0,nan,57.0,artist,"1,728.7",0.229,nan,nan,0.0,3.0,0.0
Seu Jorge,0i1s9WcIu0PrUvHzALgofo,1859631.0,"mpb, samba, pagode",67.0,artist,"1,725.4",0.982,930.8,805.8,72446.0,14.0,4.0
Alan Menken,5sy77gt4bfsLcSQ8GIe4ZZ,156457.0,nan,60.0,artist,"1,724.7",0.566,"1,618.8",574.2,959153.0,15.0,0.0
Shouse,2TcGJdSOiOvITBzhvfX8XB,174586.0,nan,64.0,artist,"1,723.9",0.598,"1,690.1",835.2,85458.0,9.0,6.0
Priya Saraiya,6q29t5RuXxlBuqIZsOMQss,2932906.0,"gujarati pop, gujarati garba, bollywood, hindi pop, desi",67.0,artist,"1,723.0",1.456,44.5,35.6,35370.0,3.0,0.0
Tungevaag,49CE2ffZ6Z3zeYSDauSKck,175567.0,big room,59.0,artist,"1,721.6",0.263,984.4,290.5,65674.0,6.0,0.0
Stan Getz,0FMucZsEnCxs5pqBjHjIc8,537532.0,"bossa nova, jazz, brazilian jazz, cool jazz, latin jazz",65.0,artist,"1,619.6",0.728,"1,586.7",480.8,721784.0,15.0,2.0
Afgan,4cgBCGxtlfap2g6jveB7du,3523040.0,"indonesian pop, malay, indonesian r&b",69.0,artist,"1,719.6",1.755,"1,534.1","1,354.8",532602.0,13.0,3.0
Zola,4AGwPDdh1y8hochNzHy5HC,170147.0,nan,52.0,artist,"1,719.3",0.427,"1,665.8","1,150.9",1129692.0,15.0,0.0
Paloma Mami,7rOlQwf8OuFLFQp4aydjBt,1200599.0,"chilean trap, reggaeton chileno",64.0,artist,"1,585.9",0.809,805.9,755.8,416394.0,10.0,3.0
Darkiel,4z19QMyPVRwbd4Fs2LisBa,1379175.0,"reggaeton, urbano latino",68.0,artist,"1,714.3",1.213,330.7,188.3,120352.0,10.0,0.0
Theory of a Deadman,74eX4C98E4FCrAMl39qRsJ,2286979.0,"post-grunge, alternative metal",62.0,artist,"1,708.7",0.444,"1,693.3","1,668.6",597514.0,16.0,8.0
Natanzinho Lima,0Il5vC8lqunSFNav4mMLxU,1977665.0,"arrocha, seresta, forró, brega, piseiro, sertanejo",77.0,artist,"1,707.6",4.153,"1,215.4","1,076.6",0.0,11.0,0.0
Jazeek,1E8mXBWN7AXZCOPYbOky4J,746768.0,german hip hop,72.0,artist,"1,501.9",1.831,"1,310.8","1,010.0",226928.0,12.0,4.0
Loredana,2Im8m4STDBosjfmb5hmP80,1084752.0,german hip hop,56.0,artist,"1,262.6",0.149,884.3,332.0,1606539.0,13.0,0.0
Jamule,4sVieJlKgpZ2k9ESNS5IdN,358850.0,german hip hop,60.0,artist,"1,670.7",0.318,987.1,608.7,386585.0,14.0,11.0
Bleachers,2eam0iDomRHGBypaDQLwWI,916126.0,nan,67.0,artist,"1,705.4",0.989,"1,241.3","1,099.3",1899563.0,18.0,11.0
Oscar Peterson,0ldU0QJm31y0d6f57R1G2A,219819.0,"jazz, cool jazz, bebop, hard bop, jazz blues",59.0,artist,"1,704.8",0.876,"1,238.1",313.8,0.0,1.0,0.0
James Morrison,3LpLGlgRS1IKPPwElnpW35,1562043.0,nan,62.0,artist,"1,704.0",0.452,"1,656.0","1,202.6",463062.0,10.0,8.0
Faith Evans,5NDMothbpdpq2xHqSjrrWn,1834504.0,r&b,63.0,artist,"1,703.3",0.578,481.1,386.1,373227.0,12.0,3.0
Tony Effe,6CKch2otN4SPznHf9ms5JF,1123157.0,italian trap,65.0,artist,"1,703.0",0.693,"1,067.9",390.6,763712.0,15.0,4.0
BANNERS,4qWnlmXWuGv2TtuxtIWlJX,733470.0,nan,62.0,artist,"1,702.1",0.423,"1,688.9","1,644.7",737362.0,14.0,10.0
Tiziano Ferro,11TplWqOPQBTmg2eiSLt1m,2223095.0,"italian singer-songwriter, italo dance",66.0,artist,"1,700.8",0.773,"1,593.1","1,448.4",242072.0,14.0,3.0
Sagopa Kajmer,1KXTegXtnCPKXjRaX1llcD,5322165.0,turkish hip hop,67.0,artist,"1,698.9",1.0,"1,575.6","1,433.0",1539126.0,15.0,1.0
BABYMONSTER,1SIocsqdEefUTE6XKGUiVS,5914917.0,k-pop,75.0,artist,"1,691.3",2.684,"1,691.3","1,691.3",1704934.0,9.0,7.0
Yann Tiersen,00sazWvoTLOqg5MFwC68Um,1092392.0,nan,63.0,artist,"1,689.1",0.471,"1,688.5","1,617.5",26841.0,14.0,1.0
1nonly,3ZHU5AKrUmIPnCFfr82QER,1152650.0,phonk,66.0,artist,"1,688.9",0.71,"1,549.9",654.7,507618.0,15.0,6.0
Tarkan,2yMN0IP20GOaN6q0p0zL5k,3935720.0,"turkish pop, t-pop",66.0,artist,"1,687.5",0.959,"1,553.8","1,549.3",819656.0,14.0,8.0
The Animals,3ICflSq6ZgYAIrm2CTkfVP,2650965.0,classic rock,66.0,artist,"1,686.8",0.849,"1,686.8","1,678.6",2895132.0,9.0,4.0
For Revenge,0f6TyESD8E1mD2oLJ4TGv1,4448285.0,"indonesian pop, indonesian indie, pop punk, indonesian rock, indorock",73.0,artist,"1,686.7",2.643,"1,678.1","1,184.6",63541.0,11.0,0.0
Rosa Linn,46xBNx0j6cwY6sD9LgMTm1,469093.0,nan,63.0,artist,"1,684.3",0.51,"1,660.3","1,530.9",345585.0,12.0,4.0
Tony Bennett,2lolQgalUvZDfp5vvVtTYV,1006198.0,"vocal jazz, christmas, big band, adult standards, jazz",61.0,artist,"1,683.4",0.346,"1,623.0",717.4,336061.0,23.0,5.0
Lijpe,6INEFmHKLhMIJAQzHUBAMd,619062.0,nan,66.0,artist,"1,683.0",0.76,"1,057.1",755.8,435709.0,11.0,0.0
Jadakiss,5pnbUBPifNnlusY8kTBivi,1264902.0,east coast hip hop,62.0,artist,"1,680.9",0.461,294.8,77.0,749453.0,9.0,1.0
Oki,6G3sPhnj4JBCsBVBGvZnkk,21440.0,musicals,69.0,artist,"1,679.3",1.033,"1,182.4",55.5,646184.0,3.0,0.0
Ray LaMontagne,6DoH7ywD5BcQvjloe9OcIj,1098201.0,nan,64.0,artist,"1,679.0",0.602,"1,668.9","1,518.2",530354.0,14.0,9.0
Little Big Town,3CygdxquGHurS7f9LjNLkv,2882431.0,country,60.0,artist,"1,676.4",0.349,"1,501.4","1,481.6",1174973.0,15.0,9.0
NEEDTOBREATHE,610EjgFatGvVPtib97jQ8G,875049.0,"christian, christian folk, christian alternative rock, ccm, christian rock, worship",63.0,artist,"1,674.8",0.496,"1,590.0","1,286.4",464014.0,15.0,6.0
Blood Orange,6LEeAFiJF8OuPx747e1wxR,1348276.0,art pop,72.0,artist,"1,674.4",1.615,"1,514.9",999.5,1440352.0,15.0,9.0
Broiler,3836OTICMPjhTMMcpPw4EC,187492.0,"norwegian pop, russelåter",64.0,artist,"1,673.6",0.531,406.8,146.7,34488.0,4.0,0.0
KITSCHKRIEG,5tHiL8SKSaZGMBUPIiSmX4,215026.0,german hip hop,56.0,artist,"1,406.9",0.181,500.8,1.1,326744.0,3.0,1.0
Treaty Oak Revival,3444S3C4U9Ts86BnCtSPRV,746999.0,"country, texas country, red dirt, country rock",75.0,artist,"1,669.9",2.895,"1,650.6","1,650.6",217155.0,15.0,1.0
Josylvio,1wFoE1RwBMWoWkXcFrCgsx,623264.0,nan,61.0,artist,"1,668.8",0.36,"1,089.7",486.1,886136.0,12.0,0.0
Sevn Alias,0HDMwoCS316xhKCZlJPBnc,418909.0,nan,59.0,artist,"1,438.7",0.265,796.7,319.5,1267915.0,15.0,1.0
Cedric Gervais,4Wjf8diP59VmPG7fi4y724,122315.0,edm,63.0,artist,"1,668.7",0.326,177.9,33.0,22096.0,10.0,5.0
R. City,4GQwgdcDQwqtcHICjUNndp,58190.0,"classical, orchestral",63.0,artist,"1,668.1",0.624,"1,345.6",32.5,912909.0,14.0,0.0
Gavin DeGraw,5DYAABs8rkY9VhwtENoQCz,1257439.0,nan,58.0,artist,"1,667.6",0.27,"1,413.1","1,412.0",467650.0,15.0,4.0
Camilo Sesto,2Cy7KBSkqu7otJfuMTWT7Y,4863938.0,bolero,66.0,artist,"1,667.3",0.845,"1,667.3","1,620.5",28340.0,15.0,5.0
Warren Zeiders,7kplJl06UmldxLKseURAYi,1103624.0,country,69.0,artist,"1,665.1",1.159,"1,660.1","1,596.4",225715.0,15.0,1.0
New West,69bG9tC62d8oTFC9aTTosn,631002.0,nan,68.0,artist,"1,662.5",1.074,"1,662.5","1,642.2",721118.0,13.0,5.0
The Cars,6DCIj8jNaNpBz8e5oKFPtp,2042269.0,"power pop, new wave, classic rock",65.0,artist,"1,660.9",0.72,"1,660.9","1,660.6",2958882.0,18.0,9.0
The Piano Guys,0jW6R8CVyVohuUJVcuweDI,1341614.0,nan,60.0,artist,"1,660.7",0.346,"1,556.0","1,160.1",20032.0,15.0,5.0
Bakermat,3MyFDtqB80WZvbtCZRsekM,473001.0,tropical house,62.0,artist,"1,658.9",0.436,"1,481.0","1,084.9",162198.0,14.0,5.0
Claude Debussy,1Uff91EOsvd99rtAupatMP,1648157.0,"classical, classical piano",68.0,artist,"1,658.9",0.751,"1,629.8",nan,13611.0,15.0,0.0
The Outfield,1zxDewzd2j1ZdSBGaYcr0y,789866.0,nan,66.0,artist,"1,658.5",0.703,"1,658.5","1,632.8",4167981.0,15.0,7.0
Set It Off,06bDwgCHeMAwhgI8il4Y5k,1129910.0,nan,64.0,artist,"1,656.7",0.599,"1,607.7","1,359.7",942340.0,9.0,3.0
Aimer,0bAsR2unSRpn6BQPEnNlZm,2745178.0,"anime, j-pop, j-rock",65.0,artist,"1,655.9",0.693,"1,517.4","1,448.3",970336.0,9.0,0.0
Royal Blood,2S5hlvw4CMtMGswFtfdK15,1708987.0,"garage rock, rock",61.0,artist,"1,655.0",0.399,"1,645.6","1,636.6",716085.0,15.0,12.0
The Ronettes,7CyeXFnOrfC1N6z4naIpgo,445865.0,christmas,67.0,artist,"1,653.9",1.253,"1,651.2","1,649.4",1685318.0,24.0,19.0
Gloria Estefan,5IFCkqu9J6xdWeYMk5I889,872555.0,nan,62.0,artist,"1,646.9",0.616,"1,175.4",817.3,370066.0,14.0,4.0
Jim Croce,1R6Hx1tJ2VOUyodEpC12xM,1654317.0,"folk rock, singer-songwriter",65.0,artist,"1,646.2",0.727,"1,646.2","1,646.2",1506438.0,16.0,5.0
Feby Putri,66NmU5epI0ONGmdCRbLpmW,4144794.0,"indonesian pop, indonesian indie, malay",68.0,artist,"1,645.7",1.525,"1,215.5",528.6,56161.0,14.0,9.0
Creepy Nuts,0pWR7TsFhvSCnbmHDjWgrE,2153415.0,"anime, j-pop, j-rap",70.0,artist,"1,645.3",1.278,"1,642.5","1,537.5",159822.0,4.0,1.0
DJ Glenner,6XX6KGpomRDPmGGm7bofCK,527357.0,"brazilian funk, trap funk, funk consciente",69.0,artist,"1,644.9",1.517,0.5,nan,0.0,1.0,0.0
Russell Dickerson,1E2AEtxaFaJtH0lO7kgNKw,590119.0,"country, pop country",66.0,artist,"1,644.8",0.676,"1,530.1","1,332.6",402164.0,17.0,10.0
Bread,3ixAOQaJlw7QDkJNI8A9XT,95.0,nan,1.0,artist,"1,643.8",0.876,"1,643.8","1,643.8",985100.0,8.0,5.0
Parker McCollum,0Z8XVUAOBPM4x12wKnFHEQ,708507.0,"texas country, red dirt, country",66.0,artist,"1,643.6",0.838,"1,549.5","1,540.9",381547.0,15.0,10.0
Au/Ra,1eMmoIprPDWeFdB1FxU6ZV,598553.0,nan,61.0,artist,"1,642.4",0.394,597.8,372.1,509444.0,4.0,3.0
Kool Savas,1SUu1Bi7ev9HbOzyVC77qD,666233.0,german hip hop,63.0,artist,"1,416.7",0.474,"1,084.8",386.8,1378330.0,15.0,1.0
Famous Dex,0WOxhx4hikIsyF3CRPLC8W,2499508.0,nan,54.0,artist,"1,641.3",0.161,"1,439.7",642.0,3106310.0,11.0,3.0
Billie Holiday,1YzCsTRb22dQkh9lghPIrp,2074181.0,"jazz, vocal jazz, jazz blues, big band",64.0,artist,"1,640.2",1.631,"1,539.9","1,345.2",2172278.0,15.0,5.0
Trettmann,6QzzeKV0VcnT2vJMYDPuL4,489573.0,"german hip hop, german indie",58.0,artist,"1,356.4",0.273,810.1,23.8,842175.0,13.0,4.0
