artist,artist_id,followers,genres,popularity,type,rank,daily streams,peak daily,monthly listeners,total_page_views,total_songs_count,songs_with_duration_count
Damian Marley,3QJzdZJYIAcoET1GcfpNGi,1872686.0,"reggae, ragga, roots reggae",67.0,artist,"2,387.0",1.035,"1,337.4",763.8,1484334.0,8.0,2.0
Lizzo,56oDRnqbIiwx4mymNEv7dS,5736796.0,nan,68.0,artist,"6,293.9",0.899,"6,124.1","5,036.3",6435363.0,15.0,8.0
Original Broadway Cast of Hamilton,3UUJfRbrA2nTbcg4i0MOwu,594928.0,musicals,76.0,artist,"6,279.4",3.249,732.2,732.2,9188821.0,3.0,0.0
Phillipa Soo,2OEGI2wrCVmvavKEOMlccy,123727.0,musicals,69.0,artist,"2,198.0",1.156,"1,017.2",256.6,31195091.0,17.0,8.0
Jonathan Groff,7KkqUt65v6LMtR369OQ6FB,167212.0,musicals,63.0,artist,"1,424.7",0.529,941.1,535.2,7364770.0,10.0,3.0
Morad,4az97MtWmBQ5Db3GfDh9j9,4572001.0,nan,77.0,artist,"6,264.4",3.968,"2,843.3","1,888.2",322898.0,9.0,5.0
Beny Jr,22dFwJoRBV51ue5TGnC7Dt,2007757.0,drill,72.0,artist,"2,660.5",1.962,"1,899.6",940.8,238986.0,10.0,2.0
Bibi und Tina,2x8vG4f0HYXzMEo3xNsoiI,576722.0,nan,76.0,artist,"6,175.4",3.223,"6,175.4","5,569.6",183393.0,15.0,0.0
Grupo Marca Registrada,1gW6pz5n1aK249L0GvfQCC,6240205.0,"corrido, corridos bélicos, corridos tumbados, electro corridos, norteño, música mexicana, banda, sad sierreño, dembow belico, sierreño",76.0,artist,"6,170.2",3.87,"4,810.8","2,554.3",133661.0,12.0,0.0
Yellow Claw,47z7ZrgFoBvVpCnElCE3Zh,1045074.0,"edm, edm trap",60.0,artist,"1,888.2",0.294,"1,545.6",265.1,663396.0,14.0,2.0
Train,6JL8zeS1NmiOftqZTRgdTz,15745007.0,nan,74.0,artist,"6,151.2",1.443,"5,838.5","5,693.4",2483704.0,3.0,0.0
Ozzy Osbourne,6ZLTlhejhndI4Rh53vYhrY,7612600.0,"metal, glam metal, heavy metal, hard rock",75.0,artist,"4,419.8",2.784,"3,510.8","3,300.7",3639699.0,17.0,11.0
Korn,1SAObfwYJSC9qgMlCcUVRp,73.0,nan,7.0,artist,"6,149.2",3.029,"6,130.0","5,635.9",2407199.0,12.0,10.0
KSI,3kYFawNQVZ00FQbgs4rVBe,131777.0,pop punk,39.0,artist,"2,170.3",0.244,"1,819.0",497.9,11728319.0,16.0,0.0
Mike WiLL Made-It,0NWbwDZY1VkRqFafuQm6wk,1658224.0,nan,64.0,artist,"3,368.2",0.827,"2,252.9",0.6,7417170.0,16.0,6.0
Sachet-Parampara,1SyKki7JI1AZNKwgNMkn25,3142897.0,"bhajan, hindi pop, bollywood, devotional",72.0,artist,"2,265.6",2.718,852.3,9.2,20537.0,6.0,0.0
Irshad Kamil,3GdSQUH1BRtl9UrrtuwJlP,155509.0,"bollywood, hindi pop, desi",79.0,artist,"6,141.0",6.914,nan,nan,0.0,1.0,0.0
Jesse & Joy,1mX1TWKpNxDSAH16LgDfiR,9875087.0,latin pop,76.0,artist,"6,122.7",3.233,"5,332.0","3,331.2",253576.0,15.0,5.0
MGMT,05B4OBivJvDx12uuXTBvAs,43.0,nan,4.0,artist,"6,121.4",2.02,"4,377.2","4,358.9",6907575.0,20.0,16.0
Luciano,3RhiF9RmgXoDzqEOW3dWoP,17334.0,"dansband, epadunk",38.0,artist,"6,105.6",2.131,"4,152.7","2,692.2",1240144.0,13.0,0.0
Luciano Pavarotti,0Y8KmFkKOgJybpVobn1onU,1107007.0,"opera, classical, canzone napoletana",62.0,artist,"1,289.1",0.715,147.6,2.5,404916.0,16.0,4.0
Sukhwinder Singh,19MVxKZZdPj2X0F8pi0OCT,1124059.0,"bollywood, desi, hindi pop",69.0,artist,"1,841.6",1.374,717.3,150.7,229465.0,15.0,1.0
Juan Gabriel,2MRBDr0crHWE5JwPceFncq,10571639.0,"mariachi, ranchera, bolero, música mexicana",78.0,artist,"6,084.2",4.579,"5,657.9","4,808.2",258972.0,15.0,6.0
The Cure,7bu3H8JO7d0UbMoVzbo70s,6677782.0,"new wave, post-punk, gothic rock, darkwave",75.0,artist,"6,076.9",2.997,"6,074.0","6,005.3",3870002.0,12.0,5.0
Trey Songz,2iojnBLj0qIMiKPvVhLnsH,7749282.0,r&b,70.0,artist,"6,045.2",1.353,"4,305.7","3,001.3",4309742.0,16.0,7.0
Fifth Harmony,1l8Fu6IkuTP0U5QetQJ5Xt,16216781.0,nan,69.0,artist,"6,036.7",1.149,"5,734.0","2,298.9",3719702.0,17.0,12.0
Damso,2UwqpfQtNuhBwviIC0f2ie,5743068.0,"french rap, pop urbaine, french r&b",75.0,artist,"6,035.3",2.504,"4,067.7","3,550.6",9201173.0,18.0,11.0
ENHYPEN,5t5FqBwTcgKTaWmfEbwQY9,13166392.0,k-pop,80.0,artist,"6,031.9",5.253,"6,011.9","5,896.9",1032566.0,5.0,3.0
George Ezra,2ysnwxxNtSgbb9t1m2Ur4j,4312494.0,nan,69.0,artist,"6,017.6",1.067,"6,017.6","5,847.8",2857271.0,16.0,11.0
Los Temerarios,3YbOSxo85kla7RID8ugnW3,7298549.0,"grupera, ranchera",78.0,artist,"6,011.8",3.966,"6,011.8","6,011.8",31575.0,15.0,4.0
iann dior,6ASri4ePR7RlsvIQgWPJpS,1896450.0,melodic rap,67.0,artist,"5,988.3",0.963,"2,748.0","1,483.8",1638396.0,14.0,11.0
24kGoldn,6fWVd57NKTalqvmjRd2t8Z,2287145.0,nan,65.0,artist,"5,628.1",0.715,"4,374.5","1,380.9",2504752.0,14.0,12.0
Karan Aujla,6DARBhWbfcS9E4yJzcliqQ,22702507.0,"punjabi pop, punjabi hip hop, bhangra, desi hip hop, desi",81.0,artist,"5,986.5",8.488,"4,859.3","1,297.9",1464217.0,13.0,1.0
Charles Ans,5lYeiQxUTcGKVgAuTqbTeL,1942808.0,"mexican hip hop, latin hip hop",68.0,artist,"2,308.5",1.264,"1,386.5",701.2,234290.0,14.0,0.0
Chief Keef,15iVAtD3s3FsQR4w1v6M0P,5770119.0,"chicago drill, drill",74.0,artist,"5,948.4",2.854,"4,409.7","2,904.6",23367001.0,17.0,4.0
Kaaris,1ntQKIMIgESKpKoNXVBvQg,2142891.0,"french rap, pop urbaine",63.0,artist,"1,618.7",0.581,"1,350.9",992.7,4397951.0,17.0,2.0
Teto,68YeXpLt3jB7JHQS5ZjMGo,4645330.0,"brazilian trap, trap, trap funk, brazilian hip hop",70.0,artist,"2,881.1",1.73,"1,568.0",958.1,96807.0,3.0,0.0
Ryan Castro,7j6DKwmjbxvpQO8h914uEz,4503654.0,reggaeton,79.0,artist,"5,897.1",5.347,"3,391.9","1,635.1",88061.0,5.0,1.0
Kapo,1Yk912s46hRDu0aEvLG8WO,3346.0,nan,13.0,artist,"2,301.3",4.708,"1,391.8","1,128.1",162198.0,2.0,0.0
Phoebe Bridgers,1r1uxoy19fzMxunt3ONAkG,3016829.0,nan,76.0,artist,"5,876.2",3.356,"3,534.8","3,439.0",6609514.0,12.0,10.0
Armin van Buuren,0SfsnGyD8FpIN4U4WCkBZ5,4538347.0,"trance, progressive trance, progressive house, electronica",74.0,artist,"5,862.5",2.225,"5,145.7","1,060.5",644659.0,18.0,2.0
Limp Bizkit,165ZgPlLkK7bf5bDoFc6Sb,8216982.0,"nu metal, rap metal, alternative metal, rap rock",79.0,artist,"5,848.7",4.643,"5,846.6","5,661.8",2834625.0,15.0,10.0
AFROJACK,4D75GcNG95ebPtNvoNVXhz,4038987.0,"edm, big room",73.0,artist,"5,845.9",2.252,"1,635.1",83.1,257173.0,10.0,3.0
Rich The Kid,1pPmIToKXyGdsCF6LmqLmI,3483539.0,trap,64.0,artist,"5,834.6",0.944,"2,610.4","1,283.6",4762869.0,16.0,6.0
The Andrews Sisters,2NCGI6dLTxLdI9XHdv7QfM,222194.0,"christmas, big band, swing music",57.0,artist,"1,540.5",0.128,341.1,297.0,785232.0,16.0,9.0
Los Tigres Del Norte,3hYtANQYrE6pd2PbtEyTIy,7633935.0,"norteño, ranchera, corrido, banda, grupera, música mexicana, cumbia norteña",76.0,artist,"5,794.9",3.864,"5,746.3","5,506.8",332582.0,14.0,3.0
MC Cabelinho,1WQBwwssN6r8DSjUlkyUGW,9793096.0,"brazilian trap, trap funk, trap, brazilian hip hop, funk consciente",73.0,artist,"4,755.0",2.368,"2,646.0",195.4,189896.0,11.0,0.0
L7NNON,0JjPiLQNgAFaEkwoy56B1C,4838502.0,"brazilian trap, brazilian hip hop, trap funk, trap, funk carioca",70.0,artist,"3,979.7",1.551,"1,833.5",487.3,100608.0,12.0,0.0
Filipe Ret,7gJN8W0589FisSYJS17K54,9286154.0,"brazilian hip hop, brazilian trap, trap funk, trap",77.0,artist,"5,769.6",3.694,"3,886.5",505.2,243616.0,25.0,0.0
Cage The Elephant,26T3LtbuGT1Fu9m0eRq5X3,4304311.0,nan,73.0,artist,"5,753.8",1.602,"5,753.8","5,666.8",3742625.0,17.0,9.0
Capital Bra,4WZGDpNwrC0vNQyl9QzF7d,4328135.0,german hip hop,67.0,artist,"5,741.2",1.001,"4,160.0","1,554.6",4594072.0,16.0,10.0
Samra,6h1s4i4XKIYv4ErDelLDN0,1397350.0,german hip hop,68.0,artist,"3,203.8",1.11,"1,644.9",855.9,1666221.0,12.0,7.0
Flume,6nxWCVXbOlEVRexSbLsTer,2509532.0,future bass,69.0,artist,"5,723.1",0.892,"4,673.1",819.7,3331852.0,15.0,11.0
Soda Stereo,7An4yvF7hDYDolN4m5zKBp,10101909.0,"rock en español, latin rock, argentine rock, latin alternative",74.0,artist,"5,700.0",2.683,"5,700.0","5,697.8",332626.0,15.0,6.0
Udit Narayan,70B80Lwx2sxti0M1Ng9e8K,21661647.0,"bollywood, hindi pop, desi",81.0,artist,"5,693.2",5.909,"2,486.9",342.2,520870.0,7.0,1.0
Sadhana Sargam,1HGMG8RHvcu1mfdM9MeTek,1411047.0,"tamil pop, bollywood",70.0,artist,"1,527.6",1.293,432.9,138.8,135396.0,6.0,0.0
Lata Mangeshkar,61JrslREXq98hurYL2hYoc,24395589.0,"ghazal, bollywood, bhajan, hindi pop, marathi pop",77.0,artist,"3,778.0",3.779,"2,418.8",889.5,2303578.0,10.0,0.0
Shekhar Ravjiani,4xd7mLI7urqrxELaXhAvzw,2511118.0,"bollywood, hindi pop, desi",67.0,artist,"1,887.9",1.076,34.5,19.2,75039.0,3.0,0.0
Cosculluela,00me4Ke1LsvMxt5kydlMyU,6929282.0,"reggaeton, trap latino, latin hip hop",74.0,artist,"5,686.9",2.985,"3,116.8","1,197.3",334862.0,10.0,0.0
Swedish House Mafia,1h6Cn3P4NGzXbaXidqURXs,3956737.0,edm,76.0,artist,"5,684.0",2.685,"5,353.3",779.5,1250023.0,12.0,5.0
MEDUZA,3cMEiDsx9VpGvF71hUGswS,167791.0,"dansband, rockabilly, epadunk, ragga",52.0,artist,"5,649.4",1.101,"5,169.8",24.3,508201.0,8.0,7.0
Glee Cast,0SCbttzoZTnLFebDYmAWCm,1529125.0,christmas,68.0,artist,"5,646.8",1.001,"5,646.8","4,774.0",631310.0,15.0,1.0
R3HAB,6cEuCEZu7PAE9ZSzLLc2oQ,2611115.0,"slap house, edm",70.0,artist,"5,644.9",1.021,"3,416.9",76.4,430571.0,12.0,3.0
Journey,0rvjqX7ttXeg3mTy8Xscbt,6526711.0,"aor, classic rock",73.0,artist,"5,629.3",2.001,"5,629.1","5,543.1",7785584.0,13.0,5.0
NIKI,4hiLNlqr4vQdiuo1aQKSXS,91212.0,nan,56.0,artist,"5,617.4",3.696,"4,906.7","4,527.4",978182.0,3.0,0.0
Lord Huron,6ltzsmQQbmdoHHbLZ4ZN25,2176574.0,nan,77.0,artist,"5,601.0",3.982,"5,601.0","5,118.3",2504169.0,16.0,8.0
A$AP Ferg,5dHt1vcEm9qb8fCyLcB3HL,4294771.0,rap,68.0,artist,"5,587.6",1.032,"3,589.7","1,159.4",22879139.0,19.0,0.0
John Williams,3dRfiJ2650SZu6GbydcHNb,1609286.0,soundtrack,71.0,artist,"5,586.9",2.415,"3,731.4","2,224.8",424202.0,10.0,1.0
Dominic Fike,6USv9qhCn6zfxlBQIYJ9qs,2228698.0,nan,75.0,artist,"5,564.8",2.261,"4,933.7","4,442.1",1989931.0,13.0,8.0
Paul McCartney,4STHEaNw4mPZ2tzheohgXB,5251669.0,nan,70.0,artist,"5,150.4",1.525,"3,214.6","1,813.1",977006.0,8.0,0.0
AJR,5ex40YPLrwqU1Yr6ApCKhr,6724.0,reggaeton,17.0,artist,"5,544.0",1.493,"5,228.4","4,856.0",3022656.0,12.0,0.0
Gwen Stefani,4yiQZ8tQPux8cPriYMWUFP,7081361.0,nan,74.0,artist,"5,540.9",2.407,"3,831.3","1,932.6",2449752.0,11.0,7.0
No Doubt,0cQbJU1aAzvbEmTuljWLlF,3133988.0,nan,69.0,artist,"2,476.9",1.139,"2,476.2","2,278.6",2464461.0,14.0,8.0
LUDMILLA,3CDoRporvSjdzTrm99a3gi,8353131.0,"pagode, brazilian pop, funk pop, brazilian funk, pagode baiano, funk carioca",73.0,artist,"5,538.0",2.002,"3,390.1","1,633.9",155989.0,15.0,0.0
Djonga,204IwDdaHE4ymGk9Kya2pY,3054421.0,"brazilian hip hop, boom bap, brazilian trap",69.0,artist,"2,596.9",1.317,"1,732.8",50.2,509158.0,14.0,0.0
Marvin Gaye,3koiLjNrgRTNbOwViDipeA,5990874.0,"motown, classic soul, soul, northern soul, quiet storm",73.0,artist,"5,532.4",1.911,"5,435.3","3,085.3",4274242.0,28.0,6.0
X Ambassadors,3NPpFNZtSTHheNBaWC82rB,3109419.0,nan,69.0,artist,"5,527.9",1.644,"3,076.2","2,471.1",1110379.0,14.0,0.0
James Bay,4EzkuveR9pLvDVFNx6foYD,4107158.0,nan,67.0,artist,"5,527.3",0.787,"5,368.8","4,944.1",3706009.0,17.0,12.0
Galantis,4sTQVOfp9vEMCemLw50sbu,3470851.0,nan,69.0,artist,"5,524.9",0.845,"4,775.2","2,954.2",1043120.0,15.0,7.0
Tyler Childers,13ZEDW6vyBF12HYcZRr4EV,3164070.0,"country, outlaw country, red dirt, alt country, texas country, bluegrass",75.0,artist,"5,518.2",2.657,"5,406.4","4,662.1",2436390.0,15.0,6.0
Lefty Sm,6eXHRfK9Ad3IpMpSAqvcDf,3569361.0,"mexican hip hop, latin hip hop",70.0,artist,"2,420.8",1.435,"1,971.6",801.9,39567.0,9.0,2.0
Santa Fe Klan,4tm8CEdm4pkQsEh4jIr9Yp,10132400.0,"mexican hip hop, latin hip hop",73.0,artist,"5,517.8",2.353,"2,955.4","1,049.4",101039.0,8.0,2.0
Danna Paola,5xSx2FM8mQnrfgM1QsHniB,5101466.0,nan,67.0,artist,"3,741.0",1.07,"2,408.4","1,950.0",194960.0,11.0,4.0
Bad Gyal,4F4pp8NUW08JuXwnoxglpN,2202218.0,neoperreo,73.0,artist,"3,189.3",2.251,"2,253.6","1,011.0",665511.0,13.0,4.0
Cazzu,6w3SkAHYPsQ1bxV7VDlG5y,8059878.0,"argentine trap, trap latino, turreo",75.0,artist,"5,492.6",3.082,"2,114.8","1,137.5",869016.0,13.0,3.0
The Cranberries,7t0rwkOPGlDPEhaOcVtOt9,5428742.0,nan,76.0,artist,"5,483.8",3.004,"5,483.8","5,478.0",17477456.0,19.0,13.0
DENNIS,3EOEK57CV77D4ovYVcmiyt,712470.0,nan,62.0,artist,"3,230.5",1.136,"2,600.4",7.7,63291.0,6.0,0.0
Young Miko,3qsKSpcV3ncke3hw52JSMB,4764935.0,trap latino,76.0,artist,"5,465.2",3.527,"1,650.8","1,042.8",174970.0,5.0,0.0
KATSEYE,3c0gDdb9lhnHGFtP4prQpn,5519681.0,k-pop,83.0,artist,"1,845.1",8.742,"1,829.1","1,273.9",5584746.0,15.0,11.0
Jelly Roll,19k8AgwwTSxeaxkOuCQEJs,6127588.0,"country hip hop, country",79.0,artist,"5,443.1",4.542,"3,691.9","2,632.1",980501.0,8.0,4.0
Alex Warren,0fTSzq9jAh4c36UVb4V7CB,2944737.0,nan,85.0,artist,"4,132.3",10.775,"4,132.3","3,645.2",3411835.0,16.0,9.0
Falling In Reverse,2CmaKO2zEGJ1NWpS1yfVGz,4302460.0,"emo, rap metal",74.0,artist,"3,823.4",2.276,"3,823.4","3,524.3",1909740.0,15.0,8.0
T3R Elemento,34nbQa7Hug9DYkRJpfKNFv,5610567.0,"corrido, corridos tumbados, sierreño, sad sierreño, banda, corridos bélicos, norteño, música mexicana",69.0,artist,"2,862.7",1.326,"2,426.0","1,756.9",424473.0,13.0,7.0
Gerardo Ortiz,4J13m9IZh03PEhoxAxRhXO,8626863.0,"banda, corrido, norteño, sierreño, corridos bélicos, música mexicana",73.0,artist,"5,433.1",2.597,"4,371.1","4,079.2",25583.0,2.0,0.0
Zion,21451j1KhjAiaYKflxBjr1,8382734.0,"reggaeton, latin",77.0,artist,"6,330.4",3.725,"1,394.5",464.3,48057.0,5.0,0.0
Daya,6Dd3NScHWwnW6obMFbl1BH,1851864.0,nan,70.0,artist,"5,426.6",1.538,"2,214.2","2,075.5",1350878.0,5.0,0.0
Benny Dayal,61if35zz1W11GejEkxTLEQ,4726678.0,"bollywood, desi, hindi pop",70.0,artist,"2,259.2",1.741,805.1,87.0,329292.0,9.0,0.0
Lil Mosey,5zctI4wO9XSKS8XwcnqEHk,5988762.0,melodic rap,64.0,artist,"4,802.9",0.51,"4,138.6","3,369.7",4940336.0,14.0,11.0
Mau y Ricky,2wkoKEfS6dXwThbyTnZWFU,6833166.0,"latin pop, reggaeton, pop urbano",66.0,artist,"4,427.6",0.786,"3,025.5",472.9,309944.0,10.0,5.0
Matoma,4YXycRbyyAE0wozTk7QMEq,710598.0,tropical house,59.0,artist,"2,922.0",0.259,"1,556.0",12.4,625809.0,11.0,2.0
Oliver Heldens,5nki7yRhxgM509M5ADlN1p,1059834.0,"future house, house",63.0,artist,"2,337.7",0.436,"1,097.7",61.9,162080.0,13.0,1.0
Becky Hill,4EPJlUEBy49EX1wuFOvtjK,926617.0,nan,68.0,artist,"5,418.0",1.029,"2,086.5",394.5,225108.0,10.0,7.0
Abraham Mateo,2bxxlINUlcMQQb39K7IopR,1604392.0,nan,68.0,artist,"1,762.2",1.739,"1,219.2",246.2,183732.0,10.0,4.0
Laufey,7gW0r5CkdEUMm42w9XpyZO,8569066.0,nan,83.0,artist,"5,397.7",8.028,"5,024.3","4,406.1",3624642.0,14.0,6.0
Y2K,6USMTwO0MNDnKte5a5h0xx,331984.0,nan,56.0,artist,"1,532.5",0.151,"1,176.3",nan,5454055.0,7.0,3.0
bbno$,41X1TR6hrK8Q2ZCpp2EqCz,2761355.0,nan,78.0,artist,"5,387.0",3.768,"2,882.1",967.7,1296105.0,10.0,6.0
Yung Gravy,2YOYua8FpudSEiB9s88IgQ,1759900.0,nan,66.0,artist,"3,198.1",0.792,"2,526.9","1,585.6",3634460.0,18.0,8.0
Skillet,49bzE5vRBRIota4qeHtQM8,5914846.0,"christian rock, christian alternative rock, christian",75.0,artist,"5,386.1",2.548,"5,374.7","5,338.5",1792695.0,19.0,18.0
Depeche Mode,762310PdDnwsDxAQxzQkfX,7398234.0,"new wave, synthpop, darkwave",74.0,artist,"5,375.7",2.824,"5,373.3","5,304.9",2087511.0,15.0,7.0
gnash,3iri9nBFs9e4wN7PLIetAw,1589113.0,nan,59.0,artist,"2,823.7",0.279,"2,442.5",568.1,15557526.0,16.0,0.0
Nas,3kYFawNQVZ00FQbgs4rVBe,131777.0,pop punk,39.0,artist,"5,374.6",1.85,"3,938.5","2,419.5",19606209.0,23.0,0.0
Gloria Groove,7rXMvXRnWHaSwnVvPeUUfw,3802469.0,"brazilian pop, funk pop, pagode, brazilian funk",66.0,artist,"2,119.9",0.864,"1,287.8","1,053.5",33509.0,12.0,1.0
Sorriso Maroto,1fUSLFr4WUBx7joEcGwpvG,3866003.0,"pagode, samba",75.0,artist,"3,865.0",2.505,"2,798.2","1,786.4",0.0,14.0,0.0
Kris Kross Amsterdam,4LcUpNlXFEleaLlelmkv2R,259216.0,hollands,58.0,artist,"1,970.4",0.268,"1,226.5",nan,389373.0,12.0,3.0
Devi Sri Prasad,5sSzCxHtgL82pYDvx2QyEU,12334601.0,"telugu pop, tollywood, tamil dance, tamil pop, kollywood",73.0,artist,"2,642.6",2.302,"1,923.9",175.9,358403.0,13.0,0.0
Diddy,59wfkuBoNyhDMQGCljbUbA,1983771.0,"hip hop, east coast hip hop",70.0,artist,"5,311.2",1.822,"2,235.7",16.4,3180747.0,11.0,1.0
Weezer,3jOstUTkEu2JkjvRdBA5Gu,4620946.0,alternative rock,73.0,artist,"5,297.9",1.775,"5,238.4","5,181.0",7417865.0,16.0,5.0
Madison Beer,2kRfqPViCqYdSGhYSM9R0Q,8578207.0,nan,75.0,artist,"5,267.5",3.378,"3,855.9","3,505.5",2886469.0,12.0,9.0
K/DA,6ObFJ4MXsB3DH3Kc7TKV2R,732.0,traditional music,12.0,artist,"1,343.5",0.431,"1,343.5",nan,2197870.0,8.0,0.0
Wale,67nwj3Y5sZQLl72VNUHEYE,4284346.0,nan,73.0,artist,"5,121.4",2.354,"2,714.3",399.7,11183524.0,14.0,0.0
Lucenzo,5bv5RplEOwdCvhq0EILh9E,168169.0,reggaeton,70.0,artist,"5,230.0",2.86,"2,872.6",423.2,7682.0,9.0,2.0
Lil Jon & The East Side Boyz,3ciRvbBIVz9fBoPbtSYq4x,1134752.0,"crunk, southern hip hop",64.0,artist,"1,291.8",0.626,"1,168.6",46.5,4737162.0,18.0,5.0
Lil Jon,7sfl4Xt5KmfyDs2T3SVSMK,1691239.0,crunk,73.0,artist,"5,217.6",2.454,753.3,1.6,239497.0,3.0,2.0
Maggie Lindemann,0uGk2czvcpWQA383Im6ajf,2047579.0,nan,63.0,artist,"1,929.6",0.662,"1,377.0",391.2,1255844.0,14.0,6.0
Danger Mouse,2dBj3prW7gP9bCCOIQeDUf,279545.0,nan,69.0,artist,"2,931.9",1.248,259.7,nan,263110.0,6.0,0.0
Lil Skies,7d3WFRME3vBY2cgoP38RDo,5287560.0,melodic rap,65.0,artist,"5,210.5",0.666,"4,224.8","2,512.3",6852599.0,18.0,6.0
Emis Killa,6FtwCmLY6L1sqvjaQ2lV6G,1659216.0,italian trap,63.0,artist,"1,880.5",0.536,"1,327.6",659.3,1242214.0,15.0,5.0
Hillsong Worship,3SgHzT552wy2W8pNLaLk24,7234833.0,"worship, christian, pop worship, ccm, gospel",74.0,artist,"5,199.4",2.582,"5,199.4","1,123.8",4618900.0,20.0,1.0
Skepta,2p1fiYHYiXz9qi0JJyxBzN,1634628.0,"grime, uk grime",76.0,artist,"5,197.9",3.337,"1,872.0",736.1,3817975.0,11.0,3.0
"Earth, Wind & Fire",4QQgXkCYTt3BlENzhyNETg,5092641.0,"funk, disco",74.0,artist,"5,191.0",2.16,"4,998.2","4,241.7",7946500.0,19.0,13.0
Massimo Pericolo,1El4YQA8oCXX7ynFSxRTFq,689384.0,italian trap,61.0,artist,"1,272.7",0.409,797.7,58.3,1466618.0,15.0,4.0
Melendi,1EXjXQpDx2pROygh8zvHs4,4639912.0,"flamenco, flamenco pop",73.0,artist,"4,645.4",2.037,"4,336.5","3,369.2",361394.0,17.0,10.0
Sachet Tandon,6WOdPJmexxFINcKMkP2jMG,7495855.0,"bhajan, hindi pop, devotional, bollywood, desi pop",73.0,artist,"3,552.6",3.087,"2,621.8",31.7,292407.0,10.0,0.0
Rochak Kohli,3dN9MQpjIyNxyeRfz4EDZe,1808239.0,"bollywood, hindi pop",71.0,artist,"3,065.3",2.127,"1,597.6",7.8,99014.0,9.0,0.0
Tulsi Kumar,0T1CMVkqffHlqEk4BcAph1,13347960.0,"bollywood, hindi pop, desi",72.0,artist,"3,101.1",2.027,710.0,184.2,83828.0,4.0,0.0
Ankit Tiwari,0E02VcvA5p1ndkLdqWD5JB,15072035.0,"bollywood, hindi pop, desi",67.0,artist,"1,587.6",1.158,"1,011.2",501.4,158831.0,15.0,5.0
Felipe Amorim,3CIIaeZuFYrAD6PRVyuO4U,3250411.0,"piseiro, forró, arrocha, sertanejo, agronejo, brega",75.0,artist,"3,356.1",2.882,"2,426.3","1,373.1",0.0,15.0,0.0
Hugo & Guilherme,1LIuN7ov1IBQDdLsU83ojl,3297224.0,"sertanejo, sertanejo universitário, agronejo, arrocha",75.0,artist,"5,154.9",2.66,"3,680.7","2,278.6",0.0,14.0,0.0
Daryl Hall & John Oates,77tT1kLj6mCWtFNqiOmP9H,2861511.0,"yacht rock, soft rock",74.0,artist,"5,151.2",2.265,"5,151.2","4,883.5",5241559.0,20.0,12.0
Wings,2kEU1NNJORHNJabD0tdO1E,5388.0,"desi hip hop, hindi hip hop, punjabi hip hop",12.0,artist,"1,353.5",0.545,795.6,795.0,1743531.0,11.0,3.0
Iron Maiden,6mdiAmATAx73kdxrNrnlao,10386844.0,"heavy metal, metal, hard rock, rock",72.0,artist,"5,141.5",1.894,"5,141.5","5,141.5",1993141.0,14.0,1.0
Ghostface Killah,6FD0unjzGQhX3b6eMccMJe,996178.0,"east coast hip hop, hardcore hip hop",63.0,artist,"1,556.4",0.531,318.4,82.0,1266151.0,13.0,3.0
AP Dhillon,6LEG9Ld1aLImEFEVHdWNSB,8830778.0,"punjabi hip hop, punjabi pop, desi, bhangra, desi hip hop",75.0,artist,"5,137.5",3.861,"4,789.3",950.7,1990317.0,31.0,1.0
Lukas Graham,25u4wHJWxCA9vO0CzxAbK7,2963376.0,dansk pop,69.0,artist,"5,134.3",1.279,"4,836.0","4,614.7",6754315.0,15.0,10.0
RM,2tgdbXtsDz4QkssaFoyOP4,3545.0,dansband,25.0,artist,"3,109.1",1.479,"2,184.3","1,165.6",1547840.0,4.0,0.0
Payal Dev,6FtZhorjCMfkaVJ7kKdmq7,3476347.0,"bhajan, devotional, bollywood, desi pop, hindi pop",67.0,artist,"1,809.7",1.005,853.4,0.7,242942.0,8.0,0.0
Los Tucanes De Tijuana,014WIDx7H4BRCHB1faiisK,4327484.0,"corrido, norteño, cumbia norteña, música mexicana, banda, ranchera",74.0,artist,"5,111.3",3.331,"4,839.5","4,766.1",132166.0,14.0,0.0
Shaggy,5EvFsr3kj42KNv97ZEnqij,2493757.0,reggae,73.0,artist,"5,110.8",2.04,"3,599.3",724.8,4151349.0,14.0,5.0
Sting,2kEU1NNJORHNJabD0tdO1E,5388.0,"desi hip hop, hindi hip hop, punjabi hip hop",12.0,artist,"3,951.2",1.895,"3,204.7","2,564.7",2461924.0,10.0,4.0
Zac Brown Band,6yJCxee7QumYr820xdIsjo,4157745.0,"country, acoustic country",71.0,artist,"5,105.3",1.509,"5,092.1","4,216.3",1429859.0,15.0,4.0
Ice Cube,3Mcii5XWf6E0lrY3Uky4cA,11103700.0,"gangster rap, west coast hip hop, old school hip hop, g-funk",72.0,artist,"5,104.9",1.507,"4,698.6","3,687.4",5082467.0,7.0,4.0
DELLAFUENTE,4bJh7sMPcVRiqe5jlnsWQV,1167424.0,"flamenco urbano, flamenco",67.0,artist,"1,659.2",0.854,"1,089.0",367.6,413514.0,12.0,1.0
Blake Shelton,1UTPBmNbXNTittyMJrNkvw,7512261.0,country,70.0,artist,"5,097.3",1.354,"4,318.8","3,437.9",836220.0,15.0,7.0
Eric Church,2IvkS5MXK0vPGnwyJsrEyV,4144607.0,"country, acoustic country",71.0,artist,"5,089.3",1.506,"4,267.3","4,229.8",688017.0,15.0,1.0
