artist,followers,genres,popularity,type,rank,daily streams,peak daily,monthly listeners,total_page_views,total_songs_count,songs_with_duration_count
Lord Huron,2176574.0,nan,77.0,artist,"5,601.0",3.982,"5,601.0","5,118.3",1298554.0,8.0,8.0
John Williams,1609286.0,soundtrack,71.0,artist,"5,586.9",2.415,"3,731.4","2,224.8",102817.0,1.0,1.0
Dominic Fike,2228698.0,nan,75.0,artist,"5,564.8",2.261,"4,933.7","4,442.1",1393109.0,8.0,8.0
Gwen Stefani,7081361.0,nan,74.0,artist,"5,540.9",2.407,"3,831.3","1,932.6",1513047.0,7.0,7.0
No Doubt,3133988.0,nan,69.0,artist,"2,476.9",1.139,"2,476.2","2,278.6",481803.0,8.0,8.0
Marvin Gaye,5990874.0,"motown, classic soul, soul, northern soul, quiet storm",73.0,artist,"5,532.4",1.911,"5,435.3","3,085.3",2057908.0,6.0,6.0
James Bay,4107158.0,nan,67.0,artist,"5,527.3",0.787,"5,368.8","4,944.1",3213967.0,12.0,12.0
Galantis,3470851.0,nan,69.0,artist,"5,524.9",0.845,"4,775.2","2,954.2",664775.0,7.0,7.0
Tyler Childers,3164070.0,"country, outlaw country, red dirt, alt country, texas country, bluegrass",75.0,artist,"5,518.2",2.657,"5,406.4","4,662.1",1231594.0,6.0,6.0
Lefty Sm,3569361.0,"mexican hip hop, latin hip hop",70.0,artist,"2,420.8",1.435,"1,971.6",801.9,39567.0,2.0,2.0
Santa Fe Klan,10132400.0,"mexican hip hop, latin hip hop",73.0,artist,"5,517.8",2.353,"2,955.4","1,049.4",20945.0,2.0,2.0
Trueno,9872290.0,argentine trap,75.0,artist,"5,504.3",2.85,"3,999.3","2,200.6",146127.0,6.0,6.0
Bob Dylan,7378466.0,"folk rock, folk, singer-songwriter, roots rock, country rock",74.0,artist,"5,497.1",2.422,"5,484.0","5,178.0",3062492.0,6.0,6.0
Cazzu,8059878.0,"argentine trap, trap latino, turreo",75.0,artist,"5,492.6",3.082,"2,114.8","1,137.5",178898.0,3.0,3.0
The Cranberries,5428742.0,nan,76.0,artist,"5,483.8",3.004,"5,483.8","5,478.0",16892626.0,13.0,13.0
KATSEYE,5519681.0,k-pop,83.0,artist,"1,845.1",8.742,"1,829.1","1,273.9",5285835.0,11.0,11.0
Jelly Roll,6127588.0,"country hip hop, country",79.0,artist,"5,443.1",4.542,"3,691.9","2,632.1",682300.0,4.0,4.0
Falling In Reverse,4302460.0,"emo, rap metal",74.0,artist,"3,823.4",2.276,"3,823.4","3,524.3",1112219.0,8.0,8.0
T3R Elemento,5610567.0,"corrido, corridos tumbados, sierreño, sad sierreño, banda, corridos bélicos, norteño, música mexicana",69.0,artist,"2,862.7",1.326,"2,426.0","1,756.9",261505.0,7.0,7.0
Lil Mosey,5988762.0,melodic rap,64.0,artist,"4,802.9",0.51,"4,138.6","3,369.7",4190254.0,11.0,11.0
Matoma,710598.0,tropical house,59.0,artist,"2,922.0",0.259,"1,556.0",12.4,221751.0,2.0,2.0
Oliver Heldens,1059834.0,"future house, house",63.0,artist,"2,337.7",0.436,"1,097.7",61.9,113490.0,1.0,1.0
Becky Hill,926617.0,nan,68.0,artist,"5,418.0",1.029,"2,086.5",394.5,183171.0,7.0,7.0
Abraham Mateo,1604392.0,nan,68.0,artist,"1,762.2",1.739,"1,219.2",246.2,115880.0,4.0,4.0
Laufey,8569066.0,nan,83.0,artist,"5,397.7",8.028,"5,024.3","4,406.1",1359357.0,6.0,6.0
Y2K,331984.0,nan,56.0,artist,"1,532.5",0.151,"1,176.3",nan,5351027.0,3.0,3.0
bbno$,2761355.0,nan,78.0,artist,"5,387.0",3.768,"2,882.1",967.7,949446.0,6.0,6.0
Yung Gravy,1759900.0,nan,66.0,artist,"3,198.1",0.792,"2,526.9","1,585.6",2065199.0,8.0,8.0
Skillet,5914846.0,"christian rock, christian alternative rock, christian",75.0,artist,"5,386.1",2.548,"5,374.7","5,338.5",1730227.0,18.0,18.0
Depeche Mode,7398234.0,"new wave, synthpop, darkwave",74.0,artist,"5,375.7",2.824,"5,373.3","5,304.9",1345388.0,7.0,7.0
Kris Kross Amsterdam,259216.0,hollands,58.0,artist,"1,970.4",0.268,"1,226.5",nan,132337.0,3.0,3.0
King Von,7987338.0,"chicago drill, drill",75.0,artist,"5,324.8",2.927,"4,612.3","3,235.9",2596682.0,7.0,7.0
Diddy,1983771.0,"hip hop, east coast hip hop",70.0,artist,"5,311.2",1.822,"2,235.7",16.4,161645.0,1.0,1.0
Weezer,4620946.0,alternative rock,73.0,artist,"5,297.9",1.775,"5,238.4","5,181.0",2607832.0,5.0,5.0
Madison Beer,8578207.0,nan,75.0,artist,"5,267.5",3.378,"3,855.9","3,505.5",2267628.0,9.0,9.0
Jax Jones,1256569.0,nan,68.0,artist,"5,259.3",1.022,"3,725.7",10.4,1149123.0,10.0,10.0
Lucenzo,168169.0,reggaeton,70.0,artist,"5,230.0",2.86,"2,872.6",423.2,0.0,2.0,2.0
Lil Jon & The East Side Boyz,1134752.0,"crunk, southern hip hop",64.0,artist,"1,291.8",0.626,"1,168.6",46.5,3788561.0,5.0,5.0
Lil Jon,1691239.0,crunk,73.0,artist,"5,217.6",2.454,753.3,1.6,186414.0,2.0,2.0
Lil Skies,5287560.0,melodic rap,65.0,artist,"5,210.5",0.666,"4,224.8","2,512.3",1907845.0,6.0,6.0
Emis Killa,1659216.0,italian trap,63.0,artist,"1,880.5",0.536,"1,327.6",659.3,507842.0,5.0,5.0
Hillsong Worship,7234833.0,"worship, christian, pop worship, ccm, gospel",74.0,artist,"5,199.4",2.582,"5,199.4","1,123.8",116558.0,1.0,1.0
Skepta,1634628.0,"grime, uk grime",76.0,artist,"5,197.9",3.337,"1,872.0",736.1,1566807.0,3.0,3.0
"Earth, Wind & Fire",5092641.0,"funk, disco",74.0,artist,"5,191.0",2.16,"4,998.2","4,241.7",7413935.0,13.0,13.0
Daryl Hall & John Oates,2861511.0,"yacht rock, soft rock",74.0,artist,"5,151.2",2.265,"5,151.2","4,883.5",4600630.0,12.0,12.0
Wings,5388.0,"desi hip hop, hindi hip hop, punjabi hip hop",12.0,artist,"1,353.5",0.545,795.6,795.0,307901.0,3.0,3.0
Ghostface Killah,996178.0,"east coast hip hop, hardcore hip hop",63.0,artist,"1,556.4",0.531,318.4,82.0,373508.0,3.0,3.0
Iron Maiden,10386844.0,"heavy metal, metal, hard rock, rock",72.0,artist,"5,141.5",1.894,"5,141.5","5,141.5",73439.0,1.0,1.0
AP Dhillon,8830778.0,"punjabi hip hop, punjabi pop, desi, bhangra, desi hip hop",75.0,artist,"5,137.5",3.861,"4,789.3",950.7,39511.0,1.0,1.0
Lukas Graham,2963376.0,dansk pop,69.0,artist,"5,134.3",1.279,"4,836.0","4,614.7",6424979.0,10.0,10.0
Shaggy,2493757.0,reggae,73.0,artist,"5,110.8",2.04,"3,599.3",724.8,1635689.0,5.0,5.0
Zac Brown Band,4157745.0,"country, acoustic country",71.0,artist,"5,105.3",1.509,"5,092.1","4,216.3",926720.0,4.0,4.0
Ice Cube,11103700.0,"gangster rap, west coast hip hop, old school hip hop, g-funk",72.0,artist,"5,104.9",1.507,"4,698.6","3,687.4",2739627.0,4.0,4.0
DELLAFUENTE,1167424.0,"flamenco urbano, flamenco",67.0,artist,"1,659.2",0.854,"1,089.0",367.6,83527.0,1.0,1.0
Blake Shelton,7512261.0,country,70.0,artist,"5,097.3",1.354,"4,318.8","3,437.9",295715.0,7.0,7.0
Eric Church,4144607.0,"country, acoustic country",71.0,artist,"5,089.3",1.506,"4,267.3","4,229.8",68257.0,1.0,1.0
Wyclef Jean,433310.0,nan,71.0,artist,"5,080.1",2.31,559.2,76.6,347043.0,6.0,6.0
Mon Laferte,10334850.0,latin alternative,77.0,artist,"5,078.0",4.18,"4,360.0","3,120.6",270302.0,10.0,10.0
PNL,170147.0,nan,52.0,artist,"5,068.8",2.031,"5,052.0","4,951.9",4130571.0,5.0,5.0
Julieta Venegas,3336706.0,"latin pop, latin rock",74.0,artist,"5,063.8",2.631,"2,884.2","2,459.7",217059.0,7.0,7.0
Ludovico Einaudi,4006044.0,"neoclassical, classical",78.0,artist,"5,053.6",2.105,"4,990.9","3,153.5",6560.0,8.0,8.0
Iggy Pop,1789211.0,"proto-punk, glam rock",64.0,artist,"1,337.6",0.674,"1,140.0","1,083.4",1469846.0,10.0,10.0
PnB Rock,4290618.0,melodic rap,66.0,artist,"5,039.8",0.845,"2,214.2","1,103.5",2774297.0,6.0,6.0
Badshah,30749638.0,"bollywood, desi, hindi pop, desi hip hop, hindi hip hop, desi pop",74.0,artist,"5,030.4",2.707,"3,165.2",316.1,560877.0,4.0,4.0
Black Sabbath,9808519.0,"metal, heavy metal, rock, stoner rock, doom metal, hard rock",75.0,artist,"5,029.5",2.19,"5,029.5","5,025.9",4838634.0,8.0,8.0
Rod Stewart,5575940.0,soft rock,73.0,artist,"5,027.1",2.331,"4,079.6","3,822.2",220595.0,3.0,3.0
Diljit Dosanjh,36604767.0,"bhangra, punjabi pop, punjabi hip hop, desi, bollywood",76.0,artist,"5,026.8",3.768,"4,404.6","2,299.2",765338.0,5.0,5.0
MARINA,6122416.0,nan,73.0,artist,"5,025.7",1.891,"4,781.4","4,727.7",1942775.0,5.0,5.0
Sleepy Hallow,2549526.0,"brooklyn drill, new york drill",71.0,artist,"5,016.6",1.243,"4,217.6","2,659.3",707119.0,4.0,4.0
The Doors,8869123.0,"psychedelic rock, classic rock, acid rock",71.0,artist,"4,987.2",1.822,"4,759.2","4,757.7",5077762.0,11.0,11.0
Maren Morris,890040.0,country,67.0,artist,"4,973.0",0.926,"2,075.9","1,742.5",1249498.0,10.0,10.0
Latto,2356168.0,nan,75.0,artist,"4,962.1",4.534,"1,489.5",919.1,386879.0,2.0,2.0
James Blunt,3303236.0,nan,70.0,artist,"4,959.7",1.353,"4,108.4","4,073.5",1481967.0,7.0,7.0
PinkPantheress,4784174.0,bedroom pop,78.0,artist,"4,956.6",3.935,"4,689.0","3,378.9",1808573.0,8.0,8.0
LE SSERAFIM,8040734.0,k-pop,80.0,artist,"4,947.5",6.96,"4,928.0","4,524.7",926904.0,3.0,3.0
Papa Roach,6113783.0,"nu metal, rap metal, alternative metal, rap rock, rock",72.0,artist,"4,940.1",1.45,"4,833.3","4,541.8",1398436.0,8.0,8.0
Yan Block,1568703.0,nan,81.0,artist,"2,430.8",7.084,"1,482.8",584.8,72479.0,3.0,3.0
Topic,319318.0,nan,73.0,artist,"4,931.5",1.49,"2,337.6",39.2,289038.0,5.0,5.0
HUGEL,668477.0,"latin house, afro house, techengue",77.0,artist,"3,156.5",3.515,"2,107.0",197.9,252721.0,8.0,8.0
ATB,214.0,nan,12.0,artist,"1,456.0",0.462,"1,431.9",406.0,47289.0,6.0,6.0
Samra,1397350.0,german hip hop,68.0,artist,"3,203.8",1.11,"1,644.9",855.9,1014457.0,7.0,7.0
girl in red,8794530.0,bedroom pop,74.0,artist,"4,930.0",2.387,"4,917.8","4,857.0",5255353.0,18.0,18.0
Carly Rae Jepsen,5143949.0,nan,70.0,artist,"4,928.6",1.353,"4,035.7","3,944.1",5328298.0,10.0,10.0
Owl City,2504955.0,nan,67.0,artist,"3,249.9",0.752,"3,111.6","2,129.7",3845917.0,8.0,8.0
Noah Cyrus,2084468.0,nan,72.0,artist,"4,920.0",1.552,"3,741.3","2,026.8",4061841.0,14.0,14.0
Lyanno,2017304.0,"reggaeton, trap latino, urbano latino",71.0,artist,"4,907.7",1.711,636.9,110.1,18695.0,1.0,1.0
Kacey Musgraves,1615998.0,nan,72.0,artist,"4,888.9",1.892,"3,088.4","2,945.9",981884.0,6.0,6.0
Iggy Azalea,6619377.0,nan,68.0,artist,"4,849.0",1.004,"3,086.3",808.0,9090926.0,11.0,11.0
Stormzy,3182660.0,"grime, uk grime, uk drill",69.0,artist,"4,842.5",1.261,"2,749.1","1,614.0",3645715.0,6.0,6.0
Ufo361,1998644.0,"german hip hop, turkish hip hop",69.0,artist,"4,824.9",1.148,"3,832.2","1,936.7",1588420.0,8.0,8.0
Key Glock,2405803.0,nan,73.0,artist,"4,820.7",2.237,"3,686.7","3,661.3",56320.0,1.0,1.0
Mike Posner,1530150.0,nan,68.0,artist,"4,671.4",0.912,"4,355.7",673.4,985854.0,7.0,7.0
Seeb,2767.0,"midwest emo, math rock",9.0,artist,"4,804.3",0.784,976.1,8.6,151670.0,4.0,4.0
Seafret,1092705.0,nan,65.0,artist,"2,083.4",0.668,"2,074.2","1,823.7",866718.0,10.0,10.0
Tinashe,3087356.0,alternative r&b,77.0,artist,"4,785.0",3.774,"2,242.3","1,019.1",669916.0,4.0,4.0
Wham!,3153519.0,christmas,70.0,artist,"3,820.4",2.101,"3,819.3","3,818.0",9663178.0,18.0,18.0
George Michael,5677216.0,nan,72.0,artist,"4,783.1",1.915,"4,719.5","4,149.5",6505362.0,5.0,5.0
Lazza,2741186.0,italian trap,72.0,artist,"4,779.3",1.964,"2,860.2","1,564.2",546142.0,4.0,4.0
Geolier,3379096.0,"canzone napoletana, neomelodico, italian trap",72.0,artist,"4,763.0",2.172,"2,568.9",977.8,72464.0,1.0,1.0
Pentatonix,3966593.0,christmas,67.0,artist,"4,760.9",0.79,"4,738.5","4,190.3",494359.0,4.0,4.0
Natalia Lafourcade,5373080.0,"latin folk, bolero, latin indie, latin alternative, latin folklore",72.0,artist,"4,759.7",2.024,"3,341.3","2,344.6",394141.0,8.0,8.0
Christina Perri,4314508.0,soft pop,72.0,artist,"4,758.7",2.04,"4,488.5","4,292.4",939664.0,5.0,5.0
Joey Bada$$,3821256.0,"hip hop, rap",70.0,artist,"4,749.2",1.366,"3,359.7","2,665.9",2647265.0,5.0,5.0
The Beach Boys,5095058.0,baroque pop,70.0,artist,"4,746.3",1.431,"4,737.4","4,698.6",695668.0,4.0,4.0
Evanescence,6204253.0,alternative metal,76.0,artist,"4,741.5",2.724,"4,740.0","4,735.6",1963406.0,10.0,10.0
Jorja Smith,3658015.0,nan,71.0,artist,"4,735.4",1.644,"3,139.9","1,993.4",2409301.0,10.0,10.0
Enya,2599119.0,"new age, celtic",73.0,artist,"4,725.7",2.328,"3,955.3","3,923.8",604086.0,6.0,6.0
Gzuz,1566512.0,german hip hop,70.0,artist,"4,724.8",1.437,"1,993.2",866.5,880593.0,5.0,5.0
The Black Keys,4139885.0,"blues rock, garage rock, modern blues, rock",69.0,artist,"4,716.1",1.143,"4,715.9","4,694.4",1106628.0,6.0,6.0
Kenny Chesney,4893674.0,country,69.0,artist,"4,677.7",1.264,"4,364.5","3,739.6",189035.0,5.0,5.0
aespa,9814389.0,k-pop,76.0,artist,"4,668.7",3.118,"4,649.8","4,555.0",611635.0,4.0,4.0
El Fantasma,6449952.0,"corrido, banda, norteño, corridos bélicos, sierreño, música mexicana, ranchera",69.0,artist,"4,666.7",1.417,"4,420.2","3,151.9",0.0,1.0,1.0
Milky Chance,2075244.0,nan,70.0,artist,"4,664.9",1.18,"4,655.3","4,360.3",1942104.0,4.0,4.0
Van Morrison,3604661.0,nan,70.0,artist,"4,656.5",1.274,"4,387.0","4,288.3",1914658.0,8.0,8.0
Norah Jones,3371564.0,nan,72.0,artist,"4,655.3",1.604,"4,277.6","4,174.7",721423.0,9.0,9.0
Lynyrd Skynyrd,5896461.0,"southern rock, classic rock, rock",73.0,artist,"4,649.6",1.626,"4,635.8","4,604.8",4961507.0,8.0,8.0
Jeremy Zucker,2360123.0,nan,65.0,artist,"4,648.7",0.726,"4,319.6","2,657.7",349290.0,1.0,1.0
Melendi,4639912.0,"flamenco, flamenco pop",73.0,artist,"4,645.4",2.037,"4,336.5","3,369.2",135187.0,10.0,10.0
Louis Armstrong,3237781.0,"jazz, swing music, big band, vocal jazz, jazz blues",69.0,artist,"3,383.0",1.307,"2,562.8","2,191.9",7206556.0,6.0,6.0
Sonu Nigam,22596060.0,"kannada pop, bollywood, sandalwood, hindi pop, desi, marathi pop",78.0,artist,"4,578.6",4.804,"2,451.1",560.4,63423.0,1.0,1.0
Dean Martin,1956452.0,"christmas, adult standards, big band, swing music",69.0,artist,"4,578.5",2.495,"4,547.8","4,512.6",803833.0,3.0,3.0
Zoe Wees,581319.0,nan,63.0,artist,"1,441.6",0.489,"1,017.3",965.3,449035.0,5.0,5.0
Niska,6313867.0,"french rap, pop urbaine, french r&b",72.0,artist,"4,563.2",1.823,"2,564.6","1,601.4",1279840.0,6.0,6.0
Kid Ink,2967803.0,nan,67.0,artist,"4,553.8",1.058,"2,740.8",711.2,1662385.0,6.0,6.0
Los Bukis,5492710.0,"grupera, ranchera",75.0,artist,"4,545.0",3.198,"4,253.2","4,250.9",44452.0,11.0,11.0
George Strait,5173284.0,"country, classic country, traditional country, honky tonk",73.0,artist,"4,543.3",2.179,"4,396.3","4,304.9",162760.0,3.0,3.0
Ella Henderson,1643463.0,nan,67.0,artist,"4,541.6",1.97,"1,609.7","1,056.1",298861.0,6.0,6.0
Jaden,1943751.0,nan,64.0,artist,"4,541.6",0.875,"2,538.5","1,861.2",4118580.0,11.0,11.0
Capo Plaza,4213689.0,"italian trap, trap",73.0,artist,"4,531.4",1.871,"2,502.5","1,498.4",1123939.0,6.0,6.0
Sade,1265.0,"mariachi, música mexicana",22.0,artist,"4,523.8",4.214,"4,523.8","4,486.1",2273823.0,8.0,8.0
Yo Yo Honey Singh,36517268.0,"bollywood, hindi hip hop, desi, hindi pop, punjabi pop, punjabi hip hop",77.0,artist,"4,514.2",4.193,"3,480.7","1,874.7",113159.0,1.0,1.0
Keane,3930970.0,nan,74.0,artist,"4,503.4",2.121,"4,503.4","4,447.7",1308917.0,7.0,7.0
Busta Rhymes,3175893.0,east coast hip hop,71.0,artist,"4,495.0",1.47,"1,783.6",677.1,1047935.0,4.0,4.0
Eric Clapton,6584961.0,"blues, blues rock, classic rock",71.0,artist,"4,489.8",1.708,"4,209.8","3,720.1",1200233.0,7.0,7.0
Adam Levine,1064398.0,nan,72.0,artist,"4,485.6",2.221,583.8,566.8,621023.0,3.0,3.0
Stromae,3867642.0,french pop,73.0,artist,"4,483.4",2.28,"3,910.1","3,499.0",9912841.0,5.0,5.0
Sam Hunt,2476817.0,"country, pop country",65.0,artist,"4,481.8",0.705,"4,226.3","4,226.3",780135.0,7.0,7.0
Jeezy,2576559.0,"southern hip hop, crunk, rap, gangster rap",72.0,artist,"4,474.3",1.748,"2,262.1",734.7,1125592.0,5.0,5.0
Rise Against,2941781.0,"punk, hardcore punk",69.0,artist,"4,467.7",1.154,"4,462.4","4,458.6",478135.0,4.0,4.0
Birdy,3738021.0,nan,69.0,artist,"4,462.3",1.237,"4,000.2","3,715.4",2162132.0,11.0,11.0
Ray Dalton,128862.0,nan,70.0,artist,"4,462.1",1.436,361.1,238.6,29952.0,6.0,6.0
Dolly Parton,2977315.0,"country, classic country",71.0,artist,"4,453.3",1.557,"3,640.0","2,654.7",8439811.0,7.0,7.0
Simon & Garfunkel,5903325.0,"folk rock, folk",69.0,artist,"4,449.7",1.164,"4,449.7","4,448.2",10852213.0,11.0,11.0
SAINt JHN,1155359.0,nan,65.0,artist,"4,020.7",0.591,"3,767.3",969.7,3567935.0,14.0,14.0
Don Diablo,1845648.0,"future house, edm",65.0,artist,"2,760.0",0.577,"1,696.2",509.6,135849.0,6.0,6.0
Imanbek,277661.0,slap house,66.0,artist,"4,438.4",0.765,"1,342.2",2.3,15814.0,3.0,3.0
VIZE,220546.0,slap house,61.0,artist,"2,529.0",0.332,"1,220.7",5.3,77896.0,6.0,6.0
The Goo Goo Dolls,3515854.0,nan,76.0,artist,"4,437.4",3.778,"4,437.4","4,430.1",2031598.0,3.0,3.0
Mau y Ricky,6833166.0,"latin pop, reggaeton, pop urbano",66.0,artist,"4,427.6",0.786,"3,025.5",472.9,89400.0,5.0,5.0
Robbie Williams,3320450.0,nan,72.0,artist,"4,422.1",1.624,"4,346.1","3,830.4",1131888.0,10.0,10.0
keshi,4231592.0,nan,74.0,artist,"4,419.4",2.264,"4,193.1","4,154.8",1333713.0,9.0,9.0
Bill Withers,2012499.0,"soul, classic soul, motown",72.0,artist,"4,403.1",1.901,"4,217.3","3,350.5",1265272.0,7.0,7.0
Dimitri Vegas & Like Mike,3588065.0,"big room, electronica, edm",71.0,artist,"4,374.6",1.535,"3,814.1",25.5,67144.0,2.0,2.0
Elderbrook,529259.0,nan,67.0,artist,"1,959.4",0.805,"1,161.9",609.9,168166.0,9.0,9.0
Rudimental,1410688.0,nan,68.0,artist,"4,371.6",0.834,"3,682.7",32.7,15023.0,1.0,1.0
Scorpions,8625730.0,"hard rock, glam metal, rock",73.0,artist,"4,371.3",2.287,"4,370.0","4,331.0",1721505.0,7.0,7.0
Van Halen,6861300.0,"glam metal, classic rock, rock, hard rock",71.0,artist,"4,349.4",1.367,"4,349.4","4,348.6",418266.0,5.0,5.0
Carrie Underwood,6127818.0,country,69.0,artist,"4,347.9",1.186,"3,530.5","3,314.0",3154724.0,8.0,8.0
Marracash,2934543.0,italian trap,73.0,artist,"4,345.5",2.264,"2,741.1","1,244.1",2179415.0,8.0,8.0
Sam Feldt,803041.0,tropical house,65.0,artist,"4,343.3",0.623,"3,190.6",103.2,36314.0,3.0,3.0
Alan Jackson,3384075.0,"country, christian country, classic country",73.0,artist,"4,328.1",1.947,"4,021.0","3,554.2",538980.0,6.0,6.0
Jon Pardi,2344824.0,"country, acoustic country",73.0,artist,"4,314.6",2.213,"4,003.8","3,969.1",321143.0,9.0,9.0
Yuvan Shankar Raja,17049822.0,"tamil pop, kollywood, tamil dance, tamil hip hop",74.0,artist,"4,305.6",2.902,"3,663.7",284.5,34749.0,1.0,1.0
Breaking Benjamin,5164138.0,"alternative metal, post-grunge, rock, hard rock",71.0,artist,"4,290.3",1.527,"4,222.4","4,139.8",678087.0,10.0,10.0
AURORA,4711083.0,"norwegian pop, art pop",73.0,artist,"4,282.7",1.848,"3,405.7","3,254.4",2813101.0,10.0,10.0
Leon Bridges,1931393.0,retro soul,73.0,artist,"4,273.4",1.913,"2,759.6","2,532.7",1697195.0,10.0,10.0
Khruangbin,2190128.0,neo-psychedelic,70.0,artist,"2,712.0",1.18,"2,548.4","1,757.6",430968.0,13.0,13.0
DeJ Loaf,2053706.0,nan,64.0,artist,"1,923.1",0.607,"1,135.2",409.2,1738433.0,5.0,5.0
The Smashing Pumpkins,6098627.0,"alternative rock, rock",74.0,artist,"4,268.8",2.488,"4,268.8","4,268.0",1136331.0,3.0,3.0
Dermot Kennedy,1670997.0,nan,69.0,artist,"4,260.3",1.19,"3,160.5","3,113.9",1515970.0,12.0,12.0
Aya Nakamura,5565668.0,"french r&b, pop urbaine",71.0,artist,"4,257.7",2.077,"3,885.1","2,757.3",1441119.0,8.0,8.0
WILLOW,60648.0,"swedish pop, christmas",42.0,artist,"4,257.6",0.95,"2,707.8","2,167.7",3673483.0,7.0,7.0
Gazo,4278051.0,"french rap, french r&b, pop urbaine, drill",72.0,artist,"4,252.9",1.908,"2,238.4","1,195.4",153968.0,3.0,3.0
Hillsong UNITED,4249340.0,"worship, christian, ccm, pop worship, gospel",69.0,artist,"4,251.3",1.357,"4,046.2",836.4,1678263.0,3.0,3.0
Fred again..,2229071.0,"stutter house, house",78.0,artist,"4,251.2",3.389,"3,840.7",835.8,303445.0,7.0,7.0
Darshan Raval,26523343.0,"gujarati garba, hindi pop, gujarati pop, bollywood, desi pop, desi",72.0,artist,"4,248.0",1.803,"3,381.3","2,363.7",38257.0,3.0,3.0
Dilsinho,4606662.0,"pagode, samba, sertanejo, piseiro",69.0,artist,"4,242.6",1.154,"3,124.4","1,745.1",0.0,1.0,1.0
Denzel Curry,2861114.0,nan,70.0,artist,"4,224.7",1.42,"2,952.2","1,532.7",2573263.0,7.0,7.0
The Fray,4296356.0,nan,73.0,artist,"4,216.5",2.151,"4,210.5","4,209.5",3435846.0,17.0,17.0
Sublime,3402393.0,"reggae rock, ska punk, ska",71.0,artist,"4,215.5",1.41,"4,215.5","4,107.8",1633327.0,3.0,3.0
Soulja Boy,2417918.0,nan,68.0,artist,"2,761.2",1.511,"2,229.2","1,198.7",3621728.0,6.0,6.0
Shania Twain,3390977.0,country,71.0,artist,"4,181.1",1.626,"3,710.8","3,511.7",115927.0,2.0,2.0
Gustavo Mioto,7203073.0,"sertanejo, sertanejo universitário, arrocha, agronejo",71.0,artist,"4,170.3",1.88,"3,131.7","1,570.6",0.0,2.0,2.0
Young Dolph,3343759.0,"southern hip hop, trap",71.0,artist,"4,157.4",1.759,"3,302.4","1,704.4",537643.0,2.0,2.0
La Oreja de Van Gogh,4627227.0,latin pop,73.0,artist,"4,152.9",2.449,"4,120.3","3,903.9",126914.0,3.0,3.0
Missy Elliott,2747712.0,hip hop,69.0,artist,"4,151.2",1.255,"1,747.2","1,062.2",619721.0,3.0,3.0
Ivan Cornejo,5528003.0,"sad sierreño, corridos tumbados, música mexicana, corrido, sierreño",76.0,artist,"4,142.5",3.483,"3,367.4","3,015.4",131890.0,1.0,1.0
Alex Warren,2944737.0,nan,85.0,artist,"4,132.3",10.775,"4,132.3","3,645.2",3016139.0,9.0,9.0
Bradley Cooper,295738.0,nan,68.0,artist,"4,127.3",1.096,447.0,447.0,156324.0,3.0,3.0
Kim Petras,1194727.0,nan,70.0,artist,"4,125.9",1.468,"1,090.6",955.7,590360.0,8.0,8.0
Sabaton,2443157.0,"power metal, metal, heavy metal, symphonic metal, folk metal",72.0,artist,"4,123.5",1.885,"4,092.6","4,019.6",884865.0,10.0,10.0
Dadju,7897681.0,"french r&b, pop urbaine, french rap, french pop",70.0,artist,"4,118.8",1.616,"2,777.7","1,390.8",1601248.0,10.0,10.0
Gabry Ponte,717641.0,"slap house, italo dance",72.0,artist,"4,101.1",1.823,"1,801.5",191.2,79152.0,6.0,6.0
Mohit Chauhan,14458705.0,"bollywood, hindi pop, sufi, desi",74.0,artist,"4,094.4",3.39,"1,471.2",614.1,175626.0,2.0,2.0
Dido,2162364.0,nan,73.0,artist,"4,093.6",2.378,"2,012.3","1,970.2",3231083.0,6.0,6.0
Chayanne,9286421.0,latin pop,73.0,artist,"4,087.6",2.175,"3,992.9","3,718.2",49533.0,6.0,6.0
BigXthaPlug,2082297.0,southern hip hop,80.0,artist,"4,075.1",4.877,"3,569.8","2,846.5",164305.0,4.0,4.0
Shinedown,4548016.0,"post-grunge, alternative metal, rock",71.0,artist,"4,072.8",1.496,"4,072.8","4,055.4",504074.0,7.0,7.0
Ghostemane,3700092.0,"trap metal, horrorcore, emo rap, cloud rap, rap metal",65.0,artist,"3,268.8",0.718,"2,863.3","2,176.3",4762464.0,12.0,12.0
Pouya,1371433.0,"horrorcore, emo rap, underground hip hop, trap metal, cloud rap",66.0,artist,"2,541.9",0.823,"1,273.6",579.7,2030913.0,6.0,6.0
BONES,1961740.0,"cloud rap, emo rap, horrorcore, trap metal, underground hip hop",72.0,artist,"4,070.4",1.719,"3,615.1","3,035.6",955792.0,3.0,3.0
David Kushner,2775903.0,nan,71.0,artist,"3,026.4",1.448,"2,961.9","2,951.4",1092815.0,5.0,5.0
Gryffin,1011262.0,"edm, melodic bass",66.0,artist,"3,483.3",0.798,"2,586.0",4.8,529370.0,10.0,10.0
Xavier Wulf,1162023.0,"cloud rap, underground hip hop, emo rap",68.0,artist,"2,050.1",1.105,"1,913.8","1,579.2",534707.0,5.0,5.0
La Adictiva,7640528.0,"banda, norteño, grupera",70.0,artist,"4,044.8",1.72,"3,979.3","3,383.0",10233.0,2.0,2.0
Sum 41,4335371.0,"pop punk, punk, skate punk",70.0,artist,"4,043.9",1.403,"4,031.4","4,026.0",2576643.0,16.0,16.0
