artist,followers,genres,popularity,type,rank,daily streams,peak daily,monthly listeners,total_page_views,total_songs_count,songs_with_duration_count
SDM,34319.0,"african gospel, gospel",21.0,artist,"2,757.2",2.738,"1,747.6","1,217.1",247343.0,6.0,6.0
Thundercat,1532416.0,nan,68.0,artist,"2,747.3",1.107,"1,706.5","1,340.0",691816.0,9.0,9.0
Lauren Daigle,3140944.0,"christian, worship, ccm, christian pop",68.0,artist,"2,740.0",0.992,"2,479.5","2,442.9",1499130.0,12.0,12.0
Patrick Watson,923197.0,nan,70.0,artist,"2,739.8",1.426,"1,979.7","1,889.1",649726.0,4.0,4.0
Nadin Amizah,11185574.0,"indonesian indie, indonesian pop",74.0,artist,"2,739.4",3.095,"2,373.5","2,350.7",172977.0,5.0,5.0
Omah Lay,5613809.0,"afrobeats, afrobeat, afropop, afro r&b, afropiano, afro soul",73.0,artist,"2,738.1",2.254,"1,836.2","1,579.1",766001.0,9.0,9.0
Ben Howard,2001145.0,"indie folk, folk pop",63.0,artist,"2,735.8",0.517,"2,733.3","2,684.1",814683.0,11.0,11.0
Takagi & Ketra,530234.0,nan,60.0,artist,"1,404.4",0.364,718.3,36.1,75407.0,6.0,6.0
Current Joys,1766625.0,lo-fi indie,69.0,artist,"1,988.0",1.397,"1,988.0","1,979.2",757389.0,9.0,9.0
Natiruts,3603994.0,"reggae, mpb, roots reggae",68.0,artist,"2,726.9",1.11,"2,552.0","1,814.8",19360.0,7.0,7.0
Jenni Rivera,4846049.0,"banda, ranchera, mariachi, música mexicana, grupera",69.0,artist,"2,720.0",1.469,"2,662.2","2,416.9",72769.0,2.0,2.0
Chris Young,2921244.0,"country, acoustic country",65.0,artist,"2,718.0",0.706,"2,557.9","2,011.4",375096.0,8.0,8.0
Lykke Li,1950218.0,nan,68.0,artist,"2,715.5",0.913,"2,507.9","1,598.3",1012450.0,10.0,10.0
Ricardo Montaner,6870655.0,latin pop,68.0,artist,"2,714.1",1.181,"2,247.8","1,981.9",9959.0,5.0,5.0
Vampire Weekend,2033222.0,"indie, baroque pop",61.0,artist,"2,712.3",0.402,"2,712.3","2,579.4",3411302.0,13.0,13.0
Fireboy DML,4668686.0,"afrobeats, afrobeat, afropop, afro r&b, afropiano, afro soul, afroswing",70.0,artist,"2,223.4",1.476,"1,741.8",874.5,906232.0,10.0,10.0
Eros Ramazzotti,2524050.0,italo dance,70.0,artist,"2,710.7",1.569,"2,630.0","2,111.1",62262.0,3.0,3.0
Chino & Nacho,3157023.0,"merengue, reggaeton, latin",65.0,artist,"1,856.8",0.736,"1,745.3",644.0,28228.0,5.0,5.0
Shoreline Mafia,1418928.0,nan,70.0,artist,"2,702.0",1.476,"2,431.1",999.0,952913.0,2.0,2.0
Nipsey Hussle,3578945.0,west coast hip hop,65.0,artist,"2,699.9",0.631,"2,325.6",963.8,901572.0,5.0,5.0
Seether,3839759.0,"post-grunge, alternative metal, rock",70.0,artist,"2,697.3",1.282,"2,697.3","2,689.2",148948.0,1.0,1.0
Leona Lewis,3790888.0,nan,66.0,artist,"2,696.5",0.744,"2,329.7","2,130.8",1598575.0,10.0,10.0
Surfaces,983947.0,nan,61.0,artist,"2,694.1",0.339,"2,672.3","2,286.3",751994.0,13.0,13.0
Talking Heads,2858785.0,"new wave, post-punk",70.0,artist,"2,692.9",2.14,"2,692.9","2,649.0",753526.0,2.0,2.0
C418,1326128.0,nan,73.0,artist,"2,692.7",2.052,"2,692.7","2,685.0",29071.0,6.0,6.0
Ed Maverick,3809974.0,"mexican indie, latin folk",69.0,artist,"2,691.4",1.228,"2,404.9","2,080.1",171326.0,2.0,2.0
Spice Girls,4251960.0,nan,67.0,artist,"2,689.4",0.875,"2,687.6","2,676.2",2315461.0,13.0,13.0
Ultimo,3967498.0,nan,67.0,artist,"2,686.5",0.864,"2,473.8","2,471.2",1159075.0,10.0,10.0
Olly Murs,3185337.0,nan,62.0,artist,"2,685.8",0.497,"2,620.3","1,150.1",501088.0,9.0,9.0
Aloe Blacc,743890.0,nan,63.0,artist,"2,680.4",0.506,"1,119.9","1,081.6",1050351.0,10.0,10.0
Max Richter,1141523.0,"neoclassical, minimalism, classical, ambient",72.0,artist,"2,679.5",0.971,"2,672.1","1,389.1",0.0,4.0,4.0
Billy Idol,2475913.0,nan,71.0,artist,"2,679.4",2.056,"2,414.6","2,285.9",987103.0,5.0,5.0
Cuco,3307255.0,bedroom pop,68.0,artist,"2,679.3",1.089,"2,533.4","1,949.2",344711.0,3.0,3.0
The Score,1552407.0,nan,65.0,artist,"2,677.2",0.724,"2,677.2","2,521.9",918147.0,12.0,12.0
Fugees,1667313.0,east coast hip hop,65.0,artist,"1,972.0",0.76,"1,942.3","1,624.3",6425485.0,17.0,17.0
Koe Wetzel,1066611.0,"red dirt, texas country, country, country rock",70.0,artist,"2,311.8",1.551,"2,226.9","1,843.5",235895.0,3.0,3.0
Air Supply,5330314.0,soft rock,71.0,artist,"2,674.1",1.621,"2,671.8","2,660.7",927501.0,9.0,9.0
Duran Duran,3592644.0,"new wave, synthpop",72.0,artist,"2,671.7",2.447,"2,671.7","2,631.1",854973.0,7.0,7.0
Counting Crows,1962274.0,nan,69.0,artist,"2,660.5",1.117,"2,653.9","2,363.4",2207878.0,12.0,12.0
Sandro Cavazza,146390.0,nan,62.0,artist,"2,659.8",0.479,272.5,154.9,79878.0,4.0,4.0
Kenny Rogers,3216777.0,"country, classic country",70.0,artist,"2,656.0",1.358,"2,037.4","1,654.9",1269635.0,6.0,6.0
Guaynaa,949328.0,reggaeton,63.0,artist,"2,651.2",0.56,830.0,373.1,395521.0,3.0,3.0
Mariah Angeliq,544827.0,"trap latino, reggaeton",60.0,artist,"1,629.2",0.354,283.2,125.6,40402.0,2.0,2.0
Dhanush,14488733.0,"tamil dance, tamil pop, kollywood",72.0,artist,"2,647.9",2.033,583.7,31.2,0.0,1.0,1.0
Trevor Daniel,929325.0,nan,60.0,artist,"2,643.6",0.336,"2,479.0","2,128.8",1988729.0,14.0,14.0
Chicago,4701795.0,"yacht rock, soft rock",70.0,artist,"2,635.8",1.435,"2,635.8","2,630.3",119624.0,1.0,1.0
Bob Sinclar,735892.0,"french house, disco house",70.0,artist,"2,328.3",1.46,"2,249.1",517.5,173870.0,5.0,5.0
Chris Jedi,2843320.0,"trap latino, reggaeton, urbano latino",66.0,artist,"2,631.5",0.951,"1,957.6",nan,175320.0,1.0,1.0
LMFAO,4440905.0,nan,67.0,artist,"2,630.4",1.037,"2,256.8",909.0,2670203.0,9.0,9.0
Eurythmics,2338932.0,"new wave, synthpop",68.0,artist,"2,623.4",1.269,"2,603.8",1.4,4172978.0,9.0,9.0
Jacquees,3527217.0,"r&b, trap soul",67.0,artist,"2,623.2",0.973,"1,881.0","1,063.2",1826458.0,4.0,4.0
Coi Leray,936735.0,nan,66.0,artist,"2,621.4",0.89,"1,040.7",698.6,1094625.0,9.0,9.0
Freddie Dredd,1935381.0,phonk,65.0,artist,"2,619.0",0.662,"2,299.0","2,105.3",1225757.0,6.0,6.0
Ashnikko,2619427.0,nan,71.0,artist,"2,617.6",1.621,"2,389.9","1,329.8",785935.0,6.0,6.0
Tori Kelly,2191777.0,nan,64.0,artist,"2,614.5",0.567,"1,793.7","1,224.1",215272.0,3.0,3.0
for KING & COUNTRY,1525981.0,"christian, ccm, christian pop, worship",65.0,artist,"1,423.8",0.646,"1,398.3","1,088.3",624863.0,4.0,4.0
Deorro,1267431.0,"melbourne bounce, electro house",64.0,artist,"2,612.9",0.608,"2,322.8",413.2,143573.0,8.0,8.0
Antonio Aguilar,3953100.0,"ranchera, mariachi, norteño, corrido, música mexicana, banda",71.0,artist,"2,612.7",2.122,"2,457.1","2,248.6",100459.0,5.0,5.0
Franco De Vita,6236079.0,latin pop,67.0,artist,"2,612.7",0.898,"2,409.0","1,582.3",0.0,1.0,1.0
CKay,1697841.0,"afrobeats, afrobeat, afro r&b, afropop",67.0,artist,"2,612.6",0.77,"2,506.6","1,401.4",42424.0,1.0,1.0
City Girls,2822298.0,nan,61.0,artist,"2,320.0",0.476,"1,162.2",704.3,3591705.0,8.0,8.0
Pia Mia,1930267.0,nan,57.0,artist,"1,253.1",0.255,"1,095.9",322.7,2365836.0,8.0,8.0
Omarion,3287078.0,r&b,60.0,artist,"1,464.0",0.376,"1,168.7",428.2,579045.0,2.0,2.0
EJAE,457651.0,k-pop,88.0,artist,"2,603.7",14.544,2.9,2.9,43177.0,1.0,1.0
Earl Sweatshirt,2393989.0,"experimental hip hop, alternative hip hop",68.0,artist,"2,603.0",0.932,"1,466.9",750.9,2008713.0,4.0,4.0
